建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/24 08:33:41.072738","Update","2022/05/24 13:33:14.992249","TSEA","加權指","000000","000000","000000.000000","15963.63","17680","-192.78","-1.19","0.00","0","0.00","0","16166.57","10.16","16219.80","-256.17","15963.63","0.00","256.17","16156.41","16156.41","10.16","0","207999","20220524","17772.05","14540.77","0","30516","-1","0","2","233498"
"CreateOrUpdate","2022/05/24 08:33:41.075841","Update","2022/05/24 13:45:00.341773","0050","元大台灣50","000000","000000","000000.000000","123.50","102","-1.40","-1.12","123.45","64","123.50","14","125.00","0.10","125.20","-1.70","123.40","0.10","1.80","124.90","124.90","0.10","0","4977","20220524","137.35","112.45","0","0","-1","0","2","2669"
"CreateOrUpdate","2022/05/24 08:33:41.076438","Update","2022/05/24 13:45:00.490207","00632R","元大台灣50反1","000000","000000","000000.000000","5.71","5036","0.07","1.24","5.70","8630","5.71","9511","5.62","-0.02","5.71","0.00","5.62","0.09","0.09","5.64","5.64","-0.02","0","138246","20220524","6.20","5.08","0","17","-1","0","2","107323"
"CreateOrUpdate","2022/05/24 08:33:41.078301","Update","2022/05/24 13:44:54.790547","UN2206","那斯達克2206","000000","000000","000000.000000","11812.00","1","-156.00","-1.30","11808.00","2","11812.00","2","11882.00","-86.00","11890.00","-78.00","11808.00","4.00","82.00","11968.00","12056.00","-174.00","0","5467","20220524","12805.00","11131.00","0","4289","-1","2","2","964"
"CreateOrUpdate","2022/05/24 08:33:41.079538","Update","2022/05/24 13:44:59.520216","TX07","台指07","000000","000000","000000.000000","15561.00","1","-234.00","-1.48","15564.00","1","15570.00","9","15802.00","7.00","15805.00","-244.00","15555.00","6.00","250.00","15795.00","15879.00","-77.00","0","1741","20220524","17374.00","14216.00","0","4244","-1","2","2","678"
"CreateOrUpdate","2022/05/24 08:33:41.079538","Update","2022/05/24 13:44:57.021479","MTX07","小台07","000000","000000","000000.000000","15566.00","1","-229.00","-1.45","15566.00","1","15567.00","3","15812.00","17.00","15812.00","-246.00","15555.00","11.00","257.00","15795.00","15885.00","-73.00","0","8598","20220524","17374.00","14216.00","0","4251","-1","2","2","4811"
"CreateOrUpdate","2022/05/24 08:33:41.090695","Update","2022/05/24 13:45:09.141195","2330","台積電","133000","000000","133000.000000","520.00","3476","-8.00","-1.52","520.00","1808","521.00","28","530.00","2.00","531.00","-11.00","520.00","0.00","11.00","528.00","528.00","2.00","0","17645","20220524","580.00","475.50","4587","29670","0","0","2","17018"
"CreateOrUpdate","2022/05/24 08:33:41.091322","Update","2022/05/24 13:44:23.893174","UD06","道瓊06","134348","653000","134348.653000","31589.00","1","176.00","0.56","31584.00","1","31609.00","1","31749.00","336.00","31751.00","-162.00","31589.00","0.00","162.00","31413.00","31869.00","-120.00","0","4696","20220524","33611.00","29215.00","3481","4284","1","2","2","547"
"CreateOrUpdate","2022/05/24 08:33:41.091322","Update","2022/05/24 13:44:59.541459","TX06","台指06","134500","085000","134500.085000","15926.00","1","-217.00","-1.34","15926.00","6","15928.00","9","16131.00","-12.00","16156.00","-230.00","15914.00","12.00","242.00","16143.00","16238.00","-107.00","0","169022","20220524","17757.00","14529.00","83950","4243","2","2","2","98829"
"CreateOrUpdate","2022/05/24 08:33:41.092553","Update","2022/05/24 13:44:59.541459","MTX06","小台06","134500","083000","134500.083000","15927.00","1","-216.00","-1.34","15926.00","4","15927.00","13","16150.00","7.00","16156.00","-229.00","15915.00","12.00","241.00","16143.00","16237.00","-87.00","0","341817","20220524","17757.00","14529.00","197096","4250","3","2","2","180354"
"CreateOrUpdate","2022/05/24 08:33:41.081389","Update","2022/05/24 13:44:57.502176","TX416000E2","台選W405C","000000","000000","000000.000000","53.00","1","-175.00","-76.75","52.00","21","54.00","3","231.00","3.00","231.00","-178.00","50.00","3.00","181.00","228.00","290.00","-59.00","0","17590","20220524","1840.00","0.10","0","6972","-1","3","2","2655"
"CreateOrUpdate","2022/05/24 08:33:41.082235","Update","2022/05/24 13:44:59.127489","TX416100E2","台選W405C","000000","000000","000000.000000","19.00","3","-144.00","-88.34","18.50","32","19.00","6","163.00","0.00","163.00","-144.00","18.00","1.00","145.00","163.00","201.00","-38.00","0","36101","20220524","1770.00","0.10","0","6976","-1","3","2","8765"
"CreateOrUpdate","2022/05/24 08:33:41.082235","Update","2022/05/24 13:44:58.792465","TX416200E2","台選W405C","000000","000000","000000.000000","6.00","7","-96.00","-94.12","5.70","5","6.20","1","85.00","-17.00","86.00","-80.00","5.60","0.40","80.40","102.00","121.00","-36.00","0","66214","20220524","1710.00","0.10","0","6980","-1","3","2","28249"
