建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/17 08:33:40.150509","Update","2022/05/17 13:31:15.699056","TSEA","加權指","000000","000000","000000.000000","16056.09","17436","155.05","0.98","0.00","0","0.00","0","15915.93","14.89","16085.85","-29.76","15915.93","140.16","169.92","15901.04","15901.04","14.89","0","206791","20220517","17491.14","14310.94","0","30393","-1","0","2","239516"
"CreateOrUpdate","2022/05/17 08:33:40.152526","Update","2022/05/17 13:45:00.153066","0050","元大台灣50","000000","000000","000000.000000","124.35","135","1.35","1.10","124.30","20","124.35","130","123.15","0.15","124.50","-0.15","123.15","1.20","1.35","123.00","123.00","0.15","0","4147","20220517","135.30","110.70","0","0","-1","0","2","5705"
"CreateOrUpdate","2022/05/17 08:33:40.153857","Update","2022/05/17 13:45:00.303438","00632R","元大台灣50反1","000000","000000","000000.000000","5.67","2091","-0.05","-0.87","5.66","17174","5.67","2601","5.70","-0.02","5.71","-0.04","5.66","0.01","0.05","5.72","5.72","-0.02","0","180416","20220517","6.29","5.15","0","17","-1","0","2","170301"
"CreateOrUpdate","2022/05/17 08:33:40.154528","Update","2022/05/17 13:44:59.883061","UN2206","那斯達克2206","000000","000000","000000.000000","12338.00","2","9.00","0.07","12326.00","1","12339.00","1","12284.00","-45.00","12339.00","-1.00","12282.00","56.00","57.00","12329.00","12230.00","54.00","0","4925","20220517","13192.00","11466.00","0","4286","-1","2","2","1033"
"CreateOrUpdate","2022/05/17 08:33:40.158510","Update","2022/05/17 13:44:59.881080","TX06","台指06","000000","000000","000000.000000","16025.00","3","141.00","0.89","16025.00","6","16027.00","3","15916.00","32.00","16044.00","-19.00","15916.00","109.00","128.00","15884.00","15876.00","40.00","0","22564","20220517","17472.00","14296.00","0","4243","-1","2","2","12634"
"CreateOrUpdate","2022/05/17 08:33:40.158510","Update","2022/05/17 13:44:59.804081","MTX06","小台06","000000","000000","000000.000000","16027.00","1","143.00","0.90","16027.00","2","16029.00","12","15921.00","37.00","16044.00","-17.00","15921.00","106.00","123.00","15884.00","15880.00","41.00","0","39328","20220517","17472.00","14296.00","0","4250","-1","2","2","18774"
"CreateOrUpdate","2022/05/17 08:33:40.168531","Update","2022/05/17 13:45:08.953078","2330","台積電","133000","000000","133000.000000","530.00","5100","10.00","1.92","530.00","69","531.00","360","521.00","1.00","533.00","-3.00","520.00","10.00","13.00","520.00","520.00","1.00","0","24442","20220517","572.00","468.00","5742","29548","0","0","2","21133"
"CreateOrUpdate","2022/05/17 08:33:40.169778","Update","2022/05/17 13:44:59.883061","UD06","道瓊06","134412","392000","134412.392000","32230.00","1","212.00","0.66","32235.00","1","32258.00","2","32220.00","202.00","32277.00","-47.00","32188.00","42.00","89.00","32018.00","32126.00","94.00","0","3505","20220517","34259.00","29777.00","2911","4281","1","2","2","476"
"CreateOrUpdate","2022/05/17 08:33:40.170508","Update","2022/05/17 13:45:00.004174","TX05","台指05","134500","020000","134500.020000","16075.00","1","153.00","0.96","16073.00","34","16075.00","3","15978.00","56.00","16096.00","-21.00","15963.00","112.00","133.00","15922.00","15919.00","59.00","0","132350","20220517","17514.00","14330.00","66901","4242","2","2","2","97948"
"CreateOrUpdate","2022/05/17 08:33:40.170508","Update","2022/05/17 13:44:59.905051","MTX05","小台05","134459","954000","134459.954000","16074.00","1","152.00","0.95","16074.00","1","16075.00","1","15970.00","48.00","16096.00","-22.00","15963.00","111.00","133.00","15922.00","15919.00","51.00","0","236853","20220517","17514.00","14330.00","134685","4249","3","2","2","165892"
"CreateOrUpdate","2022/05/17 08:33:40.160507","Update","2022/05/17 13:44:59.905051","TXO15900E2","台選05C","000000","000000","000000.000000","187.00","1","73.00","64.04","187.00","5","190.00","31","123.00","9.00","204.00","-17.00","108.00","79.00","96.00","114.00","88.00","35.00","0","21783","20220517","1700.00","0.10","0","6935","-1","3","2","14764"
