更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.696234","UN2312","那斯達克2312","000000","000000","000000.000000","14968.00","1","158.00","1.07","14966.00","1","14985.00","6","14796.00","-14.00","15010.00","-42.00","14796.00","172.00","214.00","14810.00","14747.00","49.00","0","2752","20231103","15846.00","13774.00","0","4826","-1","2","2","5463"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.696234","TX12","台指12","000000","000000","000000.000000","16501.00","1","109.00","0.66","16502.00","6","16508.00","5","16385.00","-7.00","16509.00","-8.00","16383.00","118.00","126.00","16392.00","16210.00","175.00","0","1048","20231103","18031.00","14753.00","0","4774","-1","2","2","2305"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.696234","MTX12","小台12","000000","000000","000000.000000","16504.00","1","112.00","0.68","16502.00","16","16507.00","2","16383.00","-9.00","16510.00","-6.00","16382.00","122.00","128.00","16392.00","16208.00","175.00","0","7011","20231103","18031.00","14753.00","0","4781","-1","2","2","13879"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.696234","UD12","道瓊12","000000","000000","000000.000000","33892.00","1","519.00","1.56","33891.00","1","33923.00","1","33368.00","-5.00","33927.00","-35.00","33359.00","533.00","568.00","33373.00","33422.00","-54.00","0","1401","20231103","35709.00","31037.00","0","4821","0","2","2","1424"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.696234","TX11","台指11","000000","000000","000000.000000","16505.00","1","116.00","0.71","16502.00","18","16505.00","5","16389.00","0.00","16510.00","-5.00","16381.00","124.00","129.00","16389.00","16203.00","186.00","0","50197","20231103","18027.00","14751.00","0","4773","1","2","2","136785"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.696234","MTX11","小台11","000000","000000","000000.000000","16504.00","1","115.00","0.70","16502.00","15","16505.00","10","16392.00","3.00","16510.00","-6.00","16381.00","123.00","129.00","16389.00","16203.00","189.00","0","96218","20231103","18027.00","14751.00","0","4780","2","2","2","233540"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.696234","TXO15500K3","台選11C","000000","000000","000000.000000","960.00","6","65.00","7.26","850.00","10","1170.00","10","945.00","50.00","960.00","0.00","945.00","15.00","15.00","895.00","700.00","245.00","0","14","20231103","2530.00","0.10","0","39","-1","3","2","1"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.703235","TXO15700K3","台選11C","000000","000000","000000.000000","790.00","1","85.00","12.06","655.00","10","830.00","1","790.00","85.00","790.00","0.00","790.00","0.00","0.00","705.00","498.00","292.00","0","1","20231103","2340.00","0.10","0","47","-1","3","2","97"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.701235","TXO15900K3","台選11C","000000","000000","000000.000000","615.00","1","90.00","17.14","480.00","13","660.00","11","515.00","-10.00","615.00","0.00","515.00","100.00","100.00","525.00","347.00","168.00","0","57","20231103","2160.00","0.10","0","55","-1","3","2","665"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.701235","TXO16100K3","台選11C","000000","000000","000000.000000","429.00","4","77.00","21.88","360.00","11","450.00","5","348.00","-4.00","431.00","-2.00","347.00","82.00","84.00","352.00","242.00","106.00","0","239","20231103","1990.00","0.10","0","63","-1","3","2","1241"
"m_SKQuoteLib_OnNotifyQuote","2023/11/03 05:13:18.700234","TXO16300K3","台選11C","000000","000000","000000.000000","284.00","1","71.00","33.33","267.00","11","284.00","1","212.00","-1.00","284.00","0.00","208.00","76.00","76.00","213.00","126.00","86.00","0","512","20231103","1850.00","0.10","0","71","-1","3","2","4822"
