更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","UN2212","那斯達克2212","000000","000000","000000.000000","12051.00","1","19.00","0.16","12003.00","4","12051.00","7","12032.00","0.00","12087.00","-36.00","11754.00","297.00","333.00","12032.00","12098.00","-66.00","0","2139","20221205","12874.00","11190.00","0","4469","-1","2","2","2888"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","TX01","台指01","000000","000000","000000.000000","14870.00","1","13.00","0.09","14864.00","1","14875.00","3","14865.00","8.00","14910.00","-40.00","14700.00","170.00","210.00","14857.00","14888.00","-23.00","0","552","20221205","16342.00","13372.00","0","4415","-1","2","2","1127"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","MTX01","小台01","000000","000000","000000.000000","14871.00","1","14.00","0.09","14865.00","2","14870.00","2","14859.00","2.00","14909.00","-38.00","14691.00","180.00","218.00","14857.00","14885.00","-26.00","0","6070","20221205","16342.00","13372.00","0","4422","-1","2","2","8541"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","UD12","道瓊12","000000","000000","000000.000000","34418.00","1","86.00","0.25","34385.00","8","34420.00","1","34383.00","51.00","34456.00","-38.00","33891.00","527.00","565.00","34332.00","34401.00","-18.00","0","2728","20221205","36735.00","31929.00","0","4464","-1","2","2","2351"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","TX12","台指12","000000","000000","000000.000000","14898.00","1","14.00","0.09","14891.00","1","14899.00","3","14882.00","-2.00","14936.00","-38.00","14717.00","181.00","219.00","14884.00","14911.00","-29.00","0","61378","20221205","16372.00","13396.00","0","4414","-1","2","2","128627"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","MTX12","小台12","000000","000000","000000.000000","14890.00","1","6.00","0.04","14890.00","6","14894.00","1","14879.00","-5.00","14936.00","-46.00","14716.00","174.00","220.00","14884.00","14914.00","-35.00","0","138459","20221205","16372.00","13396.00","0","4421","-1","2","2","260417"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","TXO13900L2","台選12C","000000","000000","000000.000000","1030.00","1","10.00","0.98","1010.00","3","1040.00","3","1040.00","20.00","1040.00","-10.00","870.00","160.00","170.00","1020.00","1040.00","0.00","0","27","20221205","2510.00","0.10","0","65","-1","3","2","5"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","TXO14100L2","台選12C","000000","000000","000000.000000","850.00","3","15.00","1.80","835.00","3","850.00","3","800.00","-35.00","850.00","0.00","705.00","145.00","145.00","835.00","845.00","-45.00","0","10","20221205","2330.00","0.10","0","69","-1","3","2","14"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","TXO14300L2","台選12C","000000","000000","000000.000000","690.00","2","20.00","2.99","660.00","3","680.00","3","675.00","5.00","700.00","-10.00","540.00","150.00","160.00","670.00","695.00","-20.00","0","158","20221205","2160.00","0.10","0","73","-1","3","2","54"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","TXO14500L2","台選12C","000000","000000","000000.000000","505.00","1","-5.00","-0.98","476.00","1","540.00","2","520.00","10.00","540.00","-35.00","413.00","92.00","127.00","510.00","540.00","-20.00","0","140","20221205","2000.00","0.10","0","77","-1","3","2","378"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","TXO14700L2","台選12C","000000","000000","000000.000000","380.00","3","15.00","4.11","318.00","1","400.00","2","372.00","7.00","390.00","-10.00","289.00","91.00","101.00","365.00","385.00","-13.00","0","267","20221205","1860.00","0.10","0","81","-1","3","2","368"
"m_SKQuoteLib_OnNotifyQuote","2022/12/03 09:32:41.193504","TXO14900L2","台選12C","000000","000000","000000.000000","253.00","4","-2.00","-0.78","252.00","3","278.00","3","254.00","-1.00","276.00","-23.00","176.00","77.00","100.00","255.00","282.00","-28.00","0","738","20221205","1750.00","0.10","0","85","-1","3","2","1052"
