建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdateQuote","2022/05/13 08:33:53.374832","UpdateQuote","2022/05/13 13:33:15.826455","TSEA","加權指","000000","000000","000000.000000","15832.54","15592","215.86","1.38","0.00","0","0.00","0","15687.15","70.47","15860.69","-28.15","15687.15","145.39","173.54","15616.68","15616.68","70.47","0","225045","20220513","17178.35","14055.01","0","30355","-1","0","2","259168"
"CreateOrUpdateQuote","2022/05/13 08:33:53.376816","UpdateQuote","2022/05/13 13:44:59.997644","0050","元大台灣50","000000","000000","000000.000000","122.35","214","1.10","0.91","122.35","18","122.40","97","122.10","0.85","122.35","0.00","121.55","0.80","0.80","121.25","121.25","0.85","0","6953","20220513","133.35","109.15","0","0","-1","0","2","11824"
"CreateOrUpdateQuote","2022/05/13 08:33:53.378808","UpdateQuote","2022/05/13 13:45:00.199428","00632R","元大台灣50反1","000000","000000","000000.000000","5.75","4942","-0.08","-1.37","5.75","24572","5.76","3276","5.76","-0.07","5.79","-0.04","5.75","0.00","0.04","5.83","5.83","-0.07","0","188390","20220513","6.41","5.25","0","17","-1","0","2","208841"
"CreateOrUpdateQuote","2022/05/13 08:33:53.378808","UpdateQuote","2022/05/13 13:44:37.652437","UN2206","那斯達克2206","000000","000000","000000.000000","12129.00","1","196.00","1.64","12114.00","1","12134.00","1","12051.00","118.00","12145.00","-16.00","12048.00","81.00","97.00","11933.00","11852.00","199.00","0","8767","20220513","12768.00","11098.00","0","4286","-1","2","2","1383"
"CreateOrUpdateQuote","2022/05/13 08:33:53.380826","UpdateQuote","2022/05/13 13:44:59.906474","TX06","台指06","000000","000000","000000.000000","15810.00","1","219.00","1.40","15810.00","5","15813.00","20","15738.00","147.00","15813.00","-3.00","15705.00","105.00","108.00","15591.00","15645.00","93.00","0","7261","20220513","17150.00","14032.00","0","4243","-1","2","2","3203"
"CreateOrUpdateQuote","2022/05/13 08:33:53.382820","UpdateQuote","2022/05/13 13:44:59.782678","MTX06","小台06","000000","000000","000000.000000","15810.00","1","219.00","1.40","15809.00","3","15810.00","3","15713.00","122.00","15813.00","-3.00","15705.00","105.00","108.00","15591.00","15644.00","69.00","0","26008","20220513","17150.00","14032.00","0","4250","-1","2","2","12389"
"CreateOrUpdateQuote","2022/05/13 08:33:53.394090","UpdateQuote","2022/05/13 13:45:08.829460","2330","台積電","133000","000000","133000.000000","511.00","4760","6.00","1.19","511.00","401","512.00","21","507.00","2.00","514.00","-3.00","506.00","5.00","8.00","505.00","505.00","2.00","0","28987","20220513","555.00","454.50","6909","29510","0","0","2","32304"
"CreateOrUpdateQuote","2022/05/13 08:33:53.394825","UpdateQuote","2022/05/13 13:44:15.027786","UD06","道瓊06","134415","118000","134415.118000","31928.00","1","278.00","0.88","31916.00","1","31930.00","1","31781.00","131.00","31957.00","-29.00","31780.00","148.00","177.00","31650.00","31535.00","246.00","0","7236","20220513","33865.00","29435.00","6237","4281","1","2","2","682"
"CreateOrUpdateQuote","2022/05/13 08:33:53.394825","UpdateQuote","2022/05/13 13:44:59.944439","TX05","台指05","134459","919000","134459.919000","15851.00","1","221.00","1.41","15851.00","2","15852.00","19","15777.00","147.00","15854.00","-3.00","15743.00","108.00","111.00","15630.00","15683.00","94.00","0","203927","20220513","17193.00","14067.00","100549","4242","2","2","2","117996"
"CreateOrUpdateQuote","2022/05/13 08:33:53.395785","UpdateQuote","2022/05/13 13:44:59.794597","MTX05","小台05","134459","766000","134459.766000","15850.00","1","220.00","1.41","15849.00","3","15850.00","1","15780.00","150.00","15855.00","-5.00","15742.00","108.00","113.00","15630.00","15681.00","99.00","0","382261","20220513","17193.00","14067.00","217410","4249","3","2","2","202526"
