建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/25 08:39:14.995706","UpdateQuote","2022/04/25 13:44:59.843162","TXO16700Q2","台選05P","000000","000000","000000.000000","395.00","1","202.00","104.66","378.00","10","395.00","97","330.00","137.00","436.00","-41.00","301.00","94.00","135.00","193.00","0.00","0.00","0","2344","20220425","1890.00","0.10","6228","-1","3","2","1028"
"CreateQuote","2022/04/25 08:39:14.995706","UpdateQuote","2022/04/25 13:44:55.118815","TXO16700E2","台選05C","000000","000000","000000.000000","254.00","1","-231.00","-47.63","253.00","1","259.00","1","308.00","-177.00","327.00","-73.00","230.00","24.00","97.00","485.00","0.00","0.00","0","2090","20220425","2180.00","0.10","6229","-1","3","2","229"
"CreateQuote","2022/04/25 08:39:14.995706","UpdateQuote","2022/04/25 13:44:55.101161","TXO16800Q2","台選05P","000000","000000","000000.000000","438.00","3","220.00","100.92","423.00","16","466.00","1","336.00","118.00","488.00","-50.00","336.00","102.00","152.00","218.00","0.00","0.00","0","2400","20220425","1920.00","0.10","6230","-1","3","2","1335"
"CreateQuote","2022/04/25 08:39:14.996706","UpdateQuote","2022/04/25 13:44:55.117807","TXO16800E2","台選05C","000000","000000","000000.000000","203.00","7","-207.00","-50.49","193.00","3","208.00","1","240.00","-170.00","273.00","-70.00","181.00","22.00","92.00","410.00","0.00","0.00","0","2613","20220425","2110.00","0.10","6231","-1","3","2","303"
"CreateQuote","2022/04/25 08:39:14.996706","UpdateQuote","2022/04/25 13:44:55.100030","TXO16900Q2","台選05P","000000","000000","000000.000000","490.00","1","238.00","94.44","478.00","15","496.00","15","414.00","162.00","545.00","-55.00","394.00","96.00","151.00","252.00","0.00","0.00","0","1496","20220425","1950.00","0.10","6232","-1","3","2","2239"
"CreateQuote","2022/04/25 08:39:14.997706","UpdateQuote","2022/04/25 13:44:50.100985","TXO16900E2","台選05C","000000","000000","000000.000000","160.00","31","-186.00","-53.76","158.00","1","161.00","1","202.00","-144.00","220.00","-60.00","140.00","20.00","80.00","346.00","0.00","0.00","0","3137","20220425","2040.00","0.10","6233","-1","3","2","687"
"CreateQuote","2022/04/25 08:39:14.997706","UpdateQuote","2022/04/25 13:45:09.428410","2330","台積電","133000","000000","133000.000000","547.00","6069","-11.00","-1.97","547.00","1087","548.00","87","550.00","-8.00","552.00","-5.00","546.00","1.00","6.00","558.00","558.00","-8.00","0","43116","20220425","613.00","503.00","29555","0","0","2","29209"
"CreateQuote","2022/04/25 08:39:14.997706","UpdateQuote","2022/04/25 13:44:56.129128","UD06","道瓊06","134455","992000","134455.992000","33512.00","1","-1156.00","-3.33","33511.00","20","33550.00","1","33623.00","-1045.00","33641.00","-129.00","33450.00","62.00","191.00","34668.00","33605.00","18.00","0","4298","20220425","37094.00","32242.00","4211","1","2","2","636"
"CreateQuote","2022/04/25 08:39:14.998706","UpdateQuote","2022/04/25 13:44:59.983692","TX05","台指05","134459","860000","134459.860000","16572.00","1","-420.00","-2.47","16572.00","20","16573.00","4","16686.00","-306.00","16734.00","-162.00","16508.00","64.00","226.00","16992.00","16686.00","0.00","0","194369","20220425","18691.00","15293.00","4170","2","2","2","96333"
"CreateQuote","2022/04/25 08:39:14.999293","UpdateQuote","2022/04/25 13:45:00.028744","MTX05","小台05","134459","897000","134459.897000","16571.00","1","-421.00","-2.48","16570.00","1","16571.00","21","16686.00","-306.00","16734.00","-163.00","16507.00","64.00","227.00","16992.00","16682.00","4.00","0","348429","20220425","18691.00","15293.00","4177","3","2","2","156790"
