建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/25 08:39:14.990704","UpdateQuote","2022/04/25 13:33:15.917679","TSEA","加權指","000000","000000","000000.000000","16620.90","21497","-404.19","-2.37","0.00","0","0.00","0","16912.30","-112.79","16912.30","-291.40","16579.89","41.01","332.41","17025.09","17025.09","-112.79","0","301695","20220425","18727.60","15322.58","30399","-1","0","2","268794"
"CreateQuote","2022/04/25 08:39:14.991705","UpdateQuote","2022/04/25 13:45:00.628427","0050","元大台灣50","000000","000000","000000.000000","129.25","528","-2.35","-1.79","129.20","44","129.25","269","130.00","-1.60","130.05","-0.80","128.65","0.60","1.40","131.60","131.60","-1.60","0","32046","20220425","144.75","118.45","0","-1","0","2","11190"
"CreateQuote","2022/04/25 08:39:14.991705","UpdateQuote","2022/04/25 13:45:00.828294","00632R","元大台灣50反1","000000","000000","000000.000000","5.52","10275","0.14","2.60","5.51","19410","5.52","6614","5.48","0.10","5.53","-0.01","5.46","0.06","0.07","5.38","5.38","0.10","0","302464","20220425","5.91","4.85","17","-1","0","2","137542"
"CreateQuote","2022/04/25 08:39:14.992705","UpdateQuote","2022/04/25 13:44:33.353892","UN2206","那斯達克2206","000000","000000","000000.000000","13274.00","1","-464.00","-3.38","13263.00","1","13271.00","1","13307.00","-431.00","13327.00","-53.00","13236.00","38.00","91.00","13738.00","13307.00","0.00","0","4868","20220425","14699.00","12777.00","4216","-1","2","2","865"
"CreateQuote","2022/04/25 08:39:14.992705","UpdateQuote","2022/04/25 13:44:59.986906","TX06","台指06","000000","000000","000000.000000","16537.00","1","-417.00","-2.46","16537.00","20","16540.00","4","16650.00","-304.00","16697.00","-160.00","16477.00","60.00","220.00","16954.00","16654.00","-4.00","0","1485","20220425","18649.00","15259.00","4171","-1","2","2","542"
"CreateQuote","2022/04/25 08:39:14.993705","UpdateQuote","2022/04/25 13:44:59.986076","MTX06","小台06","000000","000000","000000.000000","16535.00","1","-419.00","-2.47","16534.00","1","16538.00","21","16636.00","-318.00","16699.00","-164.00","16475.00","60.00","224.00","16954.00","16651.00","-15.00","0","9595","20220425","18649.00","15259.00","4178","-1","2","2","3780"
"CreateQuote","2022/04/25 08:39:14.993705","UpdateQuote","2022/04/25 13:44:57.886418","TXO16500Q2","台選05P","000000","000000","000000.000000","307.00","2","162.00","111.72","292.00","1","305.00","100","230.00","85.00","348.00","-41.00","230.00","77.00","118.00","145.00","0.00","0.00","0","4161","20220425","1840.00","0.10","6224","-1","3","2","1919"
"CreateQuote","2022/04/25 08:39:14.994705","UpdateQuote","2022/04/25 13:44:55.118815","TXO16500E2","台選05C","000000","000000","000000.000000","369.00","1","-261.00","-41.43","369.00","1","378.00","19","520.00","-110.00","520.00","-151.00","340.00","29.00","180.00","630.00","0.00","0.00","0","1236","20220425","2330.00","0.10","6225","-1","3","2","192"
"CreateQuote","2022/04/25 08:39:14.994705","UpdateQuote","2022/04/25 13:44:56.469080","TXO16600Q2","台選05P","000000","000000","000000.000000","340.00","1","174.00","104.82","335.00","1","340.00","4","261.00","95.00","390.00","-50.00","236.00","104.00","154.00","166.00","0.00","0.00","0","3765","20220425","1860.00","0.10","6226","-1","3","2","1007"
"CreateQuote","2022/04/25 08:39:14.994705","UpdateQuote","2022/04/25 13:44:55.120808","TXO16600E2","台選05C","000000","000000","000000.000000","310.00","1","-250.00","-44.64","308.00","1","317.00","20","350.00","-210.00","394.00","-84.00","283.00","27.00","111.00","560.00","0.00","0.00","0","1349","20220425","2260.00","0.10","6227","-1","3","2","69"
