建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/20 15:32:59.057213","UpdateQuote","2022/04/20 15:32:59.087216","TSEA","加權指","000000","000000","000000.000000","17148.88","711","155.48","0.91","0.00","0","0.00","0","17057.13","63.73","17148.88","0.00","16983.55","165.33","165.33","16993.40","16993.40","63.73","0","293897","20220420","18692.74","15294.06","30450","-1","0","2","227160"
"CreateQuote","2022/04/20 15:32:59.058214","UpdateQuote","2022/04/20 15:32:59.085210","0050","元大台灣50","000000","000000","000000.000000","132.65","9","0.65","0.49","132.60","55","132.65","53","132.20","0.20","132.70","-0.05","131.65","1.00","1.05","132.00","132.00","0.20","0","6750","20220420","145.20","118.80","0","-1","0","2","9049"
"CreateQuote","2022/04/20 15:32:59.058875","UpdateQuote","2022/04/20 15:32:59.085210","00632R","元大台灣50反1","000000","000000","000000.000000","5.36","165","-0.02","-0.37","5.35","26477","5.36","10172","5.36","-0.02","5.40","-0.04","5.35","0.01","0.05","5.38","5.38","-0.02","0","122829","20220420","5.91","4.85","17","-1","0","2","110543"
"CreateQuote","2022/04/20 15:32:59.059879","UpdateQuote","2022/04/21 04:56:17.364150","UN2206","那斯達克2206","000000","000000","000000.000000","14033.00","1","-73.00","-0.52","14046.00","1","14061.00","1","14082.00","-24.00","14296.00","-263.00","13970.00","63.00","326.00","14106.00","14107.00","-25.00","0","4541","20220421","14955.00","12999.00","4216","-1","2","2","4505"
"CreateQuote","2022/04/20 15:32:59.060210","UpdateQuote","2022/04/21 04:59:57.111266","TX06","台指06","000000","000000","000000.000000","17095.00","1","61.00","0.36","17108.00","1","17112.00","8","17020.00","-14.00","17137.00","-42.00","17020.00","75.00","117.00","17034.00","17035.00","-15.00","0","433","20220421","18628.00","15242.00","4172","-1","2","2","383"
"CreateQuote","2022/04/20 15:32:59.060210","UpdateQuote","2022/04/21 04:59:57.361206","MTX06","小台06","000000","000000","000000.000000","17107.00","1","73.00","0.43","17106.00","2","17108.00","1","17024.00","-10.00","17136.00","-29.00","17016.00","91.00","120.00","17034.00","17034.00","-10.00","0","3321","20220421","18628.00","15242.00","4179","-1","2","2","2778"
"CreateQuote","2022/04/20 15:32:59.061205","UpdateQuote","2022/04/20 15:32:59.085210","2330","台積電","000000","000000","000000.000000","570.00","28","5.00","0.88","569.00","1","570.00","160","570.00","5.00","570.00","0.00","562.00","8.00","8.00","565.00","565.00","5.00","0","27566","20220420","621.00","509.00","29607","-1","0","2","16564"
"CreateQuote","2022/04/20 15:32:59.061205","UpdateQuote","2022/04/21 04:59:47.501417","UD06","道瓊06","045948","251000","045948.251000","35131.00","1","339.00","0.97","35130.00","1","35158.00","1","34761.00","-31.00","35229.00","-98.00","34737.00","394.00","492.00","34792.00","34792.00","-31.00","0","4114","20220421","36808.00","31992.00","4211","0","2","2","7941"
"CreateQuote","2022/04/20 15:32:59.061205","UpdateQuote","2022/04/21 04:59:58.251326","TX05","台指05","045958","969000","045958.969000","17150.00","1","78.00","0.46","17149.00","1","17150.00","17","17057.00","-15.00","17177.00","-27.00","17053.00","97.00","124.00","17072.00","17071.00","-14.00","0","49844","20220421","18670.00","15276.00","4171","1","2","2","66387"
"CreateQuote","2022/04/20 15:32:59.062219","UpdateQuote","2022/04/21 04:59:58.401355","MTX05","小台05","045959","113000","045959.113000","17148.00","1","76.00","0.45","17147.00","2","17149.00","12","17060.00","-12.00","17176.00","-28.00","17050.00","98.00","126.00","17072.00","17072.00","-12.00","0","101470","20220421","18670.00","15276.00","4178","2","2","2","89989"
