建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/30 08:35:24.076710","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:33:14.192836","TSEA","加權指","000000","000000","000000.000000","16610.62","17175","344.40","2.12","0.00","0","0.00","0","16368.93","102.71","16610.62","0.00","16368.93","241.69","241.69","16266.22","16266.22","102.71","0","256035","20220530","17892.84","14639.60","0","30482","-1","0","2","220146"
"CreateOrUpdate","2022/05/30 08:35:24.078710","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:44:59.443936","0050","元大台灣50","000000","000000","000000.000000","128.55","419","3.05","2.43","128.50","3","128.55","122","127.25","1.75","128.60","-0.05","127.05","1.50","1.55","125.50","125.50","1.75","0","14484","20220530","138.05","112.95","0","0","-1","0","2","11688"
"CreateOrUpdate","2022/05/30 08:35:24.078710","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:44:59.443936","00632R","元大台灣50反1","000000","000000","000000.000000","5.48","5680","-0.11","-1.97","5.48","435","5.49","19475","5.52","-0.07","5.53","-0.05","5.47","0.01","0.06","5.59","5.59","-0.07","0","255429","20220530","6.14","5.04","0","16","-1","0","2","182535"
"CreateOrUpdate","2022/05/30 08:35:24.079710","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:44:39.708282","UN2206","那斯達克2206","000000","000000","000000.000000","12841.00","2","584.00","4.76","12837.00","1","12849.00","1","12749.00","492.00","12850.00","-9.00","12743.00","98.00","107.00","12257.00","12720.00","29.00","0","5293","20220530","13114.00","11400.00","0","4289","-1","2","2","576"
"CreateOrUpdate","2022/05/30 08:35:24.080710","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:44:59.435877","TX07","台指07","000000","000000","000000.000000","16164.00","1","321.00","2.03","16167.00","4","16172.00","11","16010.00","167.00","16192.00","-28.00","16010.00","154.00","182.00","15843.00","15991.00","19.00","0","1607","20220530","17427.00","14259.00","0","4244","-1","2","2","556"
"CreateOrUpdate","2022/05/30 08:35:24.080710","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:44:59.435877","MTX07","小台07","000000","000000","000000.000000","16172.00","1","329.00","2.08","16169.00","2","16172.00","1","16022.00","179.00","16195.00","-23.00","16003.00","169.00","192.00","15843.00","15992.00","30.00","0","9950","20220530","17427.00","14259.00","0","4251","-1","2","2","3698"
"CreateOrUpdate","2022/05/30 08:35:24.085711","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:45:07.937467","2330","台積電","133000","000000","133000.000000","547.00","4673","17.00","3.21","546.00","43","547.00","1309","538.00","8.00","547.00","0.00","537.00","10.00","10.00","530.00","530.00","8.00","0","34330","20220530","583.00","477.00","10405","29636","0","0","2","27837"
"CreateOrUpdate","2022/05/30 08:35:24.085711","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:44:57.442172","UD06","道瓊06","134440","195000","134440.195000","33228.00","1","688.00","2.11","33228.00","2","33266.00","1","33201.00","661.00","33267.00","-39.00","33199.00","29.00","68.00","32540.00","33220.00","-19.00","0","2441","20220530","34817.00","30263.00","1996","4284","1","2","2","229"
"CreateOrUpdate","2022/05/30 08:35:24.086712","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:44:59.435877","TX06","台指06","134459","616000","134459.616000","16560.00","1","331.00","2.04","16558.00","5","16560.00","13","16400.00","171.00","16584.00","-24.00","16391.00","169.00","193.00","16229.00","16378.00","22.00","0","134742","20220530","17851.00","14607.00","66223","4243","2","2","2","83336"
"CreateOrUpdate","2022/05/30 08:35:24.086712","m_SKQuoteLib_OnNotifyQuote","2022/05/30 13:44:59.435877","MTX06","小台06","134459","944000","134459.944000","16560.00","2","331.00","2.04","16559.00","5","16560.00","1","16408.00","179.00","16583.00","-23.00","16391.00","169.00","192.00","16229.00","16379.00","29.00","0","247368","20220530","17851.00","14607.00","136022","4250","3","2","2","139966"
