建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/20 08:35:39.334078","Update","2022/05/20 13:33:15.547587","TSEA","加權指","000000","000000","000000.000000","16144.85","17293","124.53","0.78","0.00","0","0.00","0","16061.92","41.60","16181.66","-36.81","16058.20","86.65","123.46","16020.32","16020.32","41.60","0","197899","20220520","17622.35","14418.29","0","30442","-1","0","2","231182"
"CreateOrUpdate","2022/05/20 08:35:39.349699","Update","2022/05/20 13:45:00.672882","0050","元大台灣50","000000","000000","000000.000000","124.65","125","1.35","1.09","124.65","9","124.70","12","123.75","0.45","124.95","-0.30","123.65","1.00","1.30","123.30","123.30","0.45","0","3634","20220520","135.60","111.00","0","0","-1","0","2","7193"
"CreateOrUpdate","2022/05/20 08:35:39.349699","Update","2022/05/20 13:45:00.876019","00632R","元大台灣50反1","000000","000000","000000.000000","5.64","3722","-0.06","-1.05","5.64","5808","5.65","15901","5.67","-0.03","5.68","-0.04","5.63","0.01","0.05","5.70","5.70","-0.03","0","172394","20220520","6.27","5.13","0","17","-1","0","2","184820"
"CreateOrUpdate","2022/05/20 08:35:39.349699","Update","2022/05/20 13:44:55.719744","UN2206","那斯達克2206","000000","000000","000000.000000","12011.00","2","116.00","0.98","12004.00","1","12019.00","2","11974.00","79.00","12019.00","-8.00","11950.00","61.00","69.00","11895.00","11904.00","70.00","0","8155","20220520","12727.00","11063.00","0","47","-1","2","2","1032"
"CreateOrUpdate","2022/05/20 08:35:39.349699","Update","2022/05/20 13:44:59.313496","TX07","台指07","000000","000000","000000.000000","15789.00","1","192.00","1.23","15785.00","1","15789.00","2","15729.00","132.00","15790.00","-1.00","15672.00","117.00","118.00","15597.00","15651.00","78.00","0","1288","20220520","17156.00","14038.00","0","2","-1","2","2","696"
"CreateOrUpdate","2022/05/20 08:35:39.349699","Update","2022/05/20 13:45:00.047870","MTX07","小台07","000000","000000","000000.000000","15786.00","1","189.00","1.21","15783.00","1","15788.00","3","15732.00","135.00","15791.00","-5.00","15671.00","115.00","120.00","15597.00","15648.00","84.00","0","8553","20220520","17156.00","14038.00","0","9","-1","2","2","4133"
"CreateOrUpdate","2022/05/20 08:35:39.365322","Update","2022/05/20 13:45:09.469766","2330","台積電","133000","000000","133000.000000","530.00","3908","8.00","1.53","529.00","15","530.00","214","524.00","2.00","532.00","-2.00","523.00","7.00","9.00","522.00","522.00","2.00","0","22581","20220520","574.00","470.00","5435","29596","0","0","2","28915"
"CreateOrUpdate","2022/05/20 08:35:39.365322","Update","2022/05/20 13:44:30.688458","UD06","道瓊06","134430","673000","134430.673000","31413.00","1","8.00","0.03","31401.00","1","31427.00","1","31324.00","-81.00","31427.00","-14.00","31307.00","106.00","120.00","31405.00","31215.00","109.00","0","6355","20220520","33603.00","29207.00","4771","42","1","2","2","687"
"CreateOrUpdate","2022/05/20 08:35:39.365322","Update","2022/05/20 13:45:00.079122","TX06","台指06","134459","960000","134459.960000","16135.00","2","224.00","1.41","16135.00","4","16136.00","10","16069.00","158.00","16145.00","-10.00","16013.00","122.00","132.00","15911.00","15999.00","70.00","0","201257","20220520","17502.00","14320.00","99453","1","2","2","2","109113"
"CreateOrUpdate","2022/05/20 08:35:39.365322","Update","2022/05/20 13:45:00.079122","MTX06","小台06","134459","993000","134459.993000","16135.00","1","224.00","1.41","16134.00","3","16138.00","3","16055.00","144.00","16145.00","-10.00","16013.00","122.00","132.00","15911.00","16001.00","54.00","0","388461","20220520","17502.00","14320.00","222085","8","3","2","2","186569"
"CreateOrUpdate","2022/05/20 08:35:39.349699","Update","2022/05/20 13:45:00.125996","TXO15900F2","台選06C","000000","000000","000000.000000","465.00","3","120.00","34.78","461.00","1","630.00","5","380.00","35.00","465.00","0.00","380.00","85.00","85.00","345.00","380.00","0.00","0","935","20220520","1940.00","0.10","0","6330","-1","3","2","1566"
