建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/13 14:55:21.960750","UpdateQuote","2022/04/13 14:55:21.993754","TSEA","加權指","000000","000000","000000.000000","17301.65","603","310.74","1.83","0.00","0","0.00","0","17080.40","89.49","17333.21","-31.56","17080.40","221.25","252.81","16990.91","16990.91","89.49","0","261561","20220413","18690.00","15291.82","30168","-1","0","2","274703"
"CreateQuote","2022/04/13 14:55:21.961746","UpdateQuote","2022/04/13 14:55:22.007757","0050","元大台灣50","000000","000000","000000.000000","135.05","35","2.50","1.89","135.00","41","135.05","32","133.40","0.85","135.20","-0.15","133.20","1.85","2.00","132.55","132.55","0.85","0","7023","20220413","145.80","119.30","0","-1","0","2","14176"
"CreateQuote","2022/04/13 14:55:21.961746","UpdateQuote","2022/04/13 14:55:22.000755","00632R","元大台灣50反1","000000","000000","000000.000000","5.30","201","-0.09","-1.67","5.30","16935","5.31","11416","5.36","-0.03","5.36","-0.06","5.30","0.00","0.06","5.39","5.39","-0.03","0","225117","20220413","5.92","4.86","17","-1","0","2","198254"
"CreateQuote","2022/04/13 14:55:21.961746","UpdateQuote","2022/04/14 04:59:57.364821","TX06","台指06","000000","000000","000000.000000","17245.00","1","14.00","0.08","17245.00","3","17251.00","1","17204.00","-27.00","17260.00","-15.00","17175.00","70.00","85.00","17231.00","17231.00","-27.00","0","61","20220414","18629.00","15243.00","4172","-1","2","2","208"
"CreateQuote","2022/04/13 14:55:21.962747","UpdateQuote","2022/04/14 04:59:58.778929","MTX06","小台06","000000","000000","000000.000000","17251.00","1","20.00","0.12","17246.00","1","17251.00","4","17211.00","-20.00","17261.00","-10.00","17172.00","79.00","89.00","17231.00","17237.00","-26.00","0","682","20220414","18629.00","15243.00","4179","-1","2","2","2431"
"CreateQuote","2022/04/13 14:55:21.962747","UpdateQuote","2022/04/13 14:55:22.007757","2330","台積電","000000","000000","000000.000000","573.00","26","16.00","2.87","573.00","82","574.00","12","564.00","7.00","576.00","-3.00","563.00","10.00","13.00","557.00","557.00","7.00","0","35793","20220413","612.00","502.00","29324","-1","0","2","30557"
"CreateQuote","2022/04/13 14:55:21.963747","UpdateQuote","2022/04/14 04:59:18.113536","UD06","道瓊06","045859","325000","045859.325000","34442.00","3","111.00","0.32","34441.00","2","34454.00","3","34320.00","-11.00","34505.00","-63.00","34065.00","377.00","440.00","34331.00","34332.00","-12.00","0","1695","20220414","36481.00","31709.00","4211","0","2","2","277"
"CreateQuote","2022/04/13 14:55:21.963747","UpdateQuote","2022/04/14 04:57:52.365404","UN2206","那斯達克2206","045503","058000","045503.058000","14210.00","1","119.00","0.84","14207.00","5","14215.00","1","14065.00","-26.00","14268.00","-58.00","13930.00","280.00","338.00","14091.00","14089.00","-24.00","0","4207","20220414","14935.00","12981.00","4216","1","2","2","913"
"CreateQuote","2022/04/13 14:55:21.963747","UpdateQuote","2022/04/14 04:59:57.364512","TX05","台指05","045937","620000","045937.620000","17289.00","1","12.00","0.07","17286.00","3","17291.00","1","17258.00","-19.00","17303.00","-14.00","17210.00","79.00","93.00","17277.00","17278.00","-20.00","0","1395","20220414","18665.00","15273.00","4171","2","2","2","2849"
"CreateQuote","2022/04/13 14:55:21.964747","UpdateQuote","2022/04/14 04:59:57.487928","MTX05","小台05","045954","500000","045954.500000","17289.00","1","12.00","0.07","17289.00","1","17292.00","7","17259.00","-18.00","17303.00","-14.00","17210.00","79.00","93.00","17277.00","17276.00","-17.00","0","6068","20220414","18665.00","15273.00","4178","3","2","2","17732"
