建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/26 14:53:29.329860","Update","2022/05/26 14:53:29.399336","TSEA","加權指","000000","000000","000000.000000","15968.83","469","-135.20","-0.84","0.00","0","0.00","0","16128.21","24.18","16179.01","-210.18","15949.61","19.22","229.40","16104.03","16104.03","24.18","0","221773","20220526","17714.43","14493.63","0","30642","-1","0","2","213473"
"CreateOrUpdate","2022/05/26 14:53:29.331966","Update","2022/05/26 14:53:29.398346","0050","元大台灣50","000000","000000","000000.000000","122.90","32","-1.55","-1.25","122.85","51","122.90","13","125.00","0.55","125.00","-2.10","122.85","0.05","2.15","124.45","124.45","0.55","0","5771","20220526","136.85","112.05","0","0","-1","0","2","2545"
"CreateOrUpdate","2022/05/26 14:53:29.331966","Update","2022/05/26 14:53:29.398346","00632R","元大台灣50反1","000000","000000","000000.000000","5.71","398","0.05","0.88","5.70","1703","5.71","23961","5.63","-0.03","5.71","0.00","5.62","0.09","0.09","5.66","5.66","-0.03","0","113388","20220526","6.22","5.10","0","17","-1","0","2","157459"
"CreateOrUpdate","2022/05/26 14:53:29.332925","Update","2022/05/27 04:59:52.859362","UN2206","那斯達克2206","000000","000000","000000.000000","12267.00","2","386.00","3.25","12260.00","2","12295.00","2","11881.00","0.00","12344.00","-77.00","11870.00","397.00","474.00","11881.00","11881.00","0.00","0","5254","20220527","12686.00","11028.00","0","47","-1","2","2","6775"
"CreateOrUpdate","2022/05/26 14:53:29.334053","Update","2022/05/27 04:59:58.361270","TX07","台指07","000000","000000","000000.000000","15747.00","1","180.00","1.16","15751.00","1","15755.00","2","15578.00","11.00","15763.00","-16.00","15572.00","175.00","191.00","15567.00","15567.00","11.00","0","422","20220527","17243.00","14109.00","0","2","-1","2","2","1252"
"CreateOrUpdate","2022/05/26 14:53:29.334053","Update","2022/05/27 04:59:42.984809","MTX07","小台07","000000","000000","000000.000000","15746.00","1","179.00","1.15","15748.00","1","15749.00","2","15567.00","0.00","15762.00","-16.00","15567.00","179.00","195.00","15567.00","15570.00","-3.00","0","3515","20220527","17243.00","14109.00","0","9","-1","2","2","9151"
"CreateOrUpdate","2022/05/26 14:53:29.340333","Update","2022/05/26 14:53:29.399336","2330","台積電","000000","000000","000000.000000","514.00","54","-10.00","-1.91","514.00","626","515.00","88","523.00","-1.00","525.00","-11.00","513.00","1.00","12.00","524.00","524.00","-1.00","0","28275","20220526","576.00","472.00","0","29796","-1","0","2","22151"
"CreateOrUpdate","2022/05/26 14:53:29.341334","Update","2022/05/27 04:59:22.738797","UD06","道瓊06","045923","533000","045923.533000","32547.00","1","501.00","1.56","32538.00","1","32572.00","1","32057.00","11.00","32731.00","-184.00","32050.00","497.00","681.00","32046.00","32043.00","14.00","0","3041","20220527","34207.00","29733.00","2201","42","0","2","2","4281"
"CreateOrUpdate","2022/05/26 14:53:29.341334","Update","2022/05/27 04:59:58.360226","TX06","台指06","045957","787000","045957.787000","16140.00","1","190.00","1.19","16139.00","1","16140.00","7","15950.00","0.00","16152.00","-12.00","15944.00","196.00","208.00","15950.00","15950.00","0.00","0","69363","20220527","17667.00","14455.00","34432","1","1","2","2","195447"
"CreateOrUpdate","2022/05/26 14:53:29.341334","Update","2022/05/27 04:59:59.137196","MTX06","小台06","045959","937000","045959.937000","16138.00","1","188.00","1.18","16137.00","3","16138.00","4","15952.00","2.00","16152.00","-14.00","15944.00","194.00","208.00","15950.00","15947.00","5.00","0","154760","20220527","17667.00","14455.00","87094","8","2","2","2","398087"
