建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/21 08:33:25.385909","UpdateQuote","2022/04/21 13:33:25.158425","TSEA","加權指","000000","000000","000000.000000","17127.95","24192","-20.93","-0.12","0.00","0","0.00","0","17159.88","11.00","17213.66","-85.71","17106.37","21.58","107.29","17148.88","17148.88","11.00","0","243671","20220421","18863.77","15433.99","30544","-1","0","2","293897"
"CreateQuote","2022/04/21 08:33:25.386909","UpdateQuote","2022/04/21 13:45:00.050859","0050","元大台灣50","000000","000000","000000.000000","132.75","78","0.10","0.08","132.70","92","132.75","37","133.25","0.60","133.60","-0.85","132.65","0.10","0.95","132.65","132.65","0.60","0","3950","20220421","145.90","119.40","0","-1","0","2","6750"
"CreateQuote","2022/04/21 08:33:25.386909","UpdateQuote","2022/04/21 13:45:00.200492","00632R","元大台灣50反1","000000","000000","000000.000000","5.34","1063","-0.02","-0.37","5.34","11323","5.35","17402","5.33","-0.03","5.36","-0.02","5.31","0.03","0.05","5.36","5.36","-0.03","0","78731","20220421","5.89","4.83","17","-1","0","2","122829"
"CreateQuote","2022/04/21 08:33:25.387915","UpdateQuote","2022/04/21 13:44:57.351533","UN2206","那斯達克2206","000000","000000","000000.000000","14120.00","1","14.00","0.10","14116.00","1","14120.00","1","14033.00","-73.00","14132.00","-12.00","14033.00","87.00","99.00","14106.00","14033.00","0.00","0","5365","20220421","15093.00","13119.00","47","-1","2","2","814"
"CreateQuote","2022/04/21 08:33:25.387915","UpdateQuote","2022/04/21 13:44:59.925611","TX06","台指06","000000","000000","000000.000000","17090.00","1","56.00","0.33","17089.00","1","17092.00","5","17144.00","110.00","17180.00","-90.00","17057.00","33.00","123.00","17034.00","17095.00","49.00","0","1085","20220421","18737.00","15331.00","2","-1","2","2","282"
"CreateQuote","2022/04/21 08:33:25.388911","UpdateQuote","2022/04/21 13:44:58.812612","MTX06","小台06","000000","000000","000000.000000","17091.00","1","57.00","0.33","17088.00","8","17089.00","2","17136.00","102.00","17181.00","-90.00","17058.00","33.00","123.00","17034.00","17107.00","29.00","0","6661","20220421","18737.00","15331.00","9","-1","2","2","1663"
"CreateQuote","2022/04/21 08:33:25.388911","UpdateQuote","2022/04/21 13:45:08.851441","2330","台積電","133000","000000","133000.000000","565.00","5332","-5.00","-0.88","564.00","1292","565.00","49","571.00","1.00","571.00","-6.00","565.00","0.00","6.00","570.00","570.00","1.00","0","18215","20220421","627.00","513.00","29701","0","0","2","27566"
"CreateQuote","2022/04/21 08:33:25.389911","UpdateQuote","2022/04/21 13:44:40.813606","UD06","道瓊06","134440","727000","134440.727000","35210.00","1","418.00","1.20","35210.00","4","35216.00","1","35152.00","360.00","35241.00","-31.00","35152.00","58.00","89.00","34792.00","35131.00","21.00","0","4380","20220421","37227.00","32357.00","42","1","2","2","310"
"CreateQuote","2022/04/21 08:33:25.389911","UpdateQuote","2022/04/21 13:45:00.062840","TX05","台指05","134458","837000","134458.837000","17126.00","1","54.00","0.32","17126.00","5","17127.00","5","17180.00","108.00","17222.00","-96.00","17090.00","36.00","132.00","17072.00","17150.00","30.00","0","135846","20220421","18779.00","15365.00","1","2","2","2","53769"
"CreateQuote","2022/04/21 08:33:25.389911","UpdateQuote","2022/04/21 13:45:00.101784","MTX05","小台05","134500","035000","134500.035000","17124.00","1","52.00","0.30","17122.00","37","17124.00","1","17178.00","106.00","17222.00","-98.00","17090.00","34.00","132.00","17072.00","17148.00","30.00","0","254403","20220421","18779.00","15365.00","8","3","2","2","63295"
