更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","UN2409","那斯達克2409","000000","000000","000000.000000","19576.00","1","388.00","2.02","19575.00","9","19598.00","2","19173.00","-15.00","19610.00","-34.00","19119.00","457.00","491.00","19188.00","19157.00","16.00","0","2231","20240816","20531.00","17845.00","0","5309","-1","2","2","2979"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","TX10","台指10","000000","000000","000000.000000","22280.00","1","475.00","2.18","22293.00","1","22310.00","1","21800.00","-5.00","22349.00","-69.00","21709.00","571.00","640.00","21805.00","21889.00","-89.00","0","237","20240816","23985.00","19625.00","0","5246","-1","2","2","178"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","MTX10","小台10","000000","000000","000000.000000","22303.00","1","498.00","2.28","22298.00","3","22303.00","3","21805.00","0.00","22353.00","-50.00","21720.00","583.00","633.00","21805.00","21900.00","-95.00","0","1095","20240816","23985.00","19625.00","0","5253","-1","2","2","1504"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","UD09","道瓊09","000000","000000","000000.000000","40727.00","2","551.00","1.37","40676.00","4","40742.00","1","40191.00","15.00","40727.00","0.00","40179.00","548.00","548.00","40176.00","40170.00","21.00","0","738","20240816","42988.00","37364.00","0","5304","0","2","2","1070"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","TX09","台指09","000000","000000","000000.000000","22311.00","1","517.00","2.37","22305.00","2","22313.00","1","21794.00","0.00","22356.00","-45.00","21715.00","596.00","641.00","21794.00","21921.00","-127.00","0","2336","20240816","23973.00","19615.00","0","5245","1","2","2","3805"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","MTX09","小台09","000000","000000","000000.000000","22312.00","1","518.00","2.38","22310.00","2","22313.00","1","21796.00","2.00","22360.00","-48.00","21715.00","597.00","645.00","21794.00","21893.00","-97.00","0","14682","20240816","23973.00","19615.00","0","5252","2","2","2","24081"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","TXO21900I4","台選09C","000000","000000","000000.000000","785.00","1","230.00","41.44","16.50","1","1130.00","2","555.00","0.00","785.00","0.00","555.00","230.00","230.00","555.00","655.00","-100.00","0","63","20240816","2740.00","0.10","0","7052","-1","3","2","65"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","TXO22100I4","台選09C","000000","000000","000000.000000","680.00","1","217.00","46.87","500.00","2","780.00","2","480.00","17.00","680.00","0.00","480.00","200.00","200.00","463.00","520.00","-40.00","0","14","20240816","2650.00","0.10","0","7056","-1","3","2","32"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.062879","TXO22300I4","台選09C","000000","000000","000000.000000","555.00","1","178.00","47.21","500.00","1","600.00","1","365.00","-12.00","555.00","0.00","355.00","200.00","200.00","377.00","396.00","-31.00","0","20","20240816","2560.00","0.10","0","7060","-1","3","2","25"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.079129","TXO22500I4","台選09C","000000","000000","000000.000000","470.00","1","170.00","56.67","460.00","1","499.00","2","303.00","3.00","470.00","0.00","285.00","185.00","185.00","300.00","375.00","-72.00","0","76","20240816","2480.00","0.10","0","7064","-1","3","2","58"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.079129","TXO22700I4","台選09C","000000","000000","000000.000000","370.00","1","140.00","60.87","317.00","2","440.00","1","235.00","5.00","377.00","-7.00","235.00","135.00","142.00","230.00","296.00","-61.00","0","48","20240816","2410.00","0.10","0","7068","-1","3","2","25"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.079129","TXO22900I4","台選09C","000000","000000","000000.000000","300.00","1","126.00","72.41","190.00","1","360.00","2","165.00","-9.00","300.00","0.00","162.00","138.00","138.00","174.00","240.00","-75.00","0","18","20240816","2360.00","0.10","0","7072","-1","3","2","26"
"m_SKQuoteLib_OnNotifyQuote","2024/08/16 05:09:50.094396","TXO23100I4","台選09C","000000","000000","000000.000000","222.00","1","94.00","73.44","209.00","5","275.00","1","136.00","8.00","222.00","0.00","130.00","92.00","92.00","128.00","185.00","-49.00","0","56","20240816","2310.00","0.10","0","7076","-1","3","2","190"
