建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/06/13 14:53:29.525093","m_SKQuoteLib_OnNotifyQuote","2022/06/13 14:53:30.044094","TSEA","加權指","000000","000000","000000.000000","16070.98","591","-389.14","-2.36","0.00","0","0.00","0","16295.07","-165.05","16295.07","-224.09","16055.89","15.09","239.18","16460.12","16460.12","-165.05","0","229849","20220613","18106.13","14814.11","0","30059","-1","0","2","185628"
"CreateOrUpdate","2022/06/13 14:53:29.550096","m_SKQuoteLib_OnNotifyQuote","2022/06/13 14:53:30.043095","0050","元大台灣50","000000","000000","000000.000000","123.55","46","-3.55","-2.79","123.55","157","123.60","52","124.10","-3.00","124.25","-0.70","123.45","0.10","0.80","127.10","127.10","-3.00","0","16840","20220613","139.80","114.40","0","0","-1","0","2","4243"
"CreateOrUpdate","2022/06/13 14:53:29.551094","m_SKQuoteLib_OnNotifyQuote","2022/06/13 14:53:30.044094","00632R","元大台灣50反1","000000","000000","000000.000000","5.65","131","0.13","2.36","5.65","11494","5.66","19600","5.64","0.12","5.67","-0.02","5.63","0.02","0.04","5.52","5.52","0.12","0","203389","20220613","6.07","4.97","0","16","-1","0","2","104393"
"CreateOrUpdate","2022/06/13 14:53:29.553093","m_SKQuoteLib_OnNotifyQuote","2022/06/14 04:59:58.857135","UN2206","那斯達克2206","000000","000000","000000.000000","11335.00","1","-258.00","-2.23","11313.00","3","11333.00","1","11560.00","-33.00","11612.00","-277.00","11258.00","77.00","354.00","11593.00","11590.00","-30.00","0","5390","20220614","13190.00","11466.00","0","45","-1","2","2","8037"
"CreateOrUpdate","2022/06/13 14:53:29.555093","m_SKQuoteLib_OnNotifyQuote","2022/06/14 04:59:55.607122","TX07","台指07","000000","000000","000000.000000","15406.00","2","-216.00","-1.38","15405.00","1","15406.00","1","15618.00","-4.00","15647.00","-241.00","15394.00","12.00","253.00","15622.00","15632.00","-14.00","0","8098","20220614","17638.00","14432.00","0","2","-1","2","2","15995"
"CreateOrUpdate","2022/06/13 14:53:29.556093","m_SKQuoteLib_OnNotifyQuote","2022/06/14 04:59:59.857130","MTX07","小台07","000000","000000","000000.000000","15406.00","1","-216.00","-1.38","15405.00","3","15409.00","2","15607.00","-15.00","15649.00","-243.00","15395.00","11.00","254.00","15622.00","15626.00","-19.00","0","24857","20220614","17638.00","14432.00","0","9","-1","2","2","29828"
"CreateOrUpdate","2022/06/13 14:53:29.557093","m_SKQuoteLib_OnNotifyQuote","2022/06/13 14:53:30.043095","2330","台積電","000000","000000","000000.000000","516.00","64","-14.00","-2.64","516.00","120","517.00","297","518.00","-12.00","519.00","-3.00","515.00","1.00","4.00","530.00","530.00","-12.00","0","32765","20220613","583.00","477.00","0","29211","-1","0","2","21319"
"CreateOrUpdate","2022/06/13 14:53:29.558093","m_SKQuoteLib_OnNotifyQuote","2022/06/14 04:59:47.872731","UD06","道瓊06","045947","820000","045947.820000","30545.00","1","-477.00","-1.54","30466.00","2","30580.00","1","30948.00","-74.00","31015.00","-470.00","30374.00","171.00","641.00","31022.00","31022.00","-74.00","0","4053","20220614","34562.00","30040.00","3087","40","0","2","2","4160"
"CreateOrUpdate","2022/06/13 14:53:29.559093","m_SKQuoteLib_OnNotifyQuote","2022/06/14 04:59:58.232142","TX06","台指06","045958","211000","045958.211000","15827.00","1","-223.00","-1.39","15827.00","11","15828.00","2","16026.00","-24.00","16077.00","-250.00","15809.00","18.00","268.00","16050.00","16053.00","-27.00","0","83232","20220614","18121.00","14827.00","42788","1","1","2","2","184050"
"CreateOrUpdate","2022/06/13 14:53:29.560092","m_SKQuoteLib_OnNotifyQuote","2022/06/14 04:59:59.872764","MTX06","小台06","045959","756000","045959.756000","15825.00","1","-225.00","-1.40","15824.00","6","15832.00","13","16028.00","-22.00","16077.00","-252.00","15809.00","16.00","268.00","16050.00","16050.00","-22.00","0","175838","20220614","18121.00","14827.00","97443","8","2","2","2","322313"
