建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/07/08 18:41:24.847597","m_SKQuoteLib_OnNotifyQuote","2022/07/08 18:41:25.597600","TSEA","加權指","000000","000000","000000.000000","14464.53","523","128.26","0.89","0.00","0","0.00","0","14462.50","126.23","14552.42","-87.89","14373.84","90.69","178.58","14336.27","14336.27","126.23","0","257872","20220708","15769.90","12902.64","0","29717","-1","0","2","257381"
"CreateOrUpdate","2022/07/08 18:41:24.847597","m_SKQuoteLib_OnNotifyQuote","2022/07/08 18:41:25.628855","0050","元大台灣50","000000","000000","000000.000000","113.25","41","1.15","1.03","113.25","48","113.30","21","113.30","1.20","113.90","-0.65","112.30","0.95","1.60","112.10","112.10","1.20","0","10136","20220708","123.30","100.90","0","0","-1","0","2","13401"
"CreateOrUpdate","2022/07/08 18:41:24.863220","m_SKQuoteLib_OnNotifyQuote","2022/07/08 18:41:25.628855","00632R","元大台灣50反1","000000","000000","000000.000000","6.10","275","-0.06","-0.97","6.09","15042","6.10","5468","6.09","-0.07","6.15","-0.05","6.05","0.05","0.10","6.16","6.16","-0.07","0","313965","20220708","6.77","5.55","0","16","-1","0","2","483289"
"CreateOrUpdate","2022/07/08 18:41:24.863220","m_SKQuoteLib_OnNotifyQuote","2022/07/09 04:59:30.398092","UN2209","那斯達克2209","000000","000000","000000.000000","12139.00","3","59.00","0.49","12140.00","1","12182.00","1","12085.00","5.00","12210.00","-71.00","11952.00","187.00","258.00","12080.00","12080.00","5.00","0","3836","20220711","12925.00","11235.00","0","54","-1","2","2","465"
"CreateOrUpdate","2022/07/08 18:41:24.863220","m_SKQuoteLib_OnNotifyQuote","2022/07/09 04:59:59.291579","TX08","台指08","000000","000000","000000.000000","14295.00","1","114.00","0.80","14295.00","7","14300.00","3","14193.00","12.00","14314.00","-19.00","14130.00","165.00","184.00","14181.00","14179.00","14.00","0","787","20220711","15599.00","12763.00","0","2","-1","2","2","1323"
"CreateOrUpdate","2022/07/08 18:41:24.863220","m_SKQuoteLib_OnNotifyQuote","2022/07/09 04:59:59.785584","MTX08","小台08","000000","000000","000000.000000","14292.00","1","111.00","0.78","14292.00","4","14295.00","1","14181.00","0.00","14315.00","-23.00","14131.00","161.00","184.00","14181.00","14180.00","1.00","0","6210","20220711","15599.00","12763.00","0","9","-1","2","2","9112"
"CreateOrUpdate","2022/07/08 18:41:24.863220","m_SKQuoteLib_OnNotifyQuote","2022/07/08 18:41:25.519478","2330","台積電","000000","000000","000000.000000","467.00","110","9.50","2.08","467.00","12","467.50","153","470.00","12.50","470.50","-3.50","461.50","5.50","9.00","457.50","457.50","12.50","0","37833","20220708","503.00","412.00","0","28868","-1","0","2","48098"
"CreateOrUpdate","2022/07/08 18:41:24.863220","m_SKQuoteLib_OnNotifyQuote","2022/07/09 04:57:06.404334","UD09","道瓊09","044928","741000","044928.741000","31351.00","1","95.00","0.30","31340.00","1","31355.00","1","31266.00","10.00","31492.00","-141.00","31191.00","160.00","301.00","31256.00","31262.00","4.00","0","2263","20220711","33443.00","29069.00","1664","49","0","2","2","248"
"CreateOrUpdate","2022/07/08 18:41:24.863220","m_SKQuoteLib_OnNotifyQuote","2022/07/09 04:59:59.296575","TX07","台指07","045959","158000","045959.158000","14451.00","2","119.00","0.83","14450.00","61","14452.00","3","14344.00","12.00","14469.00","-18.00","14280.00","171.00","189.00","14332.00","14329.00","15.00","0","75511","20220711","15765.00","12899.00","38357","1","1","2","2","139163"
"CreateOrUpdate","2022/07/08 18:41:24.863220","m_SKQuoteLib_OnNotifyQuote","2022/07/09 05:00:00.048582","MTX07","小台07","045959","937000","045959.937000","14449.00","1","117.00","0.82","14448.00","4","14449.00","1","14336.00","4.00","14470.00","-21.00","14280.00","169.00","190.00","14332.00","14328.00","8.00","0","171412","20220711","15765.00","12899.00","95256","8","2","2","2","256879"
