建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/14 22:04:26.975527","UpdateQuote","2022/04/14 22:04:27.045403","TSEA","加權指","000000","000000","000000.000000","17245.65","1150","-56.00","-0.32","0.00","0","0.00","0","17353.25","51.60","17374.14","-128.49","17245.65","0.00","128.49","17301.65","17301.65","51.60","0","255561","20220414","19031.82","15571.48","30282","-1","0","2","261561"
"CreateQuote","2022/04/14 22:04:26.976526","UpdateQuote","2022/04/14 22:04:27.044403","0050","元大台灣50","000000","000000","000000.000000","134.55","18","-0.50","-0.37","134.50","175","134.55","192","135.75","0.70","135.75","-1.20","134.55","0.00","1.20","135.05","135.05","0.70","0","4941","20220414","148.55","121.55","0","-1","0","2","7023"
"CreateQuote","2022/04/14 22:04:26.976526","UpdateQuote","2022/04/14 22:04:27.046403","00632R","元大台灣50反1","000000","000000","000000.000000","5.31","15","0.01","0.19","5.31","14566","5.32","14727","5.29","-0.01","5.32","-0.01","5.29","0.02","0.03","5.30","5.30","-0.01","0","99444","20220414","5.83","4.77","17","-1","0","2","225117"
"CreateQuote","2022/04/14 22:04:26.976526","UpdateQuote","2022/04/15 04:59:58.727705","TX06","台指06","000000","000000","000000.000000","17035.00","1","-179.00","-1.04","17049.00","1","17060.00","5","17231.00","17.00","17240.00","-205.00","17035.00","0.00","205.00","17214.00","17214.00","17.00","0","83","20220415","18935.00","15493.00","4164","-1","2","2","141"
"CreateQuote","2022/04/14 22:04:26.977526","UpdateQuote","2022/04/15 04:59:55.226854","MTX06","小台06","000000","000000","000000.000000","17054.00","1","-160.00","-0.93","17053.00","2","17059.00","1","17214.00","0.00","17243.00","-189.00","17033.00","21.00","210.00","17214.00","17212.00","2.00","0","1075","20220415","18935.00","15493.00","4171","-1","2","2","1270"
"CreateQuote","2022/04/14 22:04:26.977526","UpdateQuote","2022/04/14 22:04:27.046403","2330","台積電","000000","000000","000000.000000","573.00","53","0.00","0.00","573.00","352","574.00","51","577.00","4.00","578.00","-5.00","573.00","0.00","5.00","573.00","573.00","4.00","0","19017","20220414","630.00","516.00","29438","-1","0","2","35793"
"CreateQuote","2022/04/14 22:04:26.978526","UpdateQuote","2022/04/15 04:59:56.227559","UD06","道瓊06","045859","501000","045859.501000","34316.00","1","-226.00","-0.65","34325.00","1","34378.00","1","34506.00","-36.00","34794.00","-478.00","34315.00","1.00","479.00","34542.00","34542.00","-36.00","0","1931","20220415","36959.00","32125.00","4201","0","2","2","1943"
"CreateQuote","2022/04/14 22:04:26.978526","UpdateQuote","2022/04/15 04:58:59.603999","UN2206","那斯達克2206","045855","174000","045855.174000","13910.00","1","-380.00","-2.66","13890.00","1","13910.00","1","14261.00","-29.00","14267.00","-357.00","13880.00","30.00","387.00","14290.00","14290.00","-29.00","0","3508","20220415","15290.00","13290.00","4206","1","2","2","4815"
"CreateQuote","2022/04/14 22:04:26.978526","UpdateQuote","2022/04/15 04:59:58.727705","TX05","台指05","045919","128000","045919.128000","17093.00","1","-158.00","-0.92","17088.00","1","17097.00","2","17261.00","10.00","17283.00","-190.00","17068.00","25.00","215.00","17251.00","17252.00","9.00","0","2490","20220415","18976.00","15526.00","4163","2","2","2","2861"
"CreateQuote","2022/04/14 22:04:26.979527","UpdateQuote","2022/04/15 04:59:55.226854","MTX05","小台05","045951","523000","045951.523000","17092.00","1","-159.00","-0.92","17093.00","1","17096.00","1","17254.00","3.00","17285.00","-193.00","17068.00","24.00","217.00","17251.00","17253.00","1.00","0","9345","20220415","18976.00","15526.00","4170","3","2","2","12741"
