建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/12 13:42:36.317658","UpdateQuote","2022/04/12 13:42:36.341664","TSEA","加權指","000000","000000","000000.000000","16990.91","21932","-57.46","-0.34","0.00","0","0.00","0","17005.84","-42.53","17100.85","-109.94","16905.13","85.78","195.72","17048.37","17048.37","-42.53","0","274062","20220412","18753.21","15343.53","30087","-1","0","2","300239"
"CreateQuote","2022/04/12 13:42:36.317658","UpdateQuote","2022/04/12 13:45:00.741401","0050","元大台灣50","000000","000000","000000.000000","132.55","453","0.10","0.08","132.55","7","132.60","44","132.15","-0.30","132.85","-0.30","131.60","0.95","1.25","132.45","132.45","-0.30","0","14099","20220412","145.65","119.25","0","-1","0","2","16650"
"CreateQuote","2022/04/12 13:42:36.317658","UpdateQuote","2022/04/12 13:45:00.942084","00632R","元大台灣50反1","000000","000000","000000.000000","5.39","5735","-0.01","-0.19","5.39","21482","5.40","583","5.42","0.02","5.43","-0.04","5.37","0.02","0.06","5.40","5.40","0.02","0","197888","20220412","5.94","4.86","17","-1","0","2","162643"
"CreateQuote","2022/04/12 13:42:36.318659","UpdateQuote","2022/04/12 13:45:00.111739","TX06","台指06","000000","000000","000000.000000","16936.00","1","-43.00","-0.25","16934.00","1","16936.00","1","16887.00","-92.00","17000.00","-64.00","16850.00","86.00","150.00","16979.00","16887.00","0.00","0","264","20220412","18676.00","15282.00","4172","-1","2","2","202"
"CreateQuote","2022/04/12 13:42:36.318659","UpdateQuote","2022/04/12 13:45:00.111739","MTX06","小台06","000000","000000","000000.000000","16939.00","1","-40.00","-0.24","16934.00","1","16938.00","3","16908.00","-71.00","17003.00","-64.00","16868.00","71.00","135.00","16979.00","16908.00","0.00","0","2086","20220412","18676.00","15282.00","4179","-1","2","2","1380"
"CreateQuote","2022/04/12 13:42:36.319659","UpdateQuote","2022/04/12 13:45:09.572787","2330","台積電","000000","000000","000000.000000","557.00","6010","-1.00","-0.18","557.00","578","558.00","4","554.00","-4.00","564.00","-7.00","552.00","5.00","12.00","558.00","558.00","-4.00","0","30543","20220412","613.00","503.00","29243","0","0","2","36639"
"CreateQuote","2022/04/12 13:42:36.319659","UpdateQuote","2022/04/12 13:44:54.745077","UD06","道瓊06","134400","472000","134400.472000","34095.00","1","-353.00","-1.02","34095.00","2","34138.00","1","34230.00","-218.00","34230.00","-135.00","34052.00","43.00","178.00","34448.00","34230.00","0.00","0","2089","20220412","36859.00","32037.00","4211","1","2","2","364"
"CreateQuote","2022/04/12 13:42:36.319659","UpdateQuote","2022/04/12 13:44:23.250597","UN2206","那斯達克2206","134250","058000","134250.058000","13958.00","5","-279.00","-1.96","13955.00","1","13960.00","1","13990.00","-247.00","13990.00","-32.00","13906.00","52.00","84.00","14237.00","13990.00","0.00","0","4218","20220412","15233.00","13241.00","4216","2","2","2","957"
"CreateQuote","2022/04/12 13:42:36.320659","UpdateQuote","2022/04/12 13:45:00.111739","TX05","台指05","134458","241000","134458.241000","16972.00","1","-37.00","-0.22","16968.00","1","16971.00","1","16920.00","-89.00","17037.00","-65.00","16880.00","92.00","157.00","17009.00","16948.00","-28.00","0","3446","20220412","18709.00","15309.00","4171","3","2","2","2236"
"CreateQuote","2022/04/12 13:42:36.320659","UpdateQuote","2022/04/12 13:44:59.869383","MTX05","小台05","134457","392000","134457.392000","16972.00","1","-37.00","-0.22","16968.00","9","16970.00","1","16919.00","-90.00","17037.00","-65.00","16880.00","92.00","157.00","17009.00","16933.00","-14.00","0","14595","20220412","18709.00","15309.00","4178","4","2","2","10060"
