更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","UN2409","那斯達克2409","000000","000000","000000.000000","19243.00","2","-82.00","-0.42","19223.00","2","19254.00","2","19325.00","0.00","19388.00","-145.00","19131.00","112.00","257.00","19325.00","19175.00","150.00","0","3877","20240730","20677.00","17973.00","0","5237","-1","2","2","427"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.312058","TX09","台指09","000000","000000","000000.000000","22031.00","1","-250.00","-1.12","22027.00","1","22035.00","1","22237.00","-44.00","22289.00","-258.00","21914.00","117.00","375.00","22281.00","22280.00","-43.00","0","956","20240730","24509.00","20053.00","0","5171","-1","2","2","902"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","MTX09","小台09","000000","000000","000000.000000","22027.00","1","-254.00","-1.14","22023.00","2","22030.00","3","22276.00","-5.00","22293.00","-266.00","21918.00","109.00","375.00","22281.00","22279.00","-3.00","0","7859","20240730","24509.00","20053.00","0","5178","-1","2","2","6106"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","UD09","道瓊09","000000","000000","000000.000000","40787.00","1","-211.00","-0.51","40767.00","1","40775.00","4","40990.00","-8.00","41050.00","-263.00","40628.00","159.00","422.00","40998.00","40887.00","103.00","0","891","20240730","43867.00","38129.00","0","5232","0","2","2","112"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TX08","台指08","000000","000000","000000.000000","22001.00","2","-255.00","-1.15","22001.00","1","22006.00","1","22243.00","-13.00","22266.00","-265.00","21884.00","117.00","382.00","22256.00","22253.00","-10.00","0","74451","20240730","24481.00","20031.00","0","5170","1","2","2","99208"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.312058","MTX08","小台08","000000","000000","000000.000000","21996.00","1","-260.00","-1.17","21995.00","2","21999.00","3","22248.00","-8.00","22267.00","-271.00","21884.00","112.00","383.00","22256.00","22251.00","-3.00","0","175926","20240730","24481.00","20031.00","0","5177","2","2","2","211925"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TXO22700H4","台選08C","000000","000000","000000.000000","220.00","1","-107.00","-32.72","196.00","1","240.00","1","317.00","-10.00","317.00","-97.00","197.00","23.00","120.00","327.00","339.00","-22.00","0","415","20240730","2540.00","0.10","0","6363","-1","3","2","234"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TXO22900H4","台選08C","000000","000000","000000.000000","162.00","6","-82.00","-33.61","157.00","1","178.00","1","245.00","1.00","246.00","-84.00","154.00","8.00","92.00","244.00","265.00","-20.00","0","268","20240730","2460.00","0.10","0","6367","-1","3","2","343"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TXO23100H4","台選08C","000000","000000","000000.000000","125.00","1","-64.00","-33.86","121.00","4","134.00","1","186.00","-3.00","187.00","-62.00","100.00","25.00","87.00","189.00","202.00","-16.00","0","278","20240730","2400.00","0.10","0","6371","-1","3","2","612"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TXO23300H4","台選08C","000000","000000","000000.000000","90.00","6","-54.00","-37.50","87.00","2","96.00","1","151.00","7.00","151.00","-61.00","84.00","6.00","67.00","144.00","160.00","-9.00","0","281","20240730","2360.00","0.10","0","6375","-1","3","2","288"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.343495","TXO23500H4","台選08C","000000","000000","000000.000000","64.00","1","-43.00","-40.19","64.00","7","78.00","2","111.00","4.00","111.00","-47.00","61.00","3.00","50.00","107.00","124.00","-13.00","0","974","20240730","2320.00","0.10","0","6379","-1","3","2","1447"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.343495","TXO23700H4","台選08C","000000","000000","000000.000000","52.00","2","-25.00","-32.47","45.00","5","74.00","2","71.00","-6.00","75.00","-23.00","44.50","7.50","30.50","77.00","92.00","-21.00","0","213","20240730","2290.00","0.10","0","6383","-1","3","2","487"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.343495","TXO23900H4","台選08C","000000","000000","000000.000000","37.00","1","-19.00","-33.93","31.50","1","39.00","1","56.00","0.00","57.00","-20.00","33.00","4.00","24.00","56.00","76.00","-20.00","0","183","20240730","2270.00","0.10","0","6387","-1","3","2","753"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TXO22700T4","台選08P","000000","000000","000000.000000","1020.00","1","250.00","32.47","795.00","1","1010.00","1","875.00","105.00","1020.00","0.00","875.00","145.00","145.00","770.00","795.00","80.00","0","16","20240730","2980.00","0.10","0","6362","-1","3","2","95"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TXO22900T4","台選08P","000000","000000","000000.000000","1030.00","1","145.00","16.38","50.00","10","0.00","0","960.00","75.00","1040.00","-10.00","935.00","95.00","105.00","885.00","950.00","10.00","0","37","20240730","3100.00","0.10","0","6366","-1","3","2","25"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TXO23100T4","台選08P","000000","000000","000000.000000","1170.00","6","140.00","13.59","21.50","5","1350.00","1","1130.00","100.00","1170.00","0.00","1130.00","40.00","40.00","1030.00","1060.00","70.00","0","8","20240730","3240.00","0.10","0","6370","-1","3","2","30"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.327332","TXO23300T4","台選08P","000000","000000","000000.000000","0.00","0","0.00","0.00","800.00","1","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1190.00","1200.00","0.00","0","0","20240730","3400.00","0.10","0","6374","-1","3","2","2"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.343495","TXO23500T4","台選08P","000000","000000","000000.000000","1650.00","1","300.00","22.22","132.00","1","0.00","0","1380.00","30.00","1650.00","0.00","1380.00","270.00","270.00","1350.00","940.00","440.00","0","6","20240730","3560.00","0.10","0","6378","-1","3","2","10"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.343495","TXO23700T4","台選08P","000000","000000","000000.000000","0.00","0","0.00","0.00","13.00","5","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1520.00","1540.00","0.00","0","0","20240730","3730.00","0.10","0","6382","-1","3","2","52"
"m_SKQuoteLib_OnNotifyQuote","2024/07/30 05:09:55.343495","TXO23900T4","台選08P","000000","000000","000000.000000","2000.00","1","300.00","17.65","13.00","5","0.00","0","2000.00","300.00","2000.00","0.00","2000.00","0.00","0.00","1700.00","0.00","0.00","0","1","20240730","3910.00","0.10","0","6386","-1","3","2","1"
