建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/18 16:03:57.860056","Update","2022/05/18 16:03:57.987067","TSEA","加權指","000000","000000","000000.000000","16296.86","442","240.77","1.50","0.00","0","0.00","0","16174.78","118.69","16316.58","-19.72","16172.80","124.06","143.78","16056.09","16056.09","118.69","0","234535","20220518","17661.70","14450.48","0","30522","-1","0","2","207308"
"CreateOrUpdate","2022/05/18 16:03:57.867055","Update","2022/05/18 16:03:57.984057","0050","元大台灣50","000000","000000","000000.000000","125.70","7","1.35","1.09","125.65","5","125.70","4","125.35","1.00","126.00","-0.30","125.25","0.45","0.75","124.35","124.35","1.00","0","6309","20220518","136.75","111.95","0","0","-1","0","2","4157"
"CreateOrUpdate","2022/05/18 16:03:57.869053","Update","2022/05/18 16:03:57.983044","00632R","元大台灣50反1","000000","000000","000000.000000","5.62","237","-0.05","-0.88","5.61","4639","5.62","20300","5.62","-0.05","5.64","-0.02","5.60","0.02","0.04","5.67","5.67","-0.05","0","194578","20220518","6.23","5.11","0","17","-1","0","2","180508"
"CreateOrUpdate","2022/05/18 16:03:57.871052","Update","2022/05/19 04:59:50.793098","UN2206","那斯達克2206","000000","000000","000000.000000","11892.00","1","-626.00","-5.00","11881.00","2","11895.00","9","12510.00","-8.00","12523.00","-631.00","11869.00","23.00","654.00","12518.00","12522.00","-12.00","0","4445","20220519","13197.00","11471.00","0","4296","-1","2","2","595"
"CreateOrUpdate","2022/05/18 16:03:57.875063","Update","2022/05/19 04:59:59.168101","TX07","台指07","000000","000000","000000.000000","15619.00","1","-264.00","-1.66","15602.00","2","15608.00","1","15883.00","0.00","15896.00","-277.00","15600.00","19.00","296.00","15883.00","15883.00","0.00","0","604","20220519","17286.00","14144.00","0","4252","-1","2","2","158"
"CreateOrUpdate","2022/05/18 16:03:57.877063","Update","2022/05/19 04:59:59.197052","MTX07","小台07","000000","000000","000000.000000","15603.00","1","-280.00","-1.76","15601.00","8","15605.00","1","15885.00","2.00","15895.00","-292.00","15598.00","5.00","297.00","15883.00","15879.00","6.00","0","3296","20220519","17286.00","14144.00","0","4259","-1","2","2","1395"
"CreateOrUpdate","2022/05/18 16:03:57.909046","Update","2022/05/18 16:03:57.984057","2330","台積電","000000","000000","000000.000000","538.00","43","8.00","1.51","537.00","19","538.00","691","541.00","11.00","541.00","-3.00","534.00","4.00","7.00","530.00","530.00","11.00","0","30534","20220518","583.00","477.00","0","29677","-1","0","2","24469"
"CreateOrUpdate","2022/05/18 16:03:57.911057","Update","2022/05/19 04:59:51.043047","UD06","道瓊06","045835","338000","045835.338000","31375.00","1","-1170.00","-3.60","31354.00","1","31388.00","1","32515.00","-30.00","32588.00","-1213.00","31307.00","68.00","1281.00","32545.00","32545.00","-30.00","0","2904","20220519","34486.00","29974.00","2113","4291","0","2","2","237"
"CreateOrUpdate","2022/05/18 16:03:57.914076","Update","2022/05/19 04:59:59.168101","TX06","台指06","045959","755000","045959.755000","15902.00","1","-296.00","-1.83","15899.00","2","15900.00","1","16195.00","-3.00","16217.00","-315.00","15889.00","13.00","328.00","16198.00","16196.00","-1.00","0","73710","20220519","17631.00","14427.00","34792","4251","1","2","2","53139"
"CreateOrUpdate","2022/05/18 16:03:57.916044","Update","2022/05/19 04:59:59.205646","MTX06","小台06","050000","027000","050000.027000","15901.00","1","-297.00","-1.83","15901.00","7","15903.00","1","16197.00","-1.00","16216.00","-315.00","15889.00","12.00","327.00","16198.00","16199.00","-2.00","0","154637","20220519","17631.00","14427.00","83218","4258","2","2","2","63412"
