更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:31:10.103113","TSEA","加權指","000000","000000","000000.000000","14894.41","12733","86.98","0.59","0.00","0","0.00","0","14895.87","88.44","14949.56","-55.15","14856.98","37.43","92.58","14807.43","14807.43","88.44","0","182438","20220913","16288.17","13326.69","0","26569","-1","0","2","184859"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:45:01.013798","0050","元大台灣50","000000","000000","000000.000000","116.00","199","0.60","0.52","115.95","27","116.00","61","116.10","0.70","116.40","-0.40","115.75","0.25","0.65","115.40","115.40","0.70","0","4501","20220913","126.90","103.90","0","0","-1","0","2","7474"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:45:01.167795","00632R","元大台灣50反1","000000","000000","000000.000000","5.79","3106","-0.02","-0.34","5.78","4979","5.79","14980","5.77","-0.04","5.80","-0.01","5.75","0.04","0.05","5.81","5.81","-0.04","0","140308","20220913","6.39","5.23","0","16","-1","0","2","164131"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:44:55.289917","UN2209","那斯達克2209","000000","000000","000000.000000","12750.00","1","153.00","1.21","12750.00","1","12765.00","2","12754.00","157.00","12765.00","-15.00","12732.00","18.00","33.00","12597.00","12762.00","-8.00","0","3690","20220913","13478.00","11716.00","0","54","-1","2","2","773"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:45:00.041818","TX10","台指10","000000","000000","000000.000000","14859.00","1","79.00","0.53","14855.00","27","14857.00","10","14868.00","88.00","14908.00","-49.00","14810.00","49.00","98.00","14780.00","14872.00","-4.00","0","2694","20220913","16258.00","13302.00","0","2","-1","2","2","1497"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:45:00.040817","MTX10","小台10","000000","000000","000000.000000","14857.00","1","77.00","0.52","14855.00","4","14857.00","1","14876.00","96.00","14908.00","-51.00","14811.00","46.00","97.00","14780.00","14873.00","3.00","0","11558","20220913","16258.00","13302.00","0","9","-1","2","2","7593"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:45:09.816622","2330","台積電","133000","000000","133000.000000","493.00","2773","6.50","1.34","492.50","4","493.00","34","495.00","8.50","495.00","-2.00","491.00","2.00","4.00","486.50","486.50","8.50","0","16439","20220913","535.00","438.00","5418","25719","0","0","2","21555"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:44:40.813233","UD09","道瓊09","134440","760000","134440.760000","32420.00","1","239.00","0.74","32420.00","1","32430.00","1","32426.00","245.00","32432.00","-12.00","32372.00","48.00","60.00","32181.00","32428.00","-2.00","0","2290","20220913","34433.00","29929.00","1961","49","1","2","2","375"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:45:00.037818","TX09","台指09","134459","602000","134459.602000","14875.00","2","78.00","0.53","14875.00","24","14876.00","10","14884.00","87.00","14928.00","-53.00","14827.00","48.00","101.00","14797.00","14892.00","-8.00","0","101147","20220913","16276.00","13318.00","49000","1","2","2","2","73842"
"m_SKQuoteLib_OnNotifyQuote","2022/09/13 13:44:59.913819","MTX09","小台09","134459","880000","134459.880000","14877.00","1","80.00","0.54","14876.00","3","14877.00","1","14893.00","96.00","14928.00","-51.00","14826.00","51.00","102.00","14797.00","14891.00","2.00","0","191387","20220913","16276.00","13318.00","103000","8","3","2","2","126080"
