建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/19 14:55:25.536506","TSEA","加權指","000000","000000","000000.000000","16993.40","466","94.53","0.56","0.00","0","0.00","0","16926.34","27.47","17106.26","-112.86","16926.34","67.06","179.92","16898.87","16898.87","27.47","0","227160","20220419","18588.76","15208.98","30347","-1","0","2","229361"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/19 14:55:25.536506","0050","元大台灣50","000000","000000","000000.000000","132.00","4","0.45","0.34","132.00","15","132.05","120","132.25","0.70","132.95","-0.95","131.85","0.15","1.10","131.55","131.55","0.70","0","9049","20220419","144.70","118.40","0","-1","0","2","17915"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/19 14:55:25.536506","00632R","元大台灣50反1","000000","000000","000000.000000","5.38","237","-0.05","-0.92","5.38","10125","5.39","9729","5.38","-0.05","5.39","-0.01","5.35","0.03","0.04","5.43","5.43","-0.05","0","110543","20220419","5.97","4.89","17","-1","0","2","127261"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/20 04:59:58.874757","UN2206","那斯達克2206","000000","000000","000000.000000","14095.00","10","118.00","0.84","14098.00","11","14108.00","1","13991.00","14.00","14238.00","-143.00","13834.00","261.00","404.00","13977.00","13975.00","16.00","0","3691","20220420","14733.00","12807.00","4206","-1","2","2","3659"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/20 04:59:58.874757","TX06","台指06","000000","000000","000000.000000","17028.00","1","93.00","0.55","17028.00","5","17034.00","3","16937.00","2.00","17037.00","-9.00","16880.00","148.00","157.00","16935.00","16933.00","4.00","0","101","20220420","18492.00","15130.00","4164","-1","2","2","220"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/20 04:59:58.249536","MTX06","小台06","000000","000000","000000.000000","17028.00","1","93.00","0.55","17027.00","3","17032.00","7","16957.00","22.00","17035.00","-7.00","16876.00","152.00","159.00","16935.00","16932.00","25.00","0","1115","20220420","18492.00","15130.00","4171","-1","2","2","2087"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/19 14:55:25.536506","2330","台積電","000000","000000","000000.000000","565.00","19","4.00","0.71","564.00","98","565.00","114","566.00","5.00","569.00","-4.00","563.00","2.00","6.00","561.00","561.00","5.00","0","16564","20220419","617.00","505.00","29504","-1","0","2","15724"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/20 04:58:34.500465","UD06","道瓊06","045624","242000","045624.242000","34782.00","1","382.00","1.11","34778.00","1","34788.00","1","34391.00","-9.00","34894.00","-112.00","34234.00","548.00","660.00","34400.00","34400.00","-9.00","0","7631","20220420","36672.00","31874.00","4201","0","2","2","6896"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/20 04:59:54.508877","TX05","台指05","045955","266000","045955.266000","17068.00","1","95.00","0.56","17066.00","5","17069.00","1","16974.00","1.00","17072.00","-4.00","16913.00","155.00","159.00","16973.00","16966.00","8.00","0","12578","20220420","18531.00","15163.00","4163","1","2","2","26002"
"CreateQuote","2022/04/19 14:55:25.270871","UpdateQuote","2022/04/20 04:59:58.509044","MTX05","小台05","045959","304000","045959.304000","17066.00","1","93.00","0.55","17065.00","3","17067.00","10","16974.00","1.00","17071.00","-5.00","16912.00","154.00","159.00","16973.00","16968.00","6.00","0","26694","20220420","18531.00","15163.00","4170","2","2","2","42583"
