建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdateQuote","2022/05/12 20:55:45.158920","UpdateQuote","2022/05/12 20:55:45.265605","TSEA","加權指","000000","000000","000000.000000","15616.68","803","-389.57","-2.43","0.00","0","0.00","0","15943.62","-62.63","15943.62","-326.94","15616.68","0.00","326.94","16006.25","16006.25","-62.63","0","259168","20220512","17606.88","14405.62","0","30584","-1","0","2","206734"
"CreateOrUpdateQuote","2022/05/12 20:55:45.161559","UpdateQuote","2022/05/12 20:55:45.265605","0050","元大台灣50","000000","000000","000000.000000","121.25","87","-2.95","-2.38","121.20","94","121.25","69","123.00","-1.20","123.00","-1.75","121.20","0.05","1.80","124.20","124.20","-1.20","0","11824","20220512","136.60","111.80","0","0","-1","0","2","8024"
"CreateOrUpdateQuote","2022/05/12 20:55:45.162751","UpdateQuote","2022/05/12 20:55:45.265605","00632R","元大台灣50反1","000000","000000","000000.000000","5.83","219","0.12","2.10","5.83","4159","5.84","18245","5.76","0.05","5.83","0.00","5.74","0.09","0.09","5.71","5.71","0.05","0","208841","20220512","6.28","5.14","0","17","-1","0","2","133699"
"CreateOrUpdateQuote","2022/05/12 20:55:45.163568","UpdateQuote","2022/05/13 04:59:48.283765","UN2206","那斯達克2206","000000","000000","000000.000000","11852.00","1","-81.00","-0.68","11850.00","1","11876.00","1","11911.00","-22.00","12135.00","-283.00","11692.00","160.00","443.00","11933.00","11931.00","-20.00","0","8127","20220513","12768.00","11098.00","0","45","-1","2","2","1383"
"CreateOrUpdateQuote","2022/05/12 20:55:45.165582","UpdateQuote","2022/05/13 04:59:57.284550","TX06","台指06","000000","000000","000000.000000","15645.00","1","54.00","0.35","15639.00","1","15645.00","3","15591.00","0.00","15699.00","-54.00","15490.00","155.00","209.00","15591.00","15592.00","-1.00","0","2697","20220513","17150.00","14032.00","0","2","-1","2","2","3203"
"CreateOrUpdateQuote","2022/05/12 20:55:45.166543","UpdateQuote","2022/05/13 04:59:57.408703","MTX06","小台06","000000","000000","000000.000000","15644.00","1","53.00","0.34","15641.00","5","15642.00","1","15587.00","-4.00","15698.00","-54.00","15489.00","155.00","209.00","15591.00","15594.00","-7.00","0","14420","20220513","17150.00","14032.00","0","9","-1","2","2","26158"
"CreateOrUpdateQuote","2022/05/12 20:55:45.178623","UpdateQuote","2022/05/12 20:55:45.265605","2330","台積電","000000","000000","000000.000000","505.00","247","-16.00","-3.07","505.00","1354","506.00","7","516.00","-5.00","518.00","-13.00","505.00","0.00","13.00","521.00","521.00","-5.00","0","32304","20220512","573.00","469.00","0","29739","-1","0","2","27050"
"CreateOrUpdateQuote","2022/05/12 20:55:45.179559","UpdateQuote","2022/05/13 04:59:46.659557","UD06","道瓊06","045947","896000","045947.896000","31535.00","1","-115.00","-0.36","31518.00","1","31552.00","1","31608.00","-42.00","31838.00","-303.00","31159.00","376.00","679.00","31650.00","31653.00","-45.00","0","6839","20220513","33865.00","29435.00","5772","40","0","2","2","682"
"CreateOrUpdateQuote","2022/05/12 20:55:45.180629","UpdateQuote","2022/05/13 04:59:57.308593","TX05","台指05","045958","470000","045958.470000","15683.00","1","53.00","0.34","15679.00","1","15683.00","2","15631.00","1.00","15739.00","-56.00","15526.00","157.00","213.00","15630.00","15632.00","-1.00","0","108884","20220513","17193.00","14067.00","57358","1","1","2","2","117996"
"CreateOrUpdateQuote","2022/05/12 20:55:45.181560","UpdateQuote","2022/05/13 04:59:57.408703","MTX05","小台05","045958","276000","045958.276000","15681.00","1","51.00","0.33","15681.00","4","15682.00","1","15630.00","0.00","15738.00","-57.00","15526.00","155.00","212.00","15630.00","15629.00","1.00","0","232320","20220513","17193.00","14067.00","132231","8","2","2","2","470360"
"CreateOrUpdateQuote","2022/05/12 20:55:45.167565","UpdateQuote","2022/05/13 04:59:33.527845","TXO15700E2","台選05C","000000","000000","000000.000000","151.00","1","-9.00","-5.63","144.00","1","152.00","1","164.00","4.00","183.00","-32.00","85.00","66.00","98.00","160.00","160.00","4.00","0","8612","20220513","1720.00","0.10","0","47","-1","3","2","3926"
