建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/06/06 14:55:30.294259","m_SKQuoteLib_OnNotifyQuote","2022/06/06 14:55:31.059891","TSEA","加權指","000000","000000","000000.000000","16605.96","416","53.39","0.32","0.00","0","0.00","0","16570.89","18.32","16654.12","-48.16","16509.01","96.95","145.11","16552.57","16552.57","18.32","0","210699","20220606","18207.83","14897.31","0","30153","-1","0","2","213695"
"CreateOrUpdate","2022/06/06 14:55:30.294259","m_SKQuoteLib_OnNotifyQuote","2022/06/06 14:55:31.059891","0050","元大台灣50","000000","000000","000000.000000","128.70","21","0.90","0.70","128.65","7","128.70","60","128.25","0.45","129.00","-0.30","127.45","1.25","1.55","127.80","127.80","0.45","0","4000","20220606","140.55","115.05","0","0","-1","0","2","4422"
"CreateOrUpdate","2022/06/06 14:55:30.294259","m_SKQuoteLib_OnNotifyQuote","2022/06/06 14:55:31.059891","00632R","元大台灣50反1","000000","000000","000000.000000","5.48","88","0.00","0.00","5.47","1683","5.48","14384","5.46","-0.02","5.52","-0.04","5.45","0.03","0.07","5.48","5.48","-0.02","0","88303","20220606","6.02","4.94","0","16","-1","0","2","106304"
"CreateOrUpdate","2022/06/06 14:55:30.294259","m_SKQuoteLib_OnNotifyQuote","2022/06/07 04:59:45.551913","UN2206","那斯達克2206","000000","000000","000000.000000","12605.00","1","-39.00","-0.31","12597.00","1","12607.00","1","12666.00","22.00","12813.00","-208.00","12534.00","71.00","279.00","12644.00","12642.00","24.00","0","4714","20220607","13421.00","11665.00","0","47","-1","2","2","6905"
"CreateOrUpdate","2022/06/06 14:55:30.309879","m_SKQuoteLib_OnNotifyQuote","2022/06/07 04:59:58.654931","TX07","台指07","000000","000000","000000.000000","16148.00","1","-19.00","-0.12","16145.00","2","16152.00","2","16180.00","13.00","16264.00","-116.00","16093.00","55.00","171.00","16167.00","16167.00","13.00","0","595","20220607","17714.00","14494.00","0","2","-1","2","2","1588"
"CreateOrUpdate","2022/06/06 14:55:30.309879","m_SKQuoteLib_OnNotifyQuote","2022/06/07 04:59:59.670567","MTX07","小台07","000000","000000","000000.000000","16153.00","1","-14.00","-0.09","16147.00","3","16155.00","6","16167.00","0.00","16262.00","-109.00","16096.00","57.00","166.00","16167.00","16166.00","1.00","0","4402","20220607","17714.00","14494.00","0","9","-1","2","2","9700"
"CreateOrUpdate","2022/06/06 14:55:30.325513","m_SKQuoteLib_OnNotifyQuote","2022/06/06 14:55:31.059891","2330","台積電","000000","000000","000000.000000","540.00","20","0.00","0.00","540.00","34","541.00","149","541.00","1.00","544.00","-4.00","538.00","2.00","6.00","540.00","540.00","1.00","0","17596","20220606","594.00","486.00","0","29305","-1","0","2","21315"
"CreateOrUpdate","2022/06/06 14:55:30.325513","m_SKQuoteLib_OnNotifyQuote","2022/06/07 04:59:47.161296","UD06","道瓊06","045901","520000","045901.520000","32905.00","2","-125.00","-0.38","32905.00","1","32933.00","1","33068.00","38.00","33222.00","-317.00","32818.00","87.00","404.00","33030.00","33030.00","38.00","0","1700","20220607","35081.00","30491.00","1464","42","0","2","2","3819"
"CreateOrUpdate","2022/06/06 14:55:30.325513","m_SKQuoteLib_OnNotifyQuote","2022/06/07 05:00:00.014319","TX06","台指06","045958","657000","045958.657000","16570.00","1","-30.00","-0.18","16569.00","3","16574.00","2","16604.00","4.00","16705.00","-135.00","16512.00","58.00","193.00","16600.00","16600.00","4.00","0","54302","20220607","18186.00","14880.00","29449","1","1","2","2","156303"
"CreateOrUpdate","2022/06/06 14:55:30.341130","m_SKQuoteLib_OnNotifyQuote","2022/06/07 05:00:00.014319","MTX06","小台06","045959","655000","045959.655000","16571.00","1","-29.00","-0.17","16569.00","2","16574.00","4","16602.00","2.00","16704.00","-133.00","16511.00","60.00","193.00","16600.00","16599.00","3.00","0","121917","20220607","18186.00","14880.00","70067","8","2","2","2","297063"
"CreateOrUpdate","2022/06/06 14:55:30.309879","m_SKQuoteLib_OnNotifyQuote","2022/06/07 04:59:52.676953","TX216300F2","台選W206C","000000","000000","000000.000000","254.00","1","-89.00","-25.95","255.00","1","363.00","1","351.00","8.00","423.00","-169.00","254.00","0.00","169.00","343.00","343.00","8.00","0","62","20220607","1960.00","0.10","0","7142","-1","3","2","143"
"CreateOrUpdate","2022/06/06 14:55:30.309879","m_SKQuoteLib_OnNotifyQuote","2022/06/07 04:59:51.051949","TX216400F2","台選W206C","000000","000000","000000.000000","217.00","1","-36.00","-14.23","199.00","1","221.00","1","271.00","18.00","330.00","-113.00","169.00","48.00","161.00","253.00","253.00","18.00","0","155","20220607","1890.00","0.10","0","7146","-1","3","2","700"
"CreateOrUpdate","2022/06/06 14:55:30.309879","m_SKQuoteLib_OnNotifyQuote","2022/06/07 04:59:58.201806","TX216500F2","台選W206C","000000","000000","000000.000000","131.00","1","-40.00","-23.39","129.00","1","131.00","1","177.00","6.00","241.00","-110.00","92.00","39.00","149.00","171.00","171.00","6.00","0","2412","20220607","1820.00","0.10","0","7150","-1","3","2","7376"
