更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","UN2403","那斯達克2403","000000","000000","000000.000000","17982.00","1","18.00","0.10","17979.00","1","18000.00","3","17940.00","-24.00","18063.00","-81.00","17939.00","43.00","124.00","17964.00","18000.00","-60.00","0","2104","20240227","19221.00","16707.00","0","4925","-1","2","2","3079"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.491167","TX04","台指04","000000","000000","000000.000000","18968.00","1","8.00","0.04","18958.00","11","18967.00","1","18960.00","0.00","18986.00","-18.00","18954.00","14.00","32.00","18960.00","18922.00","38.00","0","227","20240227","20856.00","17064.00","0","4866","-1","2","2","994"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.491167","MTX04","小台04","000000","000000","000000.000000","18963.00","1","3.00","0.02","18963.00","4","18966.00","2","18955.00","-5.00","18987.00","-24.00","18953.00","10.00","34.00","18960.00","18925.00","30.00","0","2392","20240227","20856.00","17064.00","0","4873","-1","2","2","8297"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","UD03","道瓊03","000000","000000","000000.000000","39165.00","2","25.00","0.06","39080.00","3","39151.00","3","39139.00","-1.00","39278.00","-113.00","39072.00","93.00","206.00","39140.00","39178.00","-39.00","0","297","20240227","41879.00","36401.00","0","4920","0","2","2","730"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.491167","TX03","台指03","000000","000000","000000.000000","18968.00","2","4.00","0.02","18963.00","11","18969.00","1","18968.00","4.00","18993.00","-25.00","18956.00","12.00","37.00","18964.00","18926.00","42.00","0","27970","20240227","20860.00","17068.00","0","4865","1","2","2","106180"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.491167","MTX03","小台03","000000","000000","000000.000000","18966.00","1","2.00","0.01","18965.00","20","18968.00","2","18967.00","3.00","18993.00","-27.00","18956.00","10.00","37.00","18964.00","18928.00","39.00","0","38389","20240227","20860.00","17068.00","0","4872","2","2","2","168479"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.509171","TXO18100C4","台選03C","000000","000000","000000.000000","0.00","0","0.00","0.00","785.00","2","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","890.00","835.00","0.00","0","0","20240227","2780.00","0.10","0","5659","-1","3","2","9"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO18300C4","台選03C","000000","000000","000000.000000","0.00","0","0.00","0.00","15.00","1","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","710.00","665.00","0.00","0","0","20240227","2600.00","0.10","0","5663","-1","3","2","23"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO18500C4","台選03C","000000","000000","000000.000000","550.00","1","5.00","0.92","390.00","1","695.00","4","545.00","0.00","555.00","-5.00","545.00","5.00","10.00","545.00","496.00","49.00","0","65","20240227","2430.00","0.10","0","5667","-1","3","2","77"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO18700C4","台選03C","000000","000000","000000.000000","395.00","1","6.00","1.54","380.00","1","415.00","6","393.00","4.00","399.00","-4.00","390.00","5.00","9.00","389.00","368.00","25.00","0","29","20240227","2280.00","0.10","0","5671","-1","3","2","262"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO18900C4","台選03C","000000","000000","000000.000000","267.00","4","12.00","4.71","257.00","1","270.00","1","266.00","11.00","274.00","-7.00","254.00","13.00","20.00","255.00","234.00","32.00","0","258","20240227","2140.00","0.10","0","5675","-1","3","2","1139"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO19100C4","台選03C","000000","000000","000000.000000","168.00","2","6.00","3.70","155.00","1","170.00","1","161.00","-1.00","172.00","-4.00","158.00","10.00","14.00","162.00","152.00","9.00","0","164","20240227","2050.00","0.10","0","5679","-1","3","2","937"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO19300C4","台選03C","000000","000000","000000.000000","93.00","1","1.00","1.09","92.00","1","98.00","18","96.00","4.00","101.00","-8.00","90.00","3.00","11.00","92.00","84.00","12.00","0","623","20240227","1980.00","0.10","0","5683","-1","3","2","1303"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO18100O4","台選03P","000000","000000","000000.000000","26.00","1","-2.00","-7.14","24.00","7","26.00","1","28.00","0.00","28.00","-2.00","26.00","0.00","2.00","28.00","34.00","-6.00","0","177","20240227","1920.00","0.10","0","5658","-1","3","2","746"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO18300O4","台選03P","000000","000000","000000.000000","42.00","1","-3.00","-6.67","41.50","1","43.00","1","44.00","-1.00","45.00","-3.00","41.50","0.50","3.50","45.00","54.00","-10.00","0","404","20240227","1930.00","0.10","0","5662","-1","3","2","2092"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.494169","TXO18500O4","台選03P","000000","000000","000000.000000","70.00","1","-5.00","-6.67","66.00","1","71.00","2","73.00","-2.00","74.00","-4.00","67.00","3.00","7.00","75.00","87.00","-14.00","0","615","20240227","1960.00","0.10","0","5666","-1","3","2","846"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.509171","TXO18700O4","台選03P","000000","000000","000000.000000","118.00","1","-3.00","-2.48","116.00","1","120.00","1","123.00","2.00","123.00","-5.00","114.00","4.00","9.00","121.00","138.00","-15.00","0","354","20240227","2010.00","0.10","0","5670","-1","3","2","1653"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO18900O4","台選03P","000000","000000","000000.000000","184.00","1","-11.00","-5.64","183.00","5","198.00","1","190.00","-5.00","197.00","-13.00","183.00","1.00","14.00","195.00","218.00","-28.00","0","371","20240227","2080.00","0.10","0","5674","-1","3","2","1259"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.509171","TXO19100O4","台選03P","000000","000000","000000.000000","289.00","1","-7.00","-2.36","278.00","4","307.00","1","290.00","-6.00","297.00","-8.00","281.00","8.00","16.00","296.00","326.00","-36.00","0","16","20240227","2190.00","0.10","0","5678","-1","3","2","197"
"m_SKQuoteLib_OnNotifyQuote","2024/02/27 05:41:43.508172","TXO19300O4","台選03P","000000","000000","000000.000000","430.00","2","3.00","0.70","392.00","2","480.00","1","427.00","0.00","430.00","0.00","412.00","18.00","18.00","427.00","462.00","-35.00","0","12","20240227","2320.00","0.10","0","5682","-1","3","2","63"
