建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/11 08:31:49.078169","UpdateQuote","2022/04/11 13:33:24.053525","TSEA","加權指","000000","000000","000000.000000","17048.37","17676","-236.17","-1.37","0.00","0","0.00","0","17273.05","-11.49","17316.35","-267.98","17046.67","1.70","269.68","17284.54","17284.54","-11.49","0","299515","20220411","19012.99","15556.09","30001","-1","0","2","246209"
"CreateQuote","2022/04/11 08:31:49.078169","UpdateQuote","2022/04/11 13:44:59.384475","0050","元大台灣50","000000","000000","000000.000000","132.45","385","-2.10","-1.56","132.45","15","132.50","375","134.15","-0.40","134.45","-2.00","132.20","0.25","2.25","134.55","134.55","-0.40","0","16581","20220411","148.00","121.10","0","-1","0","2","8930"
"CreateQuote","2022/04/11 08:31:49.079169","UpdateQuote","2022/04/11 13:44:59.534206","00632R","元大台灣50反1","000000","000000","000000.000000","5.40","5197","0.09","1.69","5.39","26118","5.40","7033","5.33","0.02","5.41","-0.01","5.31","0.09","0.10","5.31","5.31","0.02","0","162437","20220411","5.84","4.78","17","-1","0","2","135556"
"CreateQuote","2022/04/11 08:31:49.079169","UpdateQuote","2022/04/11 13:44:58.778017","TX06","台指06","000000","000000","000000.000000","16979.00","1","-265.00","-1.54","16978.00","5","16981.00","3","17273.00","29.00","17315.00","-336.00","16925.00","54.00","390.00","17244.00","17162.00","111.00","0","317","20220411","18968.00","15520.00","4172","-1","2","2","77"
"CreateQuote","2022/04/11 08:31:49.080169","UpdateQuote","2022/04/11 13:44:58.684172","MTX06","小台06","000000","000000","000000.000000","16976.00","1","-268.00","-1.55","16975.00","1","16980.00","2","17258.00","14.00","17319.00","-343.00","16920.00","56.00","399.00","17244.00","17165.00","93.00","0","2058","20220411","18968.00","15520.00","4179","-1","2","2","570"
"CreateQuote","2022/04/11 08:31:49.080169","UpdateQuote","2022/04/11 13:45:08.183769","2330","台積電","133000","000000","133000.000000","558.00","4513","-9.00","-1.59","558.00","924","559.00","177","563.00","-4.00","566.00","-8.00","558.00","0.00","8.00","567.00","567.00","-4.00","0","36567","20220411","623.00","511.00","29157","0","0","2","27971"
"CreateQuote","2022/04/11 08:31:49.080169","UpdateQuote","2022/04/11 13:44:39.787812","UD06","道瓊06","134440","953000","134440.953000","34444.00","1","-28.00","-0.08","34444.00","1","34450.00","10","34569.00","97.00","34817.00","-373.00","34383.00","61.00","434.00","34472.00","34664.00","-95.00","0","2263","20220411","36885.00","32059.00","4211","1","2","2","245"
"CreateQuote","2022/04/11 08:31:49.081170","UpdateQuote","2022/04/11 13:44:38.934141","UN2206","那斯達克2206","134440","062000","134440.062000","14240.00","2","-312.00","-2.14","14229.00","1","14256.00","1","14605.00","53.00","14644.00","-404.00","14200.00","40.00","444.00","14552.00","14333.00","272.00","0","5242","20220411","15570.00","13534.00","4216","2","2","2","579"
"CreateQuote","2022/04/11 08:31:49.081170","UpdateQuote","2022/04/11 13:44:58.778017","TX05","台指05","134455","594000","134455.594000","17010.00","1","-268.00","-1.55","17009.00","17","17012.00","3","17300.00","22.00","17352.00","-342.00","16950.00","60.00","402.00","17278.00","17200.00","100.00","0","3121","20220411","19005.00","15551.00","4171","3","2","2","940"
"CreateQuote","2022/04/11 08:31:49.082170","UpdateQuote","2022/04/11 13:44:58.684172","MTX05","小台05","134459","868000","134459.868000","17008.00","1","-270.00","-1.56","17007.00","3","17010.00","1","17299.00","21.00","17354.00","-346.00","16950.00","58.00","404.00","17278.00","17197.00","102.00","0","15168","20220411","19005.00","15551.00","4178","4","2","2","4363"
