建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/06/30 08:34:15.174860","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:33:14.614155","TSEA","加權指","000000","000000","000000.000000","14825.73","28547","-414.40","-2.72","0.00","0","0.00","0","15146.92","-93.21","15147.77","-322.04","14825.73","0.00","322.04","15240.13","15240.13","-93.21","0","259225","20220630","16764.14","13716.12","0","30082","-1","0","2","243996"
"CreateOrUpdate","2022/06/30 08:34:15.176861","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:44:59.765672","0050","元大台灣50","000000","000000","000000.000000","115.80","1042","-3.00","-2.53","115.75","41","115.80","79","117.70","-1.10","117.80","-2.00","115.50","0.30","2.30","118.80","118.80","-1.10","0","20264","20220630","130.65","106.95","0","0","-1","0","2","6226"
"CreateOrUpdate","2022/06/30 08:34:15.177859","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:44:59.963290","00632R","元大台灣50反1","000000","000000","000000.000000","6.00","12978","0.14","2.39","6.00","15739","6.01","10504","5.89","0.03","6.01","-0.01","5.89","0.11","0.12","5.86","5.86","0.03","0","330491","20220630","6.44","5.28","0","16","-1","0","2","156053"
"CreateOrUpdate","2022/06/30 08:34:15.177859","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:44:57.118015","UN2209","那斯達克2209","000000","000000","000000.000000","11578.00","1","-135.00","-1.15","11575.00","2","11608.00","1","11681.00","-32.00","11682.00","-104.00","11578.00","0.00","104.00","11713.00","11689.00","-8.00","0","6232","20220630","12532.00","10894.00","0","4366","-1","2","2","947"
"CreateOrUpdate","2022/06/30 08:34:15.178861","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:44:59.107108","TX08","台指08","000000","000000","000000.000000","14465.00","1","-385.00","-2.59","14462.00","16","14466.00","4","14767.00","-83.00","14772.00","-307.00","14455.00","10.00","317.00","14850.00","14810.00","-43.00","0","1504","20220630","16335.00","13365.00","0","4314","-1","2","2","812"
"CreateOrUpdate","2022/06/30 08:34:15.179859","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:44:59.107108","MTX08","小台08","000000","000000","000000.000000","14461.00","1","-389.00","-2.62","14460.00","12","14465.00","14","14769.00","-81.00","14780.00","-319.00","14453.00","8.00","327.00","14850.00","14819.00","-50.00","0","11751","20220630","16335.00","13365.00","0","4321","-1","2","2","5457"
"CreateOrUpdate","2022/06/30 08:34:15.184863","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:45:08.624702","2330","台積電","133000","000000","133000.000000","476.00","12174","-15.00","-3.05","476.00","842","477.00","30","484.50","-6.50","486.50","-10.50","476.00","0.00","10.50","491.00","491.00","-6.50","0","45978","20220630","540.00","442.00","9468","29232","0","0","2","30497"
"CreateOrUpdate","2022/06/30 08:34:15.185860","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:44:56.607380","UD09","道瓊09","134432","888000","134432.888000","30800.00","1","-157.00","-0.51","30785.00","11","30795.00","1","30983.00","26.00","30984.00","-184.00","30799.00","1.00","185.00","30957.00","31052.00","-69.00","0","2749","20220630","33123.00","28791.00","2280","4361","1","2","2","291"
"CreateOrUpdate","2022/06/30 08:34:15.186863","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:44:59.109107","TX07","台指07","134459","733000","134459.733000","14622.00","1","-394.00","-2.62","14622.00","16","14623.00","4","14931.00","-85.00","14945.00","-323.00","14610.00","12.00","335.00","15016.00","14979.00","-48.00","0","197620","20220630","16517.00","13515.00","98935","4313","2","2","2","100639"
"CreateOrUpdate","2022/06/30 08:34:15.186863","m_SKQuoteLib_OnNotifyQuote","2022/06/30 13:44:59.117008","MTX07","小台07","134500","005000","134500.005000","14622.00","1","-394.00","-2.62","14620.00","9","14622.00","8","14930.00","-86.00","14947.00","-325.00","14610.00","12.00","337.00","15016.00","14984.00","-54.00","0","366819","20220630","16517.00","13515.00","208983","4320","3","2","2","183022"
