建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/07/07 14:54:14.788771","m_SKQuoteLib_OnNotifyQuote","2022/07/07 14:54:14.854775","TSEA","加權指","000000","000000","000000.000000","14336.27","466","350.76","2.51","0.00","0","0.00","0","14052.18","66.67","14355.15","-18.88","13951.81","384.46","403.34","13985.51","13985.51","66.67","0","257381","20220707","15384.06","12586.96","0","30016","-1","0","2","247293"
"CreateOrUpdate","2022/07/07 14:54:14.791772","m_SKQuoteLib_OnNotifyQuote","2022/07/07 14:54:14.864788","0050","元大台灣50","000000","000000","000000.000000","112.10","21","3.25","2.99","112.05","47","112.10","49","109.45","0.60","112.15","-0.05","108.55","3.55","3.60","108.85","108.85","0.60","0","13401","20220707","119.70","98.00","0","0","-1","0","2","15489"
"CreateOrUpdate","2022/07/07 14:54:14.791772","m_SKQuoteLib_OnNotifyQuote","2022/07/07 14:54:14.854775","00632R","元大台灣50反1","000000","000000","000000.000000","6.16","701","-0.16","-2.53","6.16","1068","6.17","23575","6.26","-0.06","6.34","-0.18","6.13","0.03","0.21","6.32","6.32","-0.06","0","483289","20220707","6.95","5.69","0","16","-1","0","2","235701"
"CreateOrUpdate","2022/07/07 14:54:14.792770","m_SKQuoteLib_OnNotifyQuote","2022/07/08 04:58:56.776152","UN2209","那斯達克2209","000000","000000","000000.000000","12100.00","1","175.00","1.47","12103.00","1","12136.00","2","11924.00","-1.00","12172.00","-72.00","11895.00","205.00","277.00","11925.00","11925.00","-1.00","0","2695","20220708","12608.00","10960.00","0","54","-1","2","2","3952"
"CreateOrUpdate","2022/07/07 14:54:14.793771","m_SKQuoteLib_OnNotifyQuote","2022/07/08 04:59:58.525475","TX08","台指08","000000","000000","000000.000000","14228.00","1","195.00","1.39","14230.00","1","14238.00","1","14041.00","8.00","14243.00","-15.00","14035.00","193.00","208.00","14033.00","14030.00","11.00","0","568","20220708","15107.00","12361.00","0","2","-1","2","2","2342"
"CreateOrUpdate","2022/07/07 14:54:14.793771","m_SKQuoteLib_OnNotifyQuote","2022/07/08 04:59:59.024301","MTX08","小台08","000000","000000","000000.000000","14230.00","1","197.00","1.40","14229.00","1","14231.00","1","14035.00","2.00","14244.00","-14.00","14033.00","197.00","211.00","14033.00","14030.00","5.00","0","3910","20220708","15107.00","12361.00","0","9","-1","2","2","13937"
"CreateOrUpdate","2022/07/07 14:54:14.800773","m_SKQuoteLib_OnNotifyQuote","2022/07/07 14:54:14.853782","2330","台積電","000000","000000","000000.000000","457.50","87","22.00","5.05","457.00","59","457.50","62","442.00","6.50","459.00","-1.50","438.50","19.00","20.50","435.50","435.50","6.50","0","48098","20220707","479.00","392.00","0","29167","-1","0","2","40430"
"CreateOrUpdate","2022/07/07 14:54:14.800773","m_SKQuoteLib_OnNotifyQuote","2022/07/08 04:59:55.160411","UD09","道瓊09","045955","705000","045955.705000","31370.00","1","302.00","0.97","31360.00","1","31396.00","8","31088.00","20.00","31400.00","-30.00","31050.00","320.00","350.00","31068.00","31067.00","21.00","0","1967","20220708","32990.00","28674.00","1550","49","0","2","2","3838"
"CreateOrUpdate","2022/07/07 14:54:14.800773","m_SKQuoteLib_OnNotifyQuote","2022/07/08 04:59:59.404361","TX07","台指07","045959","124000","045959.124000","14387.00","1","200.00","1.41","14379.00","2","14387.00","1","14181.00","-6.00","14396.00","-9.00","14179.00","208.00","217.00","14187.00","14176.00","5.00","0","52720","20220708","15266.00","12492.00","26317","1","1","2","2","223446"
"CreateOrUpdate","2022/07/07 14:54:14.801775","m_SKQuoteLib_OnNotifyQuote","2022/07/08 04:59:59.404361","MTX07","小台07","045958","612000","045958.612000","14383.00","1","196.00","1.38","14381.00","1","14383.00","5","14185.00","-2.00","14396.00","-13.00","14180.00","203.00","216.00","14187.00","14181.00","4.00","0","110653","20220708","15266.00","12492.00","61501","8","2","2","2","433609"
