建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:33:25.041753","TSEA","加權指","000000","000000","000000.000000","16498.90","12324","-93.28","-0.56","0.00","0","0.00","0","16593.21","1.03","16604.87","-105.97","16465.99","32.91","138.88","16592.18","16592.18","1.03","0","177103","20220503","18251.40","14932.96","0","30269","-1","0","2","256104"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:45:00.886883","0050","元大台灣50","000000","000000","000000.000000","127.80","161","-0.95","-0.74","127.80","34","127.85","12","128.55","-0.20","128.70","-0.90","127.45","0.35","1.25","128.75","128.75","-0.20","0","6231","20220503","141.60","115.90","0","0","-1","0","2","11875"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:45:01.074414","00632R","元大台灣50反1","000000","000000","000000.000000","5.55","4562","0.04","0.73","5.54","14487","5.55","14056","5.53","0.02","5.56","-0.01","5.51","0.04","0.05","5.51","5.51","0.02","0","174896","20220503","6.06","4.96","0","17","-1","0","2","186133"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:44:40.219265","UN2206","那斯達克2206","000000","000000","000000.000000","13130.00","1","-243.00","-1.82","13118.00","1","13134.00","2","13086.00","-287.00","13168.00","-38.00","13073.00","57.00","95.00","13373.00","12918.00","168.00","0","5046","20220503","14309.00","12437.00","0","4296","-1","2","2","978"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:44:59.949329","TX06","台指06","000000","000000","000000.000000","16436.00","1","-105.00","-0.63","16434.00","1","16438.00","30","16449.00","-92.00","16530.00","-94.00","16400.00","36.00","130.00","16541.00","16367.00","82.00","0","1397","20220503","18195.00","14887.00","0","4251","-1","2","2","788"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:44:59.324079","MTX06","小台06","000000","000000","000000.000000","16435.00","1","-106.00","-0.64","16435.00","4","16438.00","2","16437.00","-104.00","16532.00","-97.00","16400.00","35.00","132.00","16541.00","16364.00","73.00","0","7837","20220503","18195.00","14887.00","0","4258","-1","2","2","4325"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:45:09.717298","2330","台積電","133000","000000","133000.000000","531.00","2725","-7.00","-1.30","531.00","700","532.00","1","538.00","0.00","540.00","-9.00","530.00","1.00","10.00","538.00","538.00","0.00","0","26174","20220503","591.00","484.50","5541","29426","0","0","2","36611"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:44:46.454049","UD06","道瓊06","134440","911000","134440.911000","33032.00","1","-833.00","-2.46","33032.00","1","33081.00","10","33029.00","-836.00","33117.00","-85.00","32970.00","62.00","147.00","33865.00","32989.00","40.00","0","4487","20220503","36235.00","31495.00","3383","4291","1","2","2","481"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:44:59.949329","TX05","台指05","134459","483000","134459.483000","16470.00","2","-111.00","-0.67","16471.00","1","16473.00","3","16487.00","-94.00","16570.00","-100.00","16434.00","36.00","136.00","16581.00","16402.00","85.00","0","159038","20220503","18239.00","14923.00","78528","4250","2","2","2","103875"
"CreateOrUpdateQuote","2022/05/03 12:19:07.596661","UpdateQuote","2022/05/03 13:44:59.715069","MTX05","小台05","134459","645000","134459.645000","16474.00","1","-107.00","-0.65","16472.00","4","16474.00","3","16485.00","-96.00","16570.00","-96.00","16434.00","40.00","136.00","16581.00","16405.00","80.00","0","310335","20220503","18239.00","14923.00","175138","4257","3","2","2","184852"
