建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 00:51:20.042411","TSEA","加權指","000000","000000","000000.000000","15901.04","550","68.50","0.43","0.00","0","0.00","0","15943.69","111.15","16032.85","-131.81","15847.46","53.58","185.39","15832.54","15832.54","111.15","0","239516","20220516","17415.79","14249.29","0","30391","-1","0","2","225570"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 00:51:20.042411","0050","元大台灣50","000000","000000","000000.000000","123.00","17","0.65","0.53","123.00","76","123.05","18","123.45","1.10","124.00","-1.00","122.50","0.50","1.50","122.35","122.35","1.10","0","5705","20220516","134.55","110.15","0","0","-1","0","2","6987"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 00:51:20.042411","00632R","元大台灣50反1","000000","000000","000000.000000","5.72","153","-0.03","-0.52","5.72","6577","5.73","18734","5.69","-0.06","5.75","-0.03","5.68","0.04","0.07","5.75","5.75","-0.06","0","170301","20220516","6.32","5.18","0","17","-1","0","2","189308"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:59:54.652538","UN2206","那斯達克2206","000000","000000","000000.000000","12230.00","1","-99.00","-0.80","12236.00","1","12258.00","1","12294.00","-35.00","12417.00","-187.00","12193.00","37.00","224.00","12329.00","12333.00","-39.00","0","4372","20220517","13192.00","11466.00","0","4286","-1","2","2","5891"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:59:59.778102","TX06","台指06","000000","000000","000000.000000","15876.00","1","-8.00","-0.05","15878.00","10","15884.00","4","15870.00","-14.00","15939.00","-63.00","15831.00","45.00","108.00","15884.00","15885.00","-15.00","0","5703","20220517","17472.00","14296.00","0","4243","-1","2","2","16085"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:59:58.653281","MTX06","小台06","000000","000000","000000.000000","15880.00","2","-4.00","-0.03","15880.00","1","15882.00","2","15877.00","-7.00","15939.00","-59.00","15830.00","50.00","109.00","15884.00","15884.00","-7.00","0","16435","20220517","17472.00","14296.00","0","4250","-1","2","2","30487"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 00:51:20.042411","2330","台積電","000000","000000","000000.000000","520.00","30","9.00","1.76","519.00","235","520.00","125","521.00","10.00","524.00","-4.00","518.00","2.00","6.00","511.00","511.00","10.00","0","21133","20220516","562.00","460.00","0","29546","-1","0","2","29030"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:59:00.777754","UD06","道瓊06","045900","340000","045900.340000","32126.00","2","108.00","0.34","32126.00","2","32162.00","1","32053.00","35.00","32449.00","-323.00","31876.00","250.00","573.00","32018.00","32019.00","34.00","0","3224","20220517","34259.00","29777.00","2529","4281","0","2","2","4254"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:59:59.778102","TX05","台指05","045959","417000","045959.417000","15919.00","1","-3.00","-0.02","15917.00","10","15920.00","4","15915.00","-7.00","15978.00","-59.00","15867.00","52.00","111.00","15922.00","15921.00","-6.00","0","55598","20220517","17514.00","14330.00","29843","4242","1","2","2","161401"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:59:58.903167","MTX05","小台05","045958","299000","045958.299000","15919.00","1","-3.00","-0.02","15918.00","7","15919.00","1","15909.00","-13.00","15978.00","-59.00","15866.00","53.00","112.00","15922.00","15923.00","-14.00","0","111454","20220517","17514.00","14330.00","64986","4249","2","2","2","293894"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:59:56.043682","TXO15900E2","台選05C","000000","000000","000000.000000","88.00","1","-26.00","-22.81","88.00","1","89.00","2","108.00","-6.00","133.00","-45.00","74.00","14.00","59.00","114.00","114.00","-6.00","0","13024","20220517","1700.00","0.10","0","6911","-1","3","2","14764"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:59:39.934536","TXO16000E2","台選05C","000000","000000","000000.000000","45.50","1","-18.50","-28.91","45.00","1","45.50","3","64.00","0.00","76.00","-30.50","37.50","8.00","38.50","64.00","64.00","0.00","0","18128","20220517","1650.00","0.10","0","6915","-1","3","2","30547"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:59:22.684341","TXO16100E2","台選05C","000000","000000","000000.000000","18.00","1","-12.00","-40.00","18.00","17","19.00","2","28.00","-2.00","38.00","-20.00","16.00","2.00","22.00","30.00","30.00","-2.00","0","9539","20220517","1620.00","0.10","0","6919","-1","3","2","27339"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:59:49.793476","TXO16200E2","台選05C","000000","000000","000000.000000","7.30","1","-3.70","-33.64","6.20","15","6.90","4","11.50","0.50","16.00","-8.70","6.10","1.20","9.90","11.00","11.00","0.50","0","5879","20220517","1600.00","0.10","0","6923","-1","3","2","29460"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:59:40.918368","TXO16300E2","台選05C","000000","000000","000000.000000","3.60","1","-0.90","-20.00","2.70","1","3.30","4","3.30","-1.20","6.00","-2.40","2.50","1.10","3.50","4.50","4.50","-1.20","0","1487","20220517","1590.00","0.10","0","6927","-1","3","2","16289"
"CreateOrUpdate","2022/05/17 00:51:19.823397","Update","2022/05/17 04:56:03.434025","TXO16400E2","台選05C","000000","000000","000000.000000","1.50","1","-0.90","-37.50","1.00","9","1.50","8","2.50","0.10","3.00","-1.50","1.00","0.50","2.00","2.40","2.40","0.10","0","554","20220517","1590.00","0.10","0","6931","-1","3","2","8861"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:59:57.684907","TXO16500E2","台選05C","000000","000000","000000.000000","0.90","2","-0.50","-35.71","0.90","5","1.20","5","0.40","-1.00","1.80","-0.90","0.40","0.50","1.40","1.40","1.40","-1.00","0","281","20220517","1590.00","0.10","0","6935","-1","3","2","5787"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:59:57.793812","TXO15900Q2","台選05P","000000","000000","000000.000000","71.00","1","-22.00","-23.66","71.00","9","78.00","2","105.00","12.00","120.00","-49.00","50.00","21.00","70.00","93.00","93.00","12.00","0","13500","20220517","1680.00","0.10","0","6910","-1","3","2","20106"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:59:39.934536","TXO16000Q2","台選05P","000000","000000","000000.000000","131.00","1","-10.00","-7.09","131.00","1","143.00","2","148.00","7.00","178.00","-47.00","92.00","39.00","86.00","141.00","141.00","7.00","0","5687","20220517","1730.00","0.10","0","6914","-1","3","2","16827"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:59:43.794081","TXO16100Q2","台選05P","000000","000000","000000.000000","220.00","1","10.00","4.76","185.00","1","218.00","1","215.00","5.00","248.00","-28.00","160.00","60.00","88.00","210.00","210.00","5.00","0","1759","20220517","1800.00","0.10","0","6918","-1","3","2","3718"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:58:53.294341","TXO16200Q2","台選05P","000000","000000","000000.000000","309.00","1","18.00","6.19","246.00","1","296.00","2","309.00","18.00","339.00","-30.00","238.00","71.00","101.00","291.00","291.00","18.00","0","288","20220517","1880.00","0.10","0","6922","-1","3","2","1915"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:58:00.434148","TXO16300Q2","台選05P","000000","000000","000000.000000","401.00","1","18.00","4.70","250.00","1","425.00","4","400.00","17.00","429.00","-28.00","368.00","33.00","61.00","383.00","383.00","17.00","0","64","20220517","1970.00","0.10","0","6926","-1","3","2","475"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:58:00.434148","TXO16400Q2","台選05P","000000","000000","000000.000000","496.00","1","16.00","3.33","450.00","1","545.00","1","480.00","0.00","540.00","-44.00","450.00","46.00","90.00","480.00","480.00","0.00","0","37","20220517","2070.00","0.10","0","6930","-1","3","2","105"
"CreateOrUpdate","2022/05/17 00:51:19.839146","Update","2022/05/17 04:58:00.434148","TXO16500Q2","台選05P","000000","000000","000000.000000","610.00","1","30.00","5.17","520.00","1","920.00","2","570.00","-10.00","610.00","0.00","560.00","50.00","50.00","580.00","590.00","-20.00","0","6","20220517","2170.00","0.10","0","6934","-1","3","2","49"
