建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdateQuote","2022/05/04 08:33:29.607785","UpdateQuote","2022/05/04 13:33:14.052522","TSEA","加權指","000000","000000","000000.000000","16565.83","14069","66.93","0.41","0.00","0","0.00","0","16531.37","32.47","16617.06","-51.23","16514.30","51.53","102.76","16498.90","16498.90","32.47","0","192355","20220504","18148.79","14849.01","0","30366","-1","0","2","177454"
"CreateOrUpdateQuote","2022/05/04 08:33:29.609794","UpdateQuote","2022/05/04 13:44:59.548163","0050","元大台灣50","000000","000000","000000.000000","127.80","83","0.00","0.00","127.80","10","127.85","5","128.30","0.50","128.45","-0.65","127.50","0.30","0.95","127.80","127.80","0.50","0","9891","20220504","140.55","115.05","0","0","-1","0","2","6254"
"CreateOrUpdateQuote","2022/05/04 08:33:29.609794","UpdateQuote","2022/05/04 13:44:59.698471","00632R","元大台灣50反1","000000","000000","000000.000000","5.52","2143","-0.03","-0.54","5.52","13526","5.53","14195","5.52","-0.03","5.54","-0.02","5.50","0.02","0.04","5.55","5.55","-0.03","0","118342","20220504","6.10","5.00","0","17","-1","0","2","175126"
"CreateOrUpdateQuote","2022/05/04 08:33:29.610795","UpdateQuote","2022/05/04 13:44:49.243470","UN2206","那斯達克2206","000000","000000","000000.000000","13114.00","1","-16.00","-0.12","13105.00","3","13127.00","1","13125.00","-5.00","13145.00","-31.00","13093.00","21.00","52.00","13130.00","13108.00","17.00","0","4124","20220504","14049.00","12211.00","0","4306","-1","2","2","723"
"CreateOrUpdateQuote","2022/05/04 08:33:29.611786","UpdateQuote","2022/05/04 13:44:58.625826","TX06","台指06","000000","000000","000000.000000","16483.00","1","47.00","0.29","16481.00","6","16484.00","2","16467.00","31.00","16550.00","-67.00","16453.00","30.00","97.00","16436.00","16450.00","17.00","0","1484","20220504","18079.00","14793.00","0","4259","-1","2","2","765"
"CreateOrUpdateQuote","2022/05/04 08:33:29.611786","UpdateQuote","2022/05/04 13:44:58.501497","MTX06","小台06","000000","000000","000000.000000","16482.00","1","46.00","0.28","16480.00","1","16483.00","1","16460.00","24.00","16551.00","-69.00","16453.00","29.00","98.00","16436.00","16448.00","12.00","0","6455","20220504","18079.00","14793.00","0","4266","-1","2","2","3759"
"CreateOrUpdateQuote","2022/05/04 08:33:29.615787","UpdateQuote","2022/05/04 13:45:08.348231","2330","台積電","133000","000000","133000.000000","534.00","2313","3.00","0.56","533.00","34","534.00","255","533.00","2.00","537.00","-3.00","530.00","4.00","7.00","531.00","531.00","2.00","0","16518","20220504","584.00","478.00","4010","29523","0","0","2","26195"
"CreateOrUpdateQuote","2022/05/04 08:33:29.615787","UpdateQuote","2022/05/04 13:44:39.148502","UD06","道瓊06","134440","380000","134440.380000","33036.00","1","-3.00","-0.01","33036.00","11","33054.00","1","33070.00","31.00","33131.00","-95.00","33030.00","6.00","101.00","33039.00","33106.00","-36.00","0","4187","20220504","35351.00","30727.00","3164","4301","1","2","2","402"
"CreateOrUpdateQuote","2022/05/04 08:33:29.615787","UpdateQuote","2022/05/04 13:44:58.624250","TX05","台指05","134459","789000","134459.789000","16519.00","1","47.00","0.29","16519.00","6","16520.00","2","16505.00","33.00","16589.00","-70.00","16489.00","30.00","100.00","16472.00","16487.00","18.00","0","133861","20220504","18119.00","14825.00","65049","4258","2","2","2","90179"
"CreateOrUpdateQuote","2022/05/04 08:33:29.615787","UpdateQuote","2022/05/04 13:44:58.749404","MTX05","小台05","134459","992000","134459.992000","16520.00","2","48.00","0.29","16516.00","28","16520.00","18","16503.00","31.00","16589.00","-69.00","16489.00","31.00","100.00","16472.00","16484.00","19.00","0","260780","20220504","18119.00","14825.00","144585","4265","3","2","2","159013"
"CreateOrUpdateQuote","2022/05/04 08:33:29.612786","UpdateQuote","2022/05/04 13:44:48.706733","TXO16200Q2","台選05P","000000","000000","000000.000000","145.00","1","-40.00","-21.62","145.00","1","146.00","14","163.00","-22.00","163.00","-18.00","129.00","16.00","34.00","185.00","166.00","-3.00","0","2663","20220504","1830.00","0.10","0","6626","-1","3","2","1508"
"CreateOrUpdateQuote","2022/05/04 08:33:29.612786","UpdateQuote","2022/05/04 13:44:55.706122","TXO16200E2","台選05C","000000","000000","000000.000000","467.00","1","10.00","2.19","458.00","15","469.00","1","443.00","-14.00","515.00","-48.00","443.00","24.00","72.00","457.00","443.00","0.00","0","295","20220504","2100.00","0.10","0","6627","-1","3","2","222"
"CreateOrUpdateQuote","2022/05/04 08:33:29.612786","UpdateQuote","2022/05/04 13:44:54.329201","TXO16300Q2","台選05P","000000","000000","000000.000000","173.00","11","-39.00","-18.40","171.00","21","174.00","16","195.00","-17.00","195.00","-22.00","152.00","21.00","43.00","212.00","195.00","0.00","0","2309","20220504","1860.00","0.10","0","6628","-1","3","2","1783"
"CreateOrUpdateQuote","2022/05/04 08:33:29.612786","UpdateQuote","2022/05/04 13:44:56.454646","TXO16300E2","台選05C","000000","000000","000000.000000","396.00","1","19.00","5.04","376.00","1","397.00","1","393.00","16.00","432.00","-36.00","378.00","18.00","54.00","377.00","393.00","0.00","0","427","20220504","2020.00","0.10","0","6629","-1","3","2","304"
"CreateOrUpdateQuote","2022/05/04 08:33:29.613786","UpdateQuote","2022/05/04 13:44:48.954043","TXO16400Q2","台選05P","000000","000000","000000.000000","205.00","12","-42.00","-17.00","204.00","1","206.00","18","240.00","-7.00","240.00","-35.00","180.00","25.00","60.00","247.00","248.00","-8.00","0","2419","20220504","1890.00","0.10","0","6630","-1","3","2","1198"
"CreateOrUpdateQuote","2022/05/04 08:33:29.613786","UpdateQuote","2022/05/04 13:44:56.079636","TXO16400E2","台選05C","000000","000000","000000.000000","324.00","1","4.00","1.25","303.00","1","330.00","1","320.00","0.00","359.00","-35.00","309.00","15.00","50.00","320.00","320.00","0.00","0","838","20220504","1960.00","0.10","0","6631","-1","3","2","717"
"CreateOrUpdateQuote","2022/05/04 08:33:29.613786","UpdateQuote","2022/05/04 13:44:54.716141","TXO16500Q2","台選05P","000000","000000","000000.000000","242.00","1","-47.00","-16.26","242.00","1","245.00","20","287.00","-2.00","287.00","-45.00","214.00","28.00","73.00","289.00","260.00","27.00","0","2624","20220504","1930.00","0.10","0","6632","-1","3","2","1328"
"CreateOrUpdateQuote","2022/05/04 08:33:29.614787","UpdateQuote","2022/05/04 13:44:58.204627","TXO16500E2","台選05C","000000","000000","000000.000000","260.00","1","-1.00","-0.38","260.00","19","265.00","1","265.00","4.00","298.00","-38.00","248.00","12.00","50.00","261.00","258.00","7.00","0","2049","20220504","1910.00","0.10","0","6633","-1","3","2","1628"
"CreateOrUpdateQuote","2022/05/04 08:33:29.614787","UpdateQuote","2022/05/04 13:44:53.722460","TXO16600Q2","台選05P","000000","000000","000000.000000","286.00","1","-50.00","-14.88","286.00","14","290.00","1","336.00","0.00","336.00","-50.00","249.00","37.00","87.00","336.00","305.00","31.00","0","1607","20220504","1980.00","0.10","0","6634","-1","3","2","1022"
"CreateOrUpdateQuote","2022/05/04 08:33:29.614787","UpdateQuote","2022/05/04 13:44:58.204627","TXO16600E2","台選05C","000000","000000","000000.000000","208.00","4","3.00","1.46","205.00","26","208.00","1","203.00","-2.00","235.00","-27.00","192.00","16.00","43.00","205.00","202.00","1.00","0","2904","20220504","1850.00","0.10","0","6635","-1","3","2","1699"
