更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","UN2312","那斯達克2312","000000","000000","000000.000000","15910.00","5","83.00","0.52","15896.00","1","15915.00","4","15801.00","-26.00","15964.00","-54.00","15766.00","144.00","198.00","15827.00","15889.00","-88.00","0","2149","20231206","16934.00","14720.00","0","4867","-1","2","2","2714"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TX03","台指03","000000","000000","000000.000000","17336.00","1","28.00","0.16","17334.00","4","17343.00","2","17276.00","-32.00","17354.00","-18.00","17275.00","61.00","79.00","17308.00","17286.00","-10.00","0","9","20231206","19038.00","15578.00","0","4815","-1","2","2","111"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.907231","MTX03","小台03","000000","000000","000000.000000","17345.00","1","37.00","0.21","17336.00","2","17340.00","3","17285.00","-23.00","17355.00","-10.00","17277.00","68.00","78.00","17308.00","17332.00","-47.00","0","295","20231206","19038.00","15578.00","0","4822","-1","2","2","675"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","UD12","道瓊12","000000","000000","000000.000000","36212.00","1","25.00","0.07","36151.00","1","36219.00","9","36167.00","-20.00","36227.00","-15.00","36055.00","157.00","172.00","36187.00","36260.00","-93.00","0","557","20231206","38720.00","33654.00","0","4862","0","2","2","823"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TX12","台指12","000000","000000","000000.000000","17335.00","4","26.00","0.15","17335.00","15","17341.00","6","17280.00","-29.00","17358.00","-23.00","17272.00","63.00","86.00","17309.00","17319.00","-39.00","0","40889","20231206","19039.00","15579.00","0","4812","1","2","2","123504"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","MTX12","小台12","000000","000000","000000.000000","17335.00","1","26.00","0.15","17336.00","2","17338.00","3","17282.00","-27.00","17359.00","-24.00","17272.00","63.00","87.00","17309.00","17313.00","-31.00","0","77585","20231206","19039.00","15579.00","0","4819","2","2","2","219722"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO16500L3","台選12C","000000","000000","000000.000000","0.00","0","0.00","0.00","710.00","1","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","815.00","870.00","0.00","0","0","20231206","2540.00","0.10","0","75","-1","3","2","3"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO16700L3","台選12C","000000","000000","000000.000000","650.00","8","25.00","4.00","590.00","10","835.00","1","590.00","-35.00","670.00","-20.00","590.00","60.00","80.00","625.00","590.00","0.00","0","952","20231206","2350.00","0.10","0","79","-1","3","2","248"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO16900L3","台選12C","000000","000000","000000.000000","452.00","1","7.00","1.57","460.00","1","500.00","1","421.00","-24.00","480.00","-28.00","417.00","35.00","63.00","445.00","436.00","-15.00","0","245","20231206","2170.00","0.10","0","83","-1","3","2","1039"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO17100L3","台選12C","000000","000000","000000.000000","310.00","1","19.00","6.53","305.00","1","324.00","1","268.00","-23.00","320.00","-10.00","268.00","42.00","52.00","291.00","312.00","-44.00","0","165","20231206","2020.00","0.10","0","87","-1","3","2","620"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO17300L3","台選12C","000000","000000","000000.000000","182.00","1","14.00","8.33","173.00","1","185.00","2","151.00","-17.00","187.00","-5.00","150.00","32.00","37.00","168.00","187.00","-36.00","0","701","20231206","1900.00","0.10","0","91","-1","3","2","2736"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO17500L3","台選12C","000000","000000","000000.000000","90.00","2","6.00","7.14","88.00","2","93.00","1","74.00","-10.00","94.00","-4.00","73.00","17.00","21.00","84.00","93.00","-19.00","0","1298","20231206","1810.00","0.10","0","95","-1","3","2","4523"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO17700L3","台選12C","000000","000000","000000.000000","38.50","2","3.00","8.45","37.00","1","38.50","2","30.50","-5.00","39.50","-1.00","29.50","9.00","10.00","35.50","41.50","-11.00","0","1491","20231206","1760.00","0.10","0","99","-1","3","2","5406"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO16500X3","台選12P","000000","000000","000000.000000","7.80","1","-0.80","-9.30","6.90","1","9.30","1","10.00","1.40","10.00","-2.20","6.30","1.50","3.70","8.60","11.00","-1.00","0","139","20231206","1740.00","0.10","0","74","-1","3","2","2464"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO16700X3","台選12P","000000","000000","000000.000000","14.00","2","-3.50","-20.00","12.50","1","15.50","1","21.50","4.00","21.50","-7.50","12.50","1.50","9.00","17.50","26.00","-4.50","0","608","20231206","1750.00","0.10","0","78","-1","3","2","1905"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO16900X3","台選12P","000000","000000","000000.000000","30.50","4","-8.50","-21.79","30.50","1","32.50","1","45.50","6.50","45.50","-15.00","28.00","2.50","17.50","39.00","48.00","-2.50","0","1128","20231206","1770.00","0.10","0","82","-1","3","2","3694"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO17100X3","台選12P","000000","000000","000000.000000","68.00","3","-16.00","-19.05","67.00","2","71.00","100","91.00","7.00","95.00","-27.00","64.00","4.00","31.00","84.00","92.00","-1.00","0","1411","20231206","1810.00","0.10","0","86","-1","3","2","4511"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.912232","TXO17300X3","台選12P","000000","000000","000000.000000","137.00","1","-22.00","-13.84","133.00","2","149.00","1","172.00","13.00","177.00","-40.00","131.00","6.00","46.00","159.00","160.00","12.00","0","1073","20231206","1890.00","0.10","0","90","-1","3","2","2814"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.911232","TXO17500X3","台選12P","000000","000000","000000.000000","251.00","7","-24.00","-8.73","247.00","8","350.00","2","293.00","18.00","302.00","-51.00","237.00","14.00","65.00","275.00","269.00","24.00","0","207","20231206","2000.00","0.10","0","94","-1","3","2","547"
"m_SKQuoteLib_OnNotifyQuote","2023/12/06 05:34:06.928236","TXO17700X3","台選12P","000000","000000","000000.000000","399.00","1","-31.00","-7.21","382.00","1","430.00","1","451.00","21.00","457.00","-58.00","383.00","16.00","74.00","430.00","445.00","6.00","0","31","20231206","2160.00","0.10","0","98","-1","3","2","213"
