更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.961482","UN2312","那斯達克2312","000000","000000","000000.000000","14732.00","1","-211.00","-1.41","14725.00","1","14738.00","1","14981.00","38.00","15032.00","-300.00","14670.00","62.00","362.00","14943.00","15001.00","-20.00","0","3964","20231004","15989.00","13897.00","0","4777","-1","2","2","4369"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.962482","TX11","台指11","000000","000000","000000.000000","16315.00","1","-101.00","-0.62","16310.00","1","16313.00","2","16432.00","16.00","16450.00","-135.00","16292.00","23.00","158.00","16416.00","16518.00","-86.00","0","694","20231004","18057.00","14775.00","0","4723","-1","2","2","1472"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.962482","MTX11","小台11","000000","000000","000000.000000","16313.00","1","-103.00","-0.63","16310.00","10","16315.00","2","16423.00","7.00","16449.00","-136.00","16292.00","21.00","157.00","16416.00","16515.00","-92.00","0","6560","20231004","18057.00","14775.00","0","4730","-1","2","2","10673"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.961482","UD12","道瓊12","000000","000000","000000.000000","33178.00","1","-396.00","-1.18","33179.00","1","33200.00","1","33633.00","59.00","33712.00","-534.00","33150.00","28.00","562.00","33574.00","33641.00","-8.00","0","1784","20231004","35924.00","31224.00","0","4772","0","2","2","1636"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.961482","TX10","台指10","000000","000000","000000.000000","16305.00","4","-106.00","-0.65","16302.00","1","16303.00","2","16428.00","17.00","16444.00","-139.00","16282.00","23.00","162.00","16411.00","16511.00","-83.00","0","57629","20231004","18052.00","14770.00","0","4722","1","2","2","133653"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.965482","MTX10","小台10","000000","000000","000000.000000","16304.00","1","-107.00","-0.65","16303.00","7","16304.00","1","16426.00","15.00","16444.00","-140.00","16282.00","22.00","162.00","16411.00","16512.00","-86.00","0","102451","20231004","18052.00","14770.00","0","4729","2","2","2","235900"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.962482","TXO16300J3","台選10C","000000","000000","000000.000000","189.00","1","-58.00","-23.48","190.00","2","205.00","1","252.00","5.00","261.00","-72.00","187.00","2.00","74.00","247.00","287.00","-35.00","0","619","20231004","1890.00","0.10","0","51","-1","3","2","606"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.965482","TXO16500J3","台選10C","000000","000000","000000.000000","110.00","1","-23.00","-17.29","109.00","2","117.00","4","140.00","7.00","150.00","-40.00","103.00","7.00","47.00","133.00","180.00","-40.00","0","1605","20231004","1770.00","0.10","0","55","-1","3","2","3708"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.961482","TXO16700J3","台選10C","000000","000000","000000.000000","55.00","1","-9.00","-14.06","54.00","2","57.00","2","64.00","0.00","76.00","-21.00","53.00","2.00","23.00","64.00","92.00","-28.00","0","1808","20231004","1700.00","0.10","0","59","-1","3","2","5936"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.961482","TXO16900J3","台選10C","000000","000000","000000.000000","26.00","1","-1.50","-5.45","25.00","1","27.00","1","29.50","2.00","34.00","-8.00","24.00","2.00","10.00","27.50","39.50","-10.00","0","2336","20231004","1670.00","0.10","0","63","-1","3","2","4645"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.962482","TXO17100J3","台選10C","000000","000000","000000.000000","11.50","5","0.00","0.00","10.00","13","11.00","1","12.50","1.00","14.00","-2.50","10.50","1.00","3.50","11.50","15.00","-2.50","0","729","20231004","1650.00","0.10","0","67","-1","3","2","3887"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.962482","TXO17300J3","台選10C","000000","000000","000000.000000","6.70","1","1.20","21.82","5.10","1","6.70","11","6.40","0.90","6.80","-0.10","5.20","1.50","1.60","5.50","8.10","-1.70","0","194","20231004","1650.00","0.10","0","71","-1","3","2","1134"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.961482","TXO17500J3","台選10C","000000","000000","000000.000000","3.20","2","-0.30","-8.57","3.10","3","3.90","1","3.90","0.40","4.20","-1.00","3.20","0.00","1.00","3.50","3.50","0.40","0","23","20231004","1640.00","0.10","0","75","-1","3","2","240"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.965482","TXO16300V3","台選10P","000000","000000","000000.000000","196.00","1","65.00","49.62","194.00","2","196.00","5","131.00","0.00","201.00","-5.00","118.00","78.00","83.00","131.00","88.00","43.00","0","1548","20231004","1770.00","0.10","0","50","-1","3","2","3906"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.961482","TXO16500V3","台選10P","000000","000000","000000.000000","314.00","5","88.00","38.94","303.00","1","320.00","1","225.00","-1.00","320.00","-6.00","206.00","108.00","114.00","226.00","179.00","46.00","0","1015","20231004","1870.00","0.10","0","54","-1","3","2","2202"
"m_SKQuoteLib_OnNotifyQuote","2023/10/04 05:47:38.961482","TXO16700V3","台選10P","000000","000000","000000.000000","445.00","1","91.00","25.71","340.00","1","0.00","0","343.00","-11.00","445.00","0.00","331.00","114.00","114.00","354.00","310.00","33.00","0","119","20231004","1990.00","0.10","0","58","-1","3","2","490"
