建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/22 18:30:04.458455","UpdateQuote","2022/04/22 18:30:04.484969","TSEA","加權指","000000","000000","000000.000000","17025.09","593","-102.86","-0.60","0.00","0","0.00","0","17088.76","-39.19","17088.76","-63.67","16923.87","101.22","164.89","17127.95","17127.95","-39.19","0","268794","20220422","18840.74","15415.16","30395","-1","0","2","244361"
"CreateQuote","2022/04/22 18:30:04.458455","UpdateQuote","2022/04/22 18:30:04.482969","0050","元大台灣50","000000","000000","000000.000000","131.60","15","-1.15","-0.87","131.60","1","131.65","32","131.40","-1.35","131.75","-0.15","130.85","0.75","0.90","132.75","132.75","-1.35","0","11190","20220422","146.00","119.50","0","-1","0","2","3972"
"CreateQuote","2022/04/22 18:30:04.459448","UpdateQuote","2022/04/22 18:30:04.484969","00632R","元大台灣50反1","000000","000000","000000.000000","5.38","70","0.04","0.75","5.38","17234","5.39","15623","5.41","0.07","5.43","-0.05","5.38","0.00","0.05","5.34","5.34","0.07","0","137542","20220422","5.87","4.81","17","-1","0","2","78914"
"CreateQuote","2022/04/22 18:30:04.459448","UpdateQuote","2022/04/23 04:59:48.170152","UN2206","那斯達克2206","000000","000000","000000.000000","13307.00","2","-431.00","-3.14","13305.00","1","13312.00","2","13743.00","5.00","13780.00","-473.00","13301.00","6.00","479.00","13738.00","13738.00","5.00","0","3989","20220425","14699.00","12777.00","4216","-1","2","2","6373"
"CreateQuote","2022/04/22 18:30:04.460454","UpdateQuote","2022/04/23 04:59:56.539814","TX06","台指06","000000","000000","000000.000000","16654.00","1","-300.00","-1.77","16647.00","1","16654.00","1","16969.00","15.00","16971.00","-317.00","16640.00","14.00","331.00","16954.00","16955.00","14.00","0","599","20220425","18649.00","15259.00","4171","-1","2","2","1138"
"CreateQuote","2022/04/22 18:30:04.460454","UpdateQuote","2022/04/23 04:59:59.161784","MTX06","小台06","000000","000000","000000.000000","16651.00","1","-303.00","-1.79","16650.00","1","16652.00","1","16949.00","-5.00","16979.00","-328.00","16639.00","12.00","340.00","16954.00","16958.00","-9.00","0","4422","20220425","18649.00","15259.00","4178","-1","2","2","8117"
"CreateQuote","2022/04/22 18:30:04.461450","UpdateQuote","2022/04/22 18:30:04.484969","2330","台積電","000000","000000","000000.000000","558.00","33","-7.00","-1.24","558.00","27","559.00","1811","558.00","-7.00","559.00","-1.00","557.00","1.00","2.00","565.00","565.00","-7.00","0","29209","20220422","621.00","509.00","29552","-1","0","2","18321"
"CreateQuote","2022/04/22 18:30:04.461450","UpdateQuote","2022/04/23 04:59:33.662537","UD06","道瓊06","045859","732000","045859.732000","33605.00","1","-1063.00","-3.07","33601.00","1","33630.00","1","34664.00","-4.00","34718.00","-1113.00","33593.00","12.00","1125.00","34668.00","34668.00","-4.00","0","3638","20220425","37094.00","32242.00","4211","0","2","2","3795"
"CreateQuote","2022/04/22 18:30:04.461450","UpdateQuote","2022/04/23 04:59:56.569846","TX05","台指05","045957","343000","045957.343000","16686.00","1","-306.00","-1.80","16682.00","3","16686.00","1","16997.00","5.00","17012.00","-326.00","16672.00","14.00","340.00","16992.00","16992.00","5.00","0","71048","20220425","18691.00","15293.00","4170","1","2","2","156268"
"CreateQuote","2022/04/22 18:30:04.462450","UpdateQuote","2022/04/23 04:59:59.169643","MTX05","小台05","045959","965000","045959.965000","16682.00","1","-310.00","-1.82","16682.00","6","16683.00","1","16998.00","6.00","17013.00","-331.00","16673.00","9.00","340.00","16992.00","16990.00","8.00","0","147559","20220425","18691.00","15293.00","4177","2","2","2","279569"
