建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/15 08:33:07.399916","UpdateQuote","2022/04/15 13:31:15.042955","TSEA","加權指","000000","000000","000000.000000","17004.18","15411","-241.47","-1.40","0.00","0","0.00","0","17139.34","-106.31","17141.33","-137.15","17004.18","0.00","137.15","17245.65","17245.65","-106.31","0","268165","20220415","18970.22","15521.08","30205","-1","0","2","255561"
"CreateQuote","2022/04/15 08:33:07.399916","UpdateQuote","2022/04/15 13:45:00.979302","0050","元大台灣50","000000","000000","000000.000000","132.25","812","-2.30","-1.71","132.20","6","132.25","124","132.85","-1.70","133.05","-0.80","132.00","0.25","1.05","134.55","134.55","-1.70","0","20624","20220415","148.00","121.10","0","-1","0","2","4941"
"CreateQuote","2022/04/15 08:33:07.400916","UpdateQuote","2022/04/15 13:45:01.129268","00632R","元大台灣50反1","000000","000000","000000.000000","5.40","4694","0.09","1.69","5.39","25670","5.40","7859","5.37","0.06","5.41","-0.01","5.36","0.04","0.05","5.31","5.31","0.06","0","191540","20220415","5.84","4.78","17","-1","0","2","99444"
"CreateQuote","2022/04/15 08:33:07.400916","UpdateQuote","2022/04/15 13:45:00.895289","TX06","台指06","000000","000000","000000.000000","16915.00","1","-299.00","-1.74","16910.00","4","16917.00","13","17030.00","-184.00","17031.00","-116.00","16892.00","23.00","139.00","17214.00","17035.00","-5.00","0","223","20220415","18935.00","15493.00","3","-1","2","2","80"
"CreateQuote","2022/04/15 08:33:07.400916","UpdateQuote","2022/04/15 13:45:00.895289","MTX06","小台06","000000","000000","000000.000000","16910.00","1","-304.00","-1.77","16913.00","1","16918.00","7","17010.00","-204.00","17040.00","-130.00","16894.00","16.00","146.00","17214.00","17054.00","-44.00","0","2432","20220415","18935.00","15493.00","10","-1","2","2","588"
"CreateQuote","2022/04/15 08:33:07.401916","UpdateQuote","2022/04/15 13:45:10.117983","2330","台積電","133000","000000","133000.000000","562.00","4386","-11.00","-1.92","561.00","2102","562.00","141","562.00","-11.00","566.00","-4.00","561.00","1.00","5.00","573.00","573.00","-11.00","0","27961","20220415","630.00","516.00","29361","0","0","2","19017"
"CreateQuote","2022/04/15 08:33:07.401916","UpdateQuote","2022/04/15 13:43:47.729887","UD06","道瓊06","134347","646000","134347.646000","34360.00","1","-182.00","-0.53","34350.00","4","34374.00","1","34336.00","-206.00","34420.00","-60.00","34336.00","24.00","84.00","34542.00","34316.00","20.00","0","1973","20220415","36959.00","32125.00","40","1","2","2","248"
"CreateQuote","2022/04/15 08:33:07.402917","UpdateQuote","2022/04/15 13:44:40.577198","UN2206","那斯達克2206","134440","586000","134440.586000","13895.00","1","-395.00","-2.76","13895.00","9","13897.00","1","13910.00","-380.00","13950.00","-55.00","13890.00","5.00","60.00","14290.00","13910.00","0.00","0","3702","20220415","15290.00","13290.00","45","2","2","2","608"
"CreateQuote","2022/04/15 08:33:07.402917","UpdateQuote","2022/04/15 13:45:00.895289","TX05","台指05","134455","898000","134455.898000","16947.00","1","-304.00","-1.76","16948.00","4","16952.00","9","17068.00","-183.00","17080.00","-133.00","16928.00","19.00","152.00","17251.00","17093.00","-25.00","0","8080","20220415","18976.00","15526.00","2","3","2","2","1466"
"CreateQuote","2022/04/15 08:33:07.402917","UpdateQuote","2022/04/15 13:45:00.895289","MTX05","小台05","134457","275000","134457.275000","16948.00","1","-303.00","-1.76","16951.00","1","16952.00","5","17079.00","-172.00","17080.00","-132.00","16930.00","18.00","150.00","17251.00","17092.00","-13.00","0","21322","20220415","18976.00","15526.00","9","4","2","2","6673"
