建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/07/04 14:54:45.771117","m_SKQuoteLib_OnNotifyQuote","2022/07/04 14:54:46.302383","TSEA","加權指","000000","000000","000000.000000","14217.06","416","-126.02","-0.88","0.00","0","0.00","0","14237.83","-105.25","14412.47","-195.41","14167.10","49.96","245.37","14343.08","14343.08","-105.25","0","232305","20220704","15777.39","12908.77","0","29714","-1","0","2","300884"
"CreateOrUpdate","2022/07/04 14:54:45.771117","m_SKQuoteLib_OnNotifyQuote","2022/07/04 14:54:46.224243","0050","元大台灣50","000000","000000","000000.000000","110.45","4","-1.10","-0.99","110.40","53","110.45","61","111.25","-0.30","112.20","-1.75","110.00","0.45","2.20","111.55","111.55","-0.30","0","26411","20220704","122.70","100.40","0","0","-1","0","2","34690"
"CreateOrUpdate","2022/07/04 14:54:45.771117","m_SKQuoteLib_OnNotifyQuote","2022/07/04 14:54:46.224243","00632R","元大台灣50反1","000000","000000","000000.000000","6.23","177","0.03","0.48","6.22","497","6.23","20036","6.19","-0.01","6.26","-0.03","6.13","0.10","0.13","6.20","6.20","-0.01","0","393362","20220704","6.82","5.58","0","16","-1","0","2","421876"
"CreateOrUpdate","2022/07/04 14:54:45.771117","m_SKQuoteLib_OnNotifyQuote","2022/07/05 04:59:55.835522","UN2209","那斯達克2209","000000","000000","000000.000000","11552.00","1","16.00","0.14","11555.00","1","11574.00","1","11563.00","27.00","11584.00","-32.00","11520.00","32.00","64.00","11536.00","11536.00","27.00","0","532","20220705","12207.00","10611.00","0","4366","-1","2","2","702"
"CreateOrUpdate","2022/07/04 14:54:45.771117","m_SKQuoteLib_OnNotifyQuote","2022/07/05 04:59:58.038722","TX08","台指08","000000","000000","000000.000000","14112.00","1","114.00","0.81","14102.00","1","14109.00","2","14017.00","19.00","14112.00","0.00","13964.00","148.00","148.00","13998.00","13998.00","19.00","0","262","20220705","15428.00","12624.00","0","4314","-1","2","2","1456"
"CreateOrUpdate","2022/07/04 14:54:45.786742","m_SKQuoteLib_OnNotifyQuote","2022/07/05 04:59:59.154435","MTX08","小台08","000000","000000","000000.000000","14110.00","1","112.00","0.80","14105.00","1","14110.00","1","13998.00","0.00","14112.00","-2.00","13964.00","146.00","148.00","13998.00","13999.00","-1.00","0","1914","20220705","15428.00","12624.00","0","4321","-1","2","2","9106"
"CreateOrUpdate","2022/07/04 14:54:45.786742","m_SKQuoteLib_OnNotifyQuote","2022/07/04 14:54:46.224243","2330","台積電","000000","000000","000000.000000","440.00","186","-13.50","-2.98","440.00","1632","440.50","15","443.00","-10.50","451.50","-11.50","440.00","0.00","11.50","453.50","453.50","-10.50","0","52299","20220704","498.50","408.50","0","28864","-1","0","2","61627"
"CreateOrUpdate","2022/07/04 14:54:45.786742","m_SKQuoteLib_OnNotifyQuote","2022/07/05 04:57:07.911201","UD09","道瓊09","042953","033000","042953.033000","30968.00","1","20.00","0.06","30970.00","1","30992.00","1","30965.00","17.00","31065.00","-97.00","30853.00","115.00","212.00","30948.00","30948.00","17.00","0","708","20220705","32649.00","28379.00","597","4361","0","2","2","495"
"CreateOrUpdate","2022/07/04 14:54:45.786742","m_SKQuoteLib_OnNotifyQuote","2022/07/05 04:59:58.920059","TX07","台指07","045958","895000","045958.895000","14257.00","1","105.00","0.74","14257.00","7","14260.00","2","14160.00","8.00","14268.00","-11.00","14117.00","140.00","151.00","14152.00","14152.00","8.00","0","28557","20220705","15592.00","12758.00","15090","4313","1","2","2","143166"
"CreateOrUpdate","2022/07/04 14:54:45.786742","m_SKQuoteLib_OnNotifyQuote","2022/07/05 04:59:59.154435","MTX07","小台07","045958","813000","045958.813000","14257.00","1","105.00","0.74","14260.00","1","14261.00","1","14162.00","10.00","14268.00","-11.00","14116.00","141.00","152.00","14152.00","14150.00","12.00","0","61755","20220705","15592.00","12758.00","36854","4320","2","2","2","258464"
