建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/20 08:33:27.091432","UpdateQuote","2022/04/20 13:33:14.288167","TSEA","加權指","000000","000000","000000.000000","17148.88","26381","155.48","0.91","0.00","0","0.00","0","17057.13","63.73","17148.88","0.00","16983.55","165.33","165.33","16993.40","16993.40","63.73","0","293186","20220420","18692.74","15294.06","30450","-1","0","2","227160"
"CreateQuote","2022/04/20 08:33:27.091432","UpdateQuote","2022/04/20 13:45:00.766069","0050","元大台灣50","000000","000000","000000.000000","132.65","73","0.65","0.49","132.60","55","132.65","53","132.20","0.20","132.70","-0.05","131.65","1.00","1.05","132.00","132.00","0.20","0","6741","20220420","145.20","118.80","0","-1","0","2","9049"
"CreateQuote","2022/04/20 08:33:27.092431","UpdateQuote","2022/04/20 13:45:00.967212","00632R","元大台灣50反1","000000","000000","000000.000000","5.36","2730","-0.02","-0.37","5.35","26477","5.36","10172","5.36","-0.02","5.40","-0.04","5.35","0.01","0.05","5.38","5.38","-0.02","0","122664","20220420","5.91","4.85","17","-1","0","2","110543"
"CreateQuote","2022/04/20 08:33:27.093432","UpdateQuote","2022/04/20 13:44:55.872877","UN2206","那斯達克2206","000000","000000","000000.000000","14107.00","1","130.00","0.93","14100.00","1","14111.00","2","14097.00","120.00","14123.00","-16.00","14050.00","57.00","73.00","13977.00","14095.00","2.00","0","4505","20220420","14955.00","12999.00","4216","-1","2","2","467"
"CreateQuote","2022/04/20 08:33:27.093432","UpdateQuote","2022/04/20 13:44:59.748035","TX06","台指06","000000","000000","000000.000000","17035.00","1","100.00","0.59","17031.00","1","17035.00","2","16989.00","54.00","17042.00","-7.00","16920.00","115.00","122.00","16935.00","17028.00","-39.00","0","383","20220420","18628.00","15242.00","4172","-1","2","2","127"
"CreateQuote","2022/04/20 08:33:27.093432","UpdateQuote","2022/04/20 13:44:57.748116","MTX06","小台06","000000","000000","000000.000000","17034.00","2","99.00","0.58","17034.00","3","17035.00","1","16989.00","54.00","17041.00","-7.00","16920.00","114.00","121.00","16935.00","17028.00","-39.00","0","2778","20220420","18628.00","15242.00","4179","-1","2","2","1094"
"CreateQuote","2022/04/20 08:33:27.093432","UpdateQuote","2022/04/20 13:45:09.597764","2330","台積電","133000","000000","133000.000000","570.00","5674","5.00","0.88","569.00","1","570.00","160","570.00","5.00","570.00","0.00","562.00","8.00","8.00","565.00","565.00","5.00","0","27538","20220420","621.00","509.00","29607","0","0","2","16564"
"CreateQuote","2022/04/20 08:33:27.094432","UpdateQuote","2022/04/20 13:44:56.622408","UD06","道瓊06","134344","826000","134344.826000","34792.00","1","392.00","1.14","34780.00","2","34797.00","1","34820.00","420.00","34837.00","-45.00","34760.00","32.00","77.00","34400.00","34782.00","38.00","0","7941","20220420","36808.00","31992.00","4211","1","2","2","194"
"CreateQuote","2022/04/20 08:33:27.094432","UpdateQuote","2022/04/20 13:45:00.032122","TX05","台指05","134459","873000","134459.873000","17071.00","2","98.00","0.58","17071.00","11","17072.00","1","17018.00","45.00","17082.00","-11.00","16951.00","120.00","131.00","16973.00","17068.00","-50.00","0","66347","20220420","18670.00","15276.00","4171","2","2","2","19039"
"CreateQuote","2022/04/20 08:33:27.094432","UpdateQuote","2022/04/20 13:45:00.105046","MTX05","小台05","134459","906000","134459.906000","17072.00","1","99.00","0.58","17072.00","24","17075.00","63","17015.00","42.00","17082.00","-10.00","16952.00","120.00","130.00","16973.00","17066.00","-51.00","0","89989","20220420","18670.00","15276.00","4178","3","2","2","26303"
