建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/27 08:33:28.257662","Update","2022/05/27 13:33:24.305742","TSEA","加權指","000000","000000","000000.000000","16266.22","14985","297.39","1.86","0.00","0","0.00","0","16075.91","107.08","16266.22","0.00","16075.91","190.31","190.31","15968.83","15968.83","107.08","0","219444","20220527","17565.71","14371.95","0","30499","-1","0","2","221773"
"CreateOrUpdate","2022/05/27 08:33:28.260660","Update","2022/05/27 13:44:59.410176","0050","元大台灣50","000000","000000","000000.000000","125.50","218","2.60","2.12","125.50","6","125.55","57","124.15","1.25","125.80","-0.30","124.05","1.45","1.75","122.90","122.90","1.25","0","11665","20220527","135.15","110.65","0","0","-1","0","2","5771"
"CreateOrUpdate","2022/05/27 08:33:28.261662","Update","2022/05/27 13:44:59.610254","00632R","元大台灣50反1","000000","000000","000000.000000","5.59","4323","-0.12","-2.10","5.59","29433","5.60","541","5.64","-0.07","5.64","-0.05","5.59","0.00","0.05","5.71","5.71","-0.07","0","182339","20220527","6.28","5.14","0","16","-1","0","2","113388"
"CreateOrUpdate","2022/05/27 08:33:28.261662","Update","2022/05/27 13:44:55.660715","UN2206","那斯達克2206","000000","000000","000000.000000","12257.00","1","376.00","3.16","12254.00","2","12287.00","1","12246.00","365.00","12280.00","-23.00","12224.00","33.00","56.00","11881.00","12267.00","-21.00","0","5830","20220527","12712.00","11050.00","0","47","-1","2","2","941"
"CreateOrUpdate","2022/05/27 08:33:28.262669","Update","2022/05/27 13:44:59.152564","TX07","台指07","000000","000000","000000.000000","15845.00","1","278.00","1.79","15838.00","12","15843.00","1","15741.00","174.00","15855.00","-10.00","15719.00","126.00","136.00","15567.00","15747.00","-6.00","0","978","20220527","17123.00","14011.00","0","2","-1","2","2","590"
"CreateOrUpdate","2022/05/27 08:33:28.263670","Update","2022/05/27 13:44:58.910539","MTX07","小台07","000000","000000","000000.000000","15841.00","1","274.00","1.76","15841.00","6","15844.00","1","15727.00","160.00","15854.00","-13.00","15718.00","123.00","136.00","15567.00","15746.00","-19.00","0","7213","20220527","17123.00","14011.00","0","9","-1","2","2","4505"
"CreateOrUpdate","2022/05/27 08:33:28.269662","Update","2022/05/27 13:45:08.210569","2330","台積電","133000","000000","133000.000000","530.00","3597","16.00","3.11","529.00","18","530.00","708","524.00","10.00","530.00","0.00","522.00","8.00","8.00","514.00","514.00","10.00","0","27803","20220527","565.00","463.00","8401","29653","0","0","2","28275"
"CreateOrUpdate","2022/05/27 08:33:28.269662","Update","2022/05/27 13:44:41.399512","UD06","道瓊06","134416","550000","134416.550000","32540.00","1","494.00","1.54","32536.00","1","32539.00","3","32525.00","479.00","32570.00","-30.00","32486.00","54.00","84.00","32046.00","32547.00","-22.00","0","3270","20220527","34289.00","29803.00","2556","42","1","2","2","644"
"CreateOrUpdate","2022/05/27 08:33:28.270662","Update","2022/05/27 13:44:59.163772","TX06","台指06","134459","998000","134459.998000","16230.00","1","280.00","1.76","16229.00","12","16230.00","2","16110.00","160.00","16245.00","-15.00","16100.00","130.00","145.00","15950.00","16140.00","-30.00","0","152699","20220527","17545.00","14355.00","73518","1","2","2","2","99193"
"CreateOrUpdate","2022/05/27 08:33:28.270662","Update","2022/05/27 13:44:59.147041","MTX06","小台06","134459","968000","134459.968000","16231.00","1","281.00","1.76","16228.00","7","16231.00","9","16112.00","162.00","16245.00","-14.00","16100.00","131.00","145.00","15950.00","16138.00","-26.00","0","294726","20220527","17545.00","14355.00","165686","8","3","2","2","193476"
"CreateOrUpdate","2022/05/27 08:33:28.263670","Update","2022/05/27 13:44:54.196572","TX115900F2","台選W106C","000000","000000","000000.000000","377.00","3","177.00","88.50","372.00","23","382.00","1","325.00","125.00","393.00","-16.00","284.00","93.00","109.00","200.00","325.00","0.00","0","1387","20220527","1790.00","0.10","0","647","-1","3","2","762"
"CreateOrUpdate","2022/05/27 08:33:28.264663","Update","2022/05/27 13:44:54.183570","TX116000F2","台選W106C","000000","000000","000000.000000","294.00","9","152.00","107.04","286.00","1","297.00","10","218.00","76.00","305.00","-11.00","208.00","86.00","97.00","142.00","233.00","-15.00","0","6272","20220527","1730.00","0.10","0","651","-1","3","2","3930"
"CreateOrUpdate","2022/05/27 08:33:28.264663","Update","2022/05/27 13:44:53.935040","TX116100F2","台選W106C","000000","000000","000000.000000","213.00","3","119.00","126.60","210.00","2","214.00","6","153.00","59.00","224.00","-11.00","141.00","72.00","83.00","94.00","162.00","-9.00","0","11630","20220527","1690.00","0.10","0","655","-1","3","2","10610"
"CreateOrUpdate","2022/05/27 08:33:28.265661","Update","2022/05/27 13:44:55.560275","TX116200F2","台選W106C","000000","000000","000000.000000","141.00","1","84.00","147.37","141.00","2","144.00","9","92.00","35.00","152.00","-11.00","88.00","53.00","64.00","57.00","104.00","-12.00","0","24011","20220527","1650.00","0.10","0","659","-1","3","2","17130"
"CreateOrUpdate","2022/05/27 08:33:28.265661","Update","2022/05/27 13:44:59.162479","TX116300F2","台選W106C","000000","000000","000000.000000","87.00","1","55.00","171.88","86.00","37","88.00","1","57.00","25.00","94.00","-7.00","49.50","37.50","44.50","32.00","60.00","-3.00","0","29915","20220527","1620.00","0.10","0","663","-1","3","2","20892"
"CreateOrUpdate","2022/05/27 08:33:28.265661","Update","2022/05/27 13:44:58.959540","TX116400F2","台選W106C","000000","000000","000000.000000","47.50","1","31.50","196.88","47.00","9","47.50","17","30.50","14.50","51.00","-3.50","23.50","24.00","27.50","16.00","30.50","0.00","0","31488","20220527","1610.00","0.10","0","667","-1","3","2","19784"
"CreateOrUpdate","2022/05/27 08:33:28.266661","Update","2022/05/27 13:44:58.173169","TX116500F2","台選W106C","000000","000000","000000.000000","22.00","1","14.10","178.48","21.50","2","22.00","1","12.50","4.60","24.50","-2.50","10.00","12.00","14.50","7.90","13.00","-0.50","0","18624","20220527","1600.00","0.10","0","671","-1","3","2","12347"
"CreateOrUpdate","2022/05/27 08:33:28.266661","Update","2022/05/27 13:44:56.546637","TX115900R2","台選W106P","000000","000000","000000.000000","24.50","1","-93.50","-79.24","23.00","57","24.00","4","48.00","-70.00","54.00","-29.50","22.50","2.00","31.50","118.00","43.00","5.00","0","23280","20220527","1710.00","0.10","0","646","-1","3","2","13008"
"CreateOrUpdate","2022/05/27 08:33:28.267661","Update","2022/05/27 13:44:56.960428","TX116000R2","台選W106P","000000","000000","000000.000000","36.50","1","-122.50","-77.04","36.50","3","37.00","23","70.00","-89.00","78.00","-41.50","34.00","2.50","44.00","159.00","63.00","7.00","0","29212","20220527","1750.00","0.10","0","650","-1","3","2","13003"
"CreateOrUpdate","2022/05/27 08:33:28.267661","Update","2022/05/27 13:44:55.796022","TX116100R2","台選W106P","000000","000000","000000.000000","57.00","1","-155.00","-73.11","56.00","17","58.00","29","104.00","-108.00","112.00","-55.00","52.00","5.00","60.00","212.00","96.00","8.00","0","20837","20220527","1800.00","0.10","0","654","-1","3","2","8026"
"CreateOrUpdate","2022/05/27 08:33:28.267661","Update","2022/05/27 13:44:59.060335","TX116200R2","台選W106P","000000","000000","000000.000000","87.00","2","-183.00","-67.78","86.00","21","88.00","27","150.00","-120.00","158.00","-71.00","80.00","7.00","78.00","270.00","132.00","18.00","0","14658","20220527","1860.00","0.10","0","658","-1","3","2","3902"
"CreateOrUpdate","2022/05/27 08:33:28.268662","Update","2022/05/27 13:44:57.567139","TX116300R2","台選W106P","000000","000000","000000.000000","131.00","2","-215.00","-62.14","130.00","16","131.00","1","193.00","-153.00","220.00","-89.00","122.00","9.00","98.00","346.00","193.00","0.00","0","3813","20220527","1940.00","0.10","0","662","-1","3","2","903"
"CreateOrUpdate","2022/05/27 08:33:28.268662","Update","2022/05/27 13:44:54.199573","TX116400R2","台選W106P","000000","000000","000000.000000","191.00","1","-239.00","-55.58","189.00","2","194.00","7","256.00","-174.00","291.00","-100.00","180.00","11.00","111.00","430.00","256.00","0.00","0","1508","20220527","2020.00","0.10","0","666","-1","3","2","181"
"CreateOrUpdate","2022/05/27 08:33:28.269662","Update","2022/05/27 13:44:54.672033","TX116500R2","台選W106P","000000","000000","000000.000000","265.00","1","-255.00","-49.04","262.00","1","304.00","1","362.00","-158.00","362.00","-97.00","253.00","12.00","109.00","520.00","362.00","0.00","0","407","20220527","2110.00","0.10","0","670","-1","3","2","43"
