建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/05/31 15:45:15.372777","m_SKQuoteLib_OnNotifyQuote","2022/05/31 15:45:15.402298","TSEA","加權指","000000","000000","000000.000000","16807.77","966","197.15","1.19","0.00","0","0.00","0","16561.68","-48.94","16807.77","0.00","16493.07","314.70","314.70","16610.62","16610.62","-48.94","0","388228","20220531","18271.68","14949.56","0","30507","-1","0","2","256593"
"CreateOrUpdate","2022/05/31 15:45:15.375777","m_SKQuoteLib_OnNotifyQuote","2022/05/31 15:45:15.405298","0050","元大台灣50","000000","000000","000000.000000","129.80","93","1.25","0.97","129.80","11","129.85","4","128.45","-0.10","129.80","0.00","127.60","2.20","2.20","128.55","128.55","-0.10","0","7005","20220531","141.40","115.70","0","0","-1","0","2","14521"
"CreateOrUpdate","2022/05/31 15:45:15.375777","m_SKQuoteLib_OnNotifyQuote","2022/05/31 15:45:15.402298","00632R","元大台灣50反1","000000","000000","000000.000000","5.45","3195","-0.03","-0.55","5.44","8246","5.45","710","5.50","0.02","5.52","-0.07","5.45","0.00","0.07","5.48","5.48","0.02","0","140361","20220531","6.02","4.94","0","16","-1","0","2","256143"
"CreateOrUpdate","2022/05/31 15:45:15.376777","m_SKQuoteLib_OnNotifyQuote","2022/06/01 04:59:13.023147","UN2206","那斯達克2206","000000","000000","000000.000000","12656.00","1","-97.00","-0.76","12655.00","1","12660.00","1","12700.00","-53.00","12767.00","-111.00","12484.00","172.00","283.00","12753.00","12752.00","-52.00","0","6054","20220601","13742.00","11944.00","0","47","-1","2","2","974"
"CreateOrUpdate","2022/05/31 15:45:15.377778","m_SKQuoteLib_OnNotifyQuote","2022/06/01 04:59:58.510579","TX07","台指07","000000","000000","000000.000000","16190.00","1","-96.00","-0.59","16189.00","1","16202.00","1","16248.00","-38.00","16286.00","-96.00","16164.00","26.00","122.00","16286.00","16286.00","-38.00","0","765","20220601","17780.00","14548.00","0","2","-1","2","2","991"
"CreateOrUpdate","2022/05/31 15:45:15.377778","m_SKQuoteLib_OnNotifyQuote","2022/06/01 04:59:52.259671","MTX07","小台07","000000","000000","000000.000000","16196.00","3","-90.00","-0.55","16195.00","1","16199.00","1","16263.00","-23.00","16287.00","-91.00","16164.00","32.00","123.00","16286.00","16285.00","-22.00","0","4738","20220601","17780.00","14548.00","0","9","-1","2","2","5494"
"CreateOrUpdate","2022/05/31 15:45:15.382289","m_SKQuoteLib_OnNotifyQuote","2022/05/31 15:45:15.406299","2330","台積電","000000","000000","000000.000000","560.00","65","13.00","2.38","559.00","986","560.00","1455","542.00","-5.00","560.00","0.00","540.00","20.00","20.00","547.00","547.00","-5.00","0","72070","20220531","601.00","492.50","0","29661","-1","0","2","34433"
"CreateOrUpdate","2022/05/31 15:45:15.382289","m_SKQuoteLib_OnNotifyQuote","2022/06/01 04:59:33.759804","UD06","道瓊06","045900","896000","045900.896000","33077.00","1","-125.00","-0.38","33016.00","1","33080.00","2","33092.00","-110.00","33211.00","-134.00","32731.00","346.00","480.00","33202.00","33202.00","-110.00","0","3228","20220601","35553.00","30903.00","2591","42","0","2","2","413"
"CreateOrUpdate","2022/05/31 15:45:15.383289","m_SKQuoteLib_OnNotifyQuote","2022/06/01 04:59:58.508706","TX06","台指06","045958","156000","045958.156000","16598.00","5","-83.00","-0.50","16590.00","2","16599.00","4","16645.00","-36.00","16680.00","-82.00","16550.00","48.00","130.00","16681.00","16682.00","-37.00","0","67793","20220601","18214.00","14904.00","34692","1","1","2","2","107357"
"CreateOrUpdate","2022/05/31 15:45:15.383289","m_SKQuoteLib_OnNotifyQuote","2022/06/01 04:59:58.508706","MTX06","小台06","045959","872000","045959.872000","16592.00","1","-89.00","-0.53","16591.00","2","16595.00","1","16650.00","-31.00","16679.00","-87.00","16550.00","42.00","129.00","16681.00","16680.00","-30.00","0","141677","20220601","18214.00","14904.00","78292","8","2","2","2","164532"
