建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/14 08:32:36.647575","UpdateQuote","2022/04/14 13:31:14.448689","TSEA","加權指","000000","000000","000000.000000","17245.65","14611","-56.00","-0.32","0.00","0","0.00","0","17353.25","51.60","17374.14","-128.49","17245.65","0.00","128.49","17301.65","17301.65","51.60","0","254411","20220414","19031.82","15571.48","30282","-1","0","2","261561"
"CreateQuote","2022/04/14 08:32:36.647575","UpdateQuote","2022/04/14 13:45:00.696419","0050","元大台灣50","000000","000000","000000.000000","134.55","191","-0.50","-0.37","134.50","175","134.55","192","135.75","0.70","135.75","-1.20","134.55","0.00","1.20","135.05","135.05","0.70","0","4923","20220414","148.55","121.55","0","-1","0","2","7023"
"CreateQuote","2022/04/14 08:32:36.648576","UpdateQuote","2022/04/14 13:45:00.898602","00632R","元大台灣50反1","000000","000000","000000.000000","5.31","757","0.01","0.19","5.31","14566","5.32","14727","5.29","-0.01","5.32","-0.01","5.29","0.02","0.03","5.30","5.30","-0.01","0","99429","20220414","5.83","4.77","17","-1","0","2","225117"
"CreateQuote","2022/04/14 08:32:36.648576","UpdateQuote","2022/04/14 13:45:00.040389","TX06","台指06","000000","000000","000000.000000","17214.00","1","-17.00","-0.10","17213.00","1","17214.00","1","17245.00","14.00","17261.00","-47.00","17175.00","39.00","86.00","17231.00","17245.00","0.00","0","141","20220414","18954.00","15508.00","3","-1","2","2","208"
"CreateQuote","2022/04/14 08:32:36.649576","UpdateQuote","2022/04/14 13:45:00.040389","MTX06","小台06","000000","000000","000000.000000","17212.00","1","-19.00","-0.11","17210.00","3","17214.00","2","17275.00","44.00","17275.00","-63.00","17172.00","40.00","103.00","17231.00","17251.00","24.00","0","1270","20220414","18954.00","15508.00","10","-1","2","2","1276"
"CreateQuote","2022/04/14 08:32:36.649576","UpdateQuote","2022/04/14 13:45:09.528732","2330","台積電","133000","000000","133000.000000","573.00","1713","0.00","0.00","573.00","352","574.00","51","577.00","4.00","578.00","-5.00","573.00","0.00","5.00","573.00","573.00","4.00","0","18964","20220414","630.00","516.00","29438","0","0","2","35793"
"CreateQuote","2022/04/14 08:32:36.650576","UpdateQuote","2022/04/14 13:44:40.950687","UD06","道瓊06","134440","864000","134440.864000","34542.00","1","211.00","0.61","34492.00","1","34566.00","1","34500.00","169.00","34571.00","-29.00","34484.00","58.00","87.00","34331.00","34442.00","58.00","0","1943","20220414","36734.00","31928.00","40","1","2","2","277"
"CreateQuote","2022/04/14 08:32:36.651576","UpdateQuote","2022/04/14 13:44:49.037080","UN2206","那斯達克2206","134322","872000","134322.872000","14290.00","1","199.00","1.41","14287.00","2","14299.00","2","14210.00","119.00","14294.00","-4.00","14210.00","80.00","84.00","14091.00","14210.00","0.00","0","4815","20220414","15077.00","13105.00","45","2","2","2","913"
"CreateQuote","2022/04/14 08:32:36.651576","UpdateQuote","2022/04/14 13:45:00.040389","TX05","台指05","134458","815000","134458.815000","17252.00","1","-25.00","-0.14","17253.00","1","17255.00","2","17312.00","35.00","17312.00","-60.00","17209.00","43.00","103.00","17277.00","17289.00","23.00","0","2861","20220414","19004.00","15550.00","2","3","2","2","2849"
"CreateQuote","2022/04/14 08:32:36.652577","UpdateQuote","2022/04/14 13:45:00.039387","MTX05","小台05","134459","352000","134459.352000","17253.00","1","-24.00","-0.14","17249.00","13","17253.00","2","17306.00","29.00","17310.00","-57.00","17210.00","43.00","100.00","17277.00","17289.00","17.00","0","12741","20220414","19004.00","15550.00","9","4","2","2","10338"
