建立者,時間,更新者,更新時,經過,代碼,名稱,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"GetStockByNoLONG","2022/03/29 14:19:31.366620","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","TSEA","加權指","000000.000000","17548.66","15845","28.65","0.16","0.00","0","0.00","0","17568.32","48.31","17585.91","-37.25","17493.01","55.65","92.90","17520.01","0.00","0.00","0","252837","20220329","19272.01","15768.01","30282","-1","0","2","235441"
"GetStockByNoLONG","2022/03/29 14:19:31.367184","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","0050","元大台灣50","000000.000000","136.85","90","0.15","0.11","136.85","53","136.90","34","137.00","0.30","137.20","-0.35","136.60","0.25","0.60","136.70","0.00","0.00","0","6428","20220329","150.35","123.05","0","-1","0","2","10446"
"GetStockByNoLONG","2022/03/29 14:19:31.369196","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","00632R","元大台灣50反1","000000.000000","5.24","4081","-0.01","-0.19","5.23","17921","5.24","6919","5.23","-0.02","5.26","-0.02","5.22","0.02","0.04","5.25","0.00","0.00","0","49380","20220329","5.77","4.73","17","-1","0","2","130725"
"GetStockByNoLONG","2022/03/29 14:19:31.370313","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","2330","台積電","000000.000000","589.00","3417","5.00","0.86","588.00","473","589.00","337","586.00","2.00","589.00","0.00","584.00","5.00","5.00","584.00","0.00","0.00","0","14839","20220329","642.00","526.00","29439","-1","0","2","26301"
"GetStockByNoLONG","2022/03/29 14:19:31.371179","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","UD06","道瓊06","000000.000000","34925.00","5","290.00","0.84","34920.00","1","34934.00","1","34624.00","-11.00","34933.00","-8.00","34448.00","477.00","485.00","34635.00","0.00","0.00","0","2269","20220329","37059.00","32211.00","42","0","2","2","246"
"GetStockByNoLONG","2022/03/29 14:19:31.372298","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","UN2206","那斯達克2206","000000.000000","15004.00","1","334.00","2.28","14993.00","5","15010.00","1","14680.00","10.00","15005.00","-1.00","14680.00","324.00","325.00","14670.00","0.00","0.00","0","4563","20220329","15696.00","13644.00","47","1","2","2","836"
"GetStockByNoLONG","2022/03/29 14:19:31.374182","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","TX04","台指04","000000.000000","17545.00","1","108.00","0.62","17545.00","4","17547.00","17","17454.00","17.00","17583.00","-38.00","17433.00","112.00","150.00","17437.00","0.00","0.00","0","123541","20220329","19180.00","15694.00","1","2","2","2","117547"
"GetStockByNoLONG","2022/03/29 14:19:31.375167","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","TX05","台指05","000000.000000","17520.00","1","111.00","0.64","17516.00","1","17520.00","20","17426.00","17.00","17551.00","-31.00","17407.00","113.00","144.00","17409.00","0.00","0.00","0","1211","20220329","19149.00","15669.00","2","3","2","2","1217"
"GetStockByNoLONG","2022/03/29 14:19:31.376470","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","MTX04","小台04","000000.000000","17544.00","2","107.00","0.61","17544.00","11","17547.00","42","17450.00","13.00","17582.00","-38.00","17433.00","111.00","149.00","17437.00","0.00","0.00","0","243862","20220329","19180.00","15694.00","8","4","2","2","213461"
"GetStockByNoLONG","2022/03/29 14:19:31.377162","OnNotifyQuote","2022/03/29 14:19:31.499166","00:01:14","MTX05","小台05","000000.000000","17520.00","1","111.00","0.64","17518.00","1","17520.00","12","17419.00","10.00","17550.00","-30.00","17406.00","114.00","144.00","17409.00","0.00","0.00","0","7003","20220329","19149.00","15669.00","9","5","2","2","6210"
