建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/07/07 08:33:50.525067","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:33:15.704521","TSEA","加權指","000000","000000","000000.000000","14336.27","13886","350.76","2.51","0.00","0","0.00","0","14052.18","66.67","14355.15","-18.88","13951.81","384.46","403.34","13985.51","13985.51","66.67","0","256915","20220707","15384.06","12586.96","0","30016","-1","0","2","247293"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:45:00.750507","0050","元大台灣50","000000","000000","000000.000000","112.10","338","3.25","2.99","112.05","47","112.10","49","109.45","0.60","112.15","-0.05","108.55","3.55","3.60","108.85","108.85","0.60","0","13380","20220707","119.70","98.00","0","0","-1","0","2","15489"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:45:00.953624","00632R","元大台灣50反1","000000","000000","000000.000000","6.16","6942","-0.16","-2.53","6.16","1068","6.17","23575","6.26","-0.06","6.34","-0.18","6.13","0.03","0.21","6.32","6.32","-0.06","0","482588","20220707","6.95","5.69","0","16","-1","0","2","235701"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:44:54.901441","UN2209","那斯達克2209","000000","000000","000000.000000","11925.00","1","141.00","1.20","11923.00","1","11928.00","4","11899.00","115.00","11950.00","-25.00","11839.00","86.00","111.00","11784.00","11924.00","-25.00","0","3952","20220707","12608.00","10960.00","0","4366","-1","2","2","911"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:45:00.031747","TX08","台指08","000000","000000","000000.000000","14030.00","2","296.00","2.16","14027.00","7","14032.00","1","13901.00","167.00","14145.00","-115.00","13700.00","330.00","445.00","13734.00","13870.00","31.00","0","2342","20220707","15107.00","12361.00","0","4314","-1","2","2","1471"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:45:00.109879","MTX08","小台08","000000","000000","000000.000000","14030.00","2","296.00","2.16","14029.00","1","14035.00","3","13901.00","167.00","14145.00","-115.00","13701.00","329.00","444.00","13734.00","13876.00","25.00","0","13937","20220707","15107.00","12361.00","0","4321","-1","2","2","8841"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:45:09.578634","2330","台積電","133000","000000","133000.000000","457.50","4135","22.00","5.05","457.00","59","457.50","62","442.00","6.50","459.00","-1.50","438.50","19.00","20.50","435.50","435.50","6.50","0","48011","20220707","479.00","392.00","14249","29167","0","0","2","40430"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:44:57.042070","UD09","道瓊09","134440","224000","134440.224000","31067.00","1","235.00","0.76","31060.00","1","31100.00","1","31002.00","170.00","31144.00","-77.00","30900.00","167.00","244.00","30832.00","31045.00","-43.00","0","3838","20220707","32990.00","28674.00","3200","4361","1","2","2","825"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:45:00.047383","TX07","台指07","134500","012000","134500.012000","14176.00","1","297.00","2.14","14176.00","7","14178.00","1","14068.00","189.00","14295.00","-119.00","13832.00","344.00","463.00","13879.00","14027.00","41.00","0","223363","20220707","15266.00","12492.00","112256","4313","2","2","2","150634"
"CreateOrUpdate","2022/07/07 08:33:50.540688","m_SKQuoteLib_OnNotifyQuote","2022/07/07 13:45:00.141142","MTX07","小台07","134500","048000","134500.048000","14181.00","1","302.00","2.18","14176.00","1","14181.00","3","14063.00","184.00","14296.00","-115.00","13830.00","351.00","466.00","13879.00","14018.00","45.00","0","433609","20220707","15266.00","12492.00","240970","4320","3","2","2","259492"
