更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","UN2412","那斯達克2412","000000","000000","000000.000000","20892.00","2","-78.00","-0.37","20885.00","3","20901.00","1","20968.00","-2.00","21092.00","-200.00","20798.00","94.00","294.00","20970.00","20861.00","107.00","0","1706","20241126","22437.00","19503.00","0","5425","-1","2","2","1553"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","TX01","台指01","000000","000000","000000.000000","22888.00","5","-204.00","-0.88","22883.00","1","22891.00","1","23070.00","-22.00","23070.00","-182.00","22812.00","76.00","258.00","23092.00","23076.00","-6.00","0","597","20241126","25401.00","20783.00","0","5359","-1","2","2","796"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","MTX01","小台01","000000","000000","000000.000000","22880.00","1","-212.00","-0.92","22882.00","1","22889.00","3","23069.00","-23.00","23069.00","-189.00","22811.00","69.00","258.00","23092.00","23085.00","-16.00","0","3935","20241126","25401.00","20783.00","0","5366","-1","2","2","5911"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","UD12","道瓊12","000000","000000","000000.000000","44778.00","2","133.00","0.30","44787.00","1","44831.00","1","44594.00","-51.00","44888.00","-110.00","44594.00","184.00","294.00","44645.00","44433.00","161.00","0","1296","20241126","47770.00","41520.00","0","5420","0","2","2","721"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","TX12","台指12","000000","000000","000000.000000","22855.00","3","-207.00","-0.90","22850.00","1","22855.00","1","23021.00","-41.00","23030.00","-175.00","22775.00","80.00","255.00","23062.00","23052.00","-31.00","0","48361","20241126","25368.00","20756.00","0","5358","1","2","2","108467"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","MTX12","小台12","000000","000000","000000.000000","22850.00","1","-212.00","-0.92","22850.00","1","22853.00","3","23030.00","-32.00","23032.00","-182.00","22775.00","75.00","257.00","23062.00","23050.00","-20.00","0","113220","20241126","25368.00","20756.00","0","5365","2","2","2","224908"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","TXO22300L4","台選12C","000000","000000","000000.000000","895.00","1","-50.00","-5.29","16.00","3","995.00","1","880.00","-65.00","915.00","-20.00","880.00","15.00","35.00","945.00","690.00","190.00","0","4","20241126","3230.00","0.10","0","6057","-1","3","2","3"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","TXO22500L4","台選12C","000000","000000","000000.000000","605.00","2","-195.00","-24.38","600.00","1","725.00","1","740.00","-60.00","755.00","-150.00","605.00","0.00","150.00","800.00","825.00","-85.00","0","16","20241126","3090.00","0.10","0","6061","-1","3","2","10"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","TXO22700L4","台選12C","000000","000000","000000.000000","498.00","1","-162.00","-24.55","498.00","1","650.00","2","575.00","-85.00","615.00","-117.00","498.00","0.00","117.00","660.00","690.00","-115.00","0","13","20241126","2950.00","0.10","0","6065","-1","3","2","18"
"m_SKQuoteLib_OnNotifyQuote","2024/11/26 05:08:06.322337","TXO22900L4","台選12C","000000","000000","000000.000000","438.00","1","-102.00","-18.89","419.00","1","445.00","1","483.00","-57.00","497.00","-59.00","400.00","38.00","97.00","540.00","545.00","-62.00","0","115","20241126","2830.00","0.10","0","6069","-1","3","2","104"
