更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","UN2409","那斯達克2409","000000","000000","000000.000000","19959.00","1","-62.00","-0.31","19940.00","2","19978.00","1","20020.00","-1.00","20082.00","-123.00","19913.00","46.00","169.00","20021.00","19974.00","46.00","0","2389","20240627","21422.00","18620.00","0","5028","-1","2","2","3468"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","TX08","台指08","000000","000000","000000.000000","22677.00","2","-188.00","-0.82","22667.00","2","22679.00","1","22860.00","-5.00","22919.00","-242.00","22601.00","76.00","318.00","22865.00","22796.00","64.00","0","709","20240627","25151.00","20579.00","0","4967","-1","2","2","1664"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","MTX08","小台08","000000","000000","000000.000000","22672.00","1","-193.00","-0.84","22673.00","2","22680.00","1","22852.00","-13.00","22920.00","-248.00","22600.00","72.00","320.00","22865.00","22800.00","52.00","0","7570","20240627","25151.00","20579.00","0","4974","-1","2","2","14211"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","UD09","道瓊09","000000","000000","000000.000000","39500.00","1","-46.00","-0.12","39496.00","1","39539.00","1","39547.00","1.00","39607.00","-107.00","39333.00","167.00","274.00","39546.00","39491.00","56.00","0","589","20240627","42314.00","36778.00","0","5023","0","2","2","1139"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","TX07","台指07","000000","000000","000000.000000","22685.00","1","-191.00","-0.83","22681.00","2","22690.00","1","22870.00","-6.00","22938.00","-253.00","22612.00","73.00","326.00","22876.00","22816.00","54.00","0","77884","20240627","25163.00","20589.00","0","4966","1","2","2","170725"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","MTX07","小台07","000000","000000","000000.000000","22692.00","3","-184.00","-0.80","22687.00","2","22690.00","1","22868.00","-8.00","22937.00","-245.00","22612.00","80.00","325.00","22876.00","22811.00","57.00","0","176543","20240627","25163.00","20589.00","0","4973","2","2","2","327923"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","TXO22300G4","台選07C","000000","000000","000000.000000","685.00","2","-110.00","-13.84","600.00","1","750.00","1","840.00","45.00","840.00","-155.00","650.00","35.00","190.00","795.00","695.00","145.00","0","22","20240627","3090.00","0.10","0","119","-1","3","2","22"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","TXO22500G4","台選07C","000000","000000","000000.000000","555.00","2","-95.00","-14.62","500.00","3","570.00","2","650.00","0.00","695.00","-140.00","520.00","35.00","175.00","650.00","540.00","110.00","0","166","20240627","2940.00","0.10","0","123","-1","3","2","201"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","TXO22700G4","台選07C","000000","000000","000000.000000","421.00","1","-119.00","-22.04","428.00","3","498.00","1","530.00","-10.00","565.00","-144.00","413.00","8.00","152.00","540.00","440.00","90.00","0","346","20240627","2830.00","0.10","0","127","-1","3","2","260"
"m_SKQuoteLib_OnNotifyQuote","2024/06/27 05:14:16.511345","TXO22900G4","台選07C","000000","000000","000000.000000","348.00","2","-77.00","-18.12","324.00","1","389.00","2","396.00","-29.00","454.00","-106.00","320.00","28.00","134.00","425.00","399.00","-3.00","0","370","20240627","2720.00","0.10","0","131","-1","3","2","904"
