建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateOrUpdate","2022/06/21 14:53:23.443744","m_SKQuoteLib_OnNotifyQuote","2022/06/21 14:53:24.102744","TSEA","加權指","000000","000000","000000.000000","15728.64","538","361.06","2.35","0.00","0","0.00","0","15427.33","59.75","15728.64","0.00","15427.33","301.31","301.31","15367.58","15367.58","59.75","0","239536","20220621","16904.34","13830.82","0","29879","-1","0","2","265713"
"CreateOrUpdate","2022/06/21 14:53:23.449744","m_SKQuoteLib_OnNotifyQuote","2022/06/21 14:53:24.102744","0050","元大台灣50","000000","000000","000000.000000","122.20","34","2.45","2.05","122.20","6","122.25","85","120.95","1.20","122.20","0.00","120.35","1.85","1.85","119.75","119.75","1.20","0","6450","20220621","131.70","107.80","0","0","-1","0","2","10545"
"CreateOrUpdate","2022/06/21 14:53:23.450744","m_SKQuoteLib_OnNotifyQuote","2022/06/21 14:53:24.102744","00632R","元大台灣50反1","000000","000000","000000.000000","5.74","638","-0.14","-2.38","5.73","29264","5.74","688","5.80","-0.08","5.83","-0.09","5.74","0.00","0.09","5.88","5.88","-0.08","0","297624","20220621","6.46","5.30","0","16","-1","0","2","505240"
"CreateOrUpdate","2022/06/21 14:53:23.451744","m_SKQuoteLib_OnNotifyQuote","2022/06/22 04:59:44.814190","UN2209","那斯達克2209","000000","000000","000000.000000","11565.00","1","96.00","0.84","11568.00","2","11614.00","1","11454.00","-15.00","11677.00","-112.00","11445.00","120.00","232.00","11469.00","11468.00","-14.00","0","3418","20220622","12139.00","10551.00","0","4292","-1","2","2","1723"
"CreateOrUpdate","2022/06/21 14:53:23.454744","m_SKQuoteLib_OnNotifyQuote","2022/06/22 04:59:54.940735","TX08","台指08","000000","000000","000000.000000","15226.00","3","35.00","0.23","15233.00","1","15238.00","1","15177.00","-14.00","15250.00","-24.00","15165.00","61.00","85.00","15191.00","15183.00","-6.00","0","364","20220622","16385.00","13407.00","0","4247","-1","2","2","921"
"CreateOrUpdate","2022/06/21 14:53:23.455743","m_SKQuoteLib_OnNotifyQuote","2022/06/22 04:59:59.059166","MTX08","小台08","000000","000000","000000.000000","15232.00","1","41.00","0.27","15231.00","1","15233.00","1","15168.00","-23.00","15251.00","-19.00","15166.00","66.00","85.00","15191.00","15189.00","-21.00","0","2857","20220622","16385.00","13407.00","0","4254","-1","2","2","6624"
"CreateOrUpdate","2022/06/21 14:53:23.456743","m_SKQuoteLib_OnNotifyQuote","2022/06/21 14:53:24.103744","2330","台積電","000000","000000","000000.000000","505.00","31","7.00","1.41","504.00","233","505.00","51","501.00","3.00","505.00","0.00","499.00","6.00","6.00","498.00","498.00","3.00","0","33175","20220621","547.00","448.50","0","29031","-1","0","2","34143"
"CreateOrUpdate","2022/06/21 14:53:23.457744","m_SKQuoteLib_OnNotifyQuote","2022/06/22 04:59:58.684184","UD09","道瓊09","045859","574000","045859.574000","30570.00","2","320.00","1.06","30544.00","1","30583.00","3","30219.00","-31.00","30639.00","-69.00","30219.00","351.00","420.00","30250.00","30250.00","-31.00","0","1828","20220622","31979.00","27795.00","1408","4287","0","2","2","1244"
"CreateOrUpdate","2022/06/21 14:53:23.458743","m_SKQuoteLib_OnNotifyQuote","2022/06/22 04:59:58.856048","TX07","台指07","045958","712000","045958.712000","15399.00","1","53.00","0.35","15398.00","1","15399.00","6","15316.00","-30.00","15415.00","-16.00","15316.00","83.00","99.00","15346.00","15334.00","-18.00","0","48367","20220622","16534.00","13528.00","24862","4246","1","2","2","145749"
"CreateOrUpdate","2022/06/21 14:53:23.459743","m_SKQuoteLib_OnNotifyQuote","2022/06/22 04:59:59.809187","MTX07","小台07","045959","610000","045959.610000","15398.00","1","52.00","0.34","15396.00","3","15398.00","21","15318.00","-28.00","15415.00","-17.00","15315.00","83.00","100.00","15346.00","15339.00","-21.00","0","96327","20220622","16534.00","13528.00","53925","4253","2","2","2","250261"
