建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/12 03:52:56.221944","UpdateQuote","2022/04/12 03:52:56.255950","TSEA","加權指","000000","000000","000000.000000","17048.37","724","-236.17","-1.37","0.00","0","0.00","0","17273.05","-11.49","17316.35","-267.98","17046.67","1.70","269.68","17284.54","17284.54","-11.49","0","300239","20220411","19012.99","15556.09","30001","-1","0","2","246209"
"CreateQuote","2022/04/12 03:52:56.221944","UpdateQuote","2022/04/12 03:52:56.246948","0050","元大台灣50","000000","000000","000000.000000","132.45","69","-2.10","-1.56","132.45","15","132.50","375","134.15","-0.40","134.45","-2.00","132.20","0.25","2.25","134.55","134.55","-0.40","0","16650","20220411","148.00","121.10","0","-1","0","2","8930"
"CreateQuote","2022/04/12 03:52:56.221944","UpdateQuote","2022/04/12 03:52:56.253953","00632R","元大台灣50反1","000000","000000","000000.000000","5.40","206","0.09","1.69","5.39","26118","5.40","7033","5.33","0.02","5.41","-0.01","5.31","0.09","0.10","5.31","5.31","0.02","0","162643","20220411","5.84","4.78","17","-1","0","2","135556"
"CreateQuote","2022/04/12 03:52:56.222944","UpdateQuote","2022/04/12 04:59:59.261701","TX06","台指06","000000","000000","000000.000000","16887.00","1","-92.00","-0.54","16903.00","1","16910.00","3","17000.00","21.00","17035.00","-148.00","16887.00","0.00","148.00","16979.00","16979.00","21.00","0","54","20220412","18676.00","15282.00","4172","-1","2","2","317"
"CreateQuote","2022/04/12 03:52:56.222944","UpdateQuote","2022/04/12 04:59:59.261701","MTX06","小台06","000000","000000","000000.000000","16908.00","1","-71.00","-0.42","16900.00","2","16907.00","2","16969.00","-10.00","17038.00","-130.00","16885.00","23.00","153.00","16979.00","16976.00","-7.00","0","832","20220412","18676.00","15282.00","4179","-1","2","2","2058"
"CreateQuote","2022/04/12 03:52:56.223944","UpdateQuote","2022/04/12 03:52:56.261952","2330","台積電","000000","000000","000000.000000","558.00","72","-9.00","-1.59","558.00","924","559.00","177","563.00","-4.00","566.00","-8.00","558.00","0.00","8.00","567.00","567.00","-4.00","0","36639","20220411","623.00","511.00","29157","-1","0","2","27971"
"CreateQuote","2022/04/12 03:52:56.223944","UpdateQuote","2022/04/12 04:58:59.056047","UD06","道瓊06","045859","779000","045859.779000","34230.00","1","-218.00","-0.63","34230.00","1","34244.00","1","34495.00","47.00","34617.00","-387.00","34194.00","36.00","423.00","34448.00","34444.00","51.00","0","1554","20220412","36859.00","32037.00","4211","0","2","2","2263"
"CreateQuote","2022/04/12 03:52:56.223944","UpdateQuote","2022/04/12 04:58:31.258429","UN2206","那斯達克2206","045504","059000","045504.059000","13990.00","1","-247.00","-1.73","13986.00","1","14016.00","3","14237.00","0.00","14306.00","-316.00","13987.00","3.00","319.00","14237.00","14240.00","-3.00","0","3457","20220412","15233.00","13241.00","4216","1","2","2","5242"
"CreateQuote","2022/04/12 03:52:56.224944","UpdateQuote","2022/04/12 04:59:59.261701","TX05","台指05","045601","805000","045601.805000","16948.00","2","-61.00","-0.36","16935.00","1","16941.00","3","17017.00","8.00","17071.00","-123.00","16915.00","33.00","156.00","17009.00","17010.00","7.00","0","906","20220412","18709.00","15309.00","4171","2","2","2","3121"
"CreateQuote","2022/04/12 03:52:56.224944","UpdateQuote","2022/04/12 04:59:57.006918","MTX05","小台05","045951","059000","045951.059000","16933.00","1","-76.00","-0.45","16931.00","2","16936.00","1","17018.00","9.00","17070.00","-137.00","16913.00","20.00","157.00","17009.00","17008.00","10.00","0","5781","20220412","18709.00","15309.00","4178","3","2","2","15168"
