建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/28 12:36:49.625618","UpdateQuote","2022/04/28 13:33:15.836162","TSEA","加權指","000000","000000","000000.000000","16419.38","21377","116.03","0.71","0.00","0","0.00","0","16350.72","47.37","16455.57","-36.19","16256.88","162.50","198.69","16303.35","16303.35","47.37","0","255883","20220428","17933.68","14673.02","0","30571","-1","0","2","298150"
"CreateQuote","2022/04/28 12:36:49.625618","UpdateQuote","2022/04/28 13:45:00.910536","0050","元大台灣50","000000","000000","000000.000000","127.10","210","0.55","0.43","127.05","26","127.10","35","127.35","0.80","127.40","-0.30","125.95","1.15","1.45","126.55","126.55","0.80","0","11524","20220428","139.20","113.90","0","0","-1","0","2","28717"
"CreateQuote","2022/04/28 12:36:49.626885","UpdateQuote","2022/04/28 13:45:01.052431","00632R","元大台灣50反1","000000","000000","000000.000000","5.58","3196","-0.03","-0.53","5.57","12629","5.58","15308","5.59","-0.02","5.63","-0.05","5.56","0.02","0.07","5.61","5.61","-0.02","0","164582","20220428","6.17","5.05","0","17","-1","0","2","311549"
"CreateQuote","2022/04/28 12:36:49.626885","UpdateQuote","2022/04/28 13:44:54.826045","UN2206","那斯達克2206","000000","000000","000000.000000","13168.00","2","111.00","0.85","13169.00","1","13185.00","2","13153.00","96.00","13199.00","-31.00","13134.00","34.00","65.00","13057.00","13129.00","24.00","0","5967","20220428","13970.00","12144.00","0","4296","-1","2","2","1035"
"CreateQuote","2022/04/28 12:36:49.626885","UpdateQuote","2022/04/28 13:45:00.388305","TX06","台指06","000000","000000","000000.000000","16353.00","1","103.00","0.63","16348.00","3","16353.00","10","16271.00","21.00","16377.00","-24.00","16183.00","170.00","194.00","16250.00","16250.00","21.00","0","1267","20220428","17875.00","14625.00","0","4251","-1","2","2","841"
"CreateQuote","2022/04/28 12:36:49.627880","UpdateQuote","2022/04/28 13:45:00.388305","MTX06","小台06","000000","000000","000000.000000","16353.00","2","103.00","0.63","16350.00","1","16353.00","1","16272.00","22.00","16378.00","-25.00","16185.00","168.00","193.00","16250.00","16250.00","22.00","0","8739","20220428","17875.00","14625.00","0","4258","-1","2","2","5509"
"CreateQuote","2022/04/28 12:36:49.630881","UpdateQuote","2022/04/28 13:45:09.703786","2330","台積電","133000","000000","133000.000000","531.00","8013","5.00","0.95","530.00","1568","531.00","205","530.00","4.00","532.00","-1.00","523.00","8.00","9.00","526.00","526.00","4.00","0","45275","20220428","578.00","473.50","10695","29728","0","0","2","55711"
"CreateQuote","2022/04/28 12:36:49.631881","UpdateQuote","2022/04/28 13:44:40.316047","UD06","道瓊06","134440","289000","134440.289000","33339.00","1","-70.00","-0.21","33290.00","1","33340.00","1","33252.00","-157.00","33339.00","0.00","33229.00","110.00","110.00","33409.00","33477.00","-225.00","0","5135","20220428","35747.00","31071.00","3942","4291","1","2","2","481"
"CreateQuote","2022/04/28 12:36:49.631881","UpdateQuote","2022/04/28 13:45:00.388305","TX05","台指05","134459","646000","134459.646000","16387.00","3","100.00","0.61","16385.00","3","16388.00","10","16317.00","30.00","16416.00","-29.00","16220.00","167.00","196.00","16287.00","16287.00","30.00","0","204709","20220428","17915.00","14659.00","100434","4250","2","2","2","141112"
"CreateQuote","2022/04/28 12:36:49.631881","UpdateQuote","2022/04/28 13:45:00.388305","MTX05","小台05","134459","905000","134459.905000","16386.00","1","99.00","0.61","16386.00","1","16388.00","1","16316.00","29.00","16415.00","-29.00","16220.00","166.00","195.00","16287.00","16287.00","29.00","0","382415","20220428","17915.00","14659.00","216651","4257","3","2","2","232636"
"CreateQuote","2022/04/28 12:36:49.627880","UpdateQuote","2022/04/28 13:44:59.757203","TXO16200Q2","台選05P","000000","000000","000000.000000","233.00","1","-52.00","-18.25","233.00","42","238.00","1","305.00","20.00","311.00","-78.00","219.00","14.00","92.00","285.00","278.00","27.00","0","2771","20220428","1910.00","0.10","0","6471","-1","3","2","3854"
"CreateQuote","2022/04/28 12:36:49.627880","UpdateQuote","2022/04/28 13:44:56.320149","TXO16200E2","台選05C","000000","000000","000000.000000","423.00","1","51.00","13.71","416.00","20","426.00","20","332.00","-40.00","432.00","-9.00","396.00","27.00","36.00","372.00","376.00","-44.00","0","804","20220428","2000.00","0.10","0","6472","-1","3","2","811"
"CreateQuote","2022/04/28 12:36:49.628881","UpdateQuote","2022/04/28 13:44:55.047283","TXO16300Q2","台選05P","000000","000000","000000.000000","270.00","10","-53.00","-16.41","265.00","30","270.00","1","351.00","28.00","355.00","-85.00","250.00","20.00","105.00","323.00","305.00","46.00","0","3003","20220428","1950.00","0.10","0","6473","-1","3","2","3148"
"CreateQuote","2022/04/28 12:36:49.628881","UpdateQuote","2022/04/28 13:44:56.450360","TXO16300E2","台選05C","000000","000000","000000.000000","356.00","2","47.00","15.21","352.00","1","360.00","1","302.00","-7.00","363.00","-7.00","276.00","80.00","87.00","309.00","330.00","-28.00","0","1780","20220428","1930.00","0.10","0","6474","-1","3","2","1763"
"CreateQuote","2022/04/28 12:36:49.628881","UpdateQuote","2022/04/28 13:44:59.757203","TXO16400Q2","台選05P","000000","000000","000000.000000","304.00","1","-62.00","-16.94","303.00","2","309.00","29","388.00","22.00","402.00","-98.00","285.00","19.00","117.00","366.00","369.00","19.00","0","1657","20220428","1990.00","0.10","0","6475","-1","3","2","1720"
"CreateQuote","2022/04/28 12:36:49.629881","UpdateQuote","2022/04/28 13:44:59.757203","TXO16400E2","台選05C","000000","000000","000000.000000","293.00","1","39.00","15.35","289.00","31","293.00","1","267.00","13.00","300.00","-7.00","224.00","69.00","76.00","254.00","254.00","13.00","0","2181","20220428","1880.00","0.10","0","6476","-1","3","2","1945"
"CreateQuote","2022/04/28 12:36:49.629881","UpdateQuote","2022/04/28 13:44:56.320149","TXO16500Q2","台選05P","000000","000000","000000.000000","345.00","2","-67.00","-16.26","344.00","20","354.00","20","390.00","-22.00","453.00","-108.00","330.00","15.00","123.00","412.00","400.00","-10.00","0","1171","20220428","2040.00","0.10","0","6477","-1","3","2","1331"
"CreateQuote","2022/04/28 12:36:49.629881","UpdateQuote","2022/04/28 13:44:56.172802","TXO16500E2","台選05C","000000","000000","000000.000000","238.00","10","36.00","17.82","236.00","2","239.00","51","205.00","3.00","243.00","-5.00","177.00","61.00","66.00","202.00","207.00","-2.00","0","4791","20220428","1830.00","0.10","0","6478","-1","3","2","2744"
