建立者,時間,更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,索引,Page,市場,小數位數,昨量
"CreateQuote","2022/04/22 08:33:25.223787","UpdateQuote","2022/04/22 13:33:15.375758","TSEA","加權指","000000","000000","000000.000000","17025.09","24559","-102.86","-0.60","0.00","0","0.00","0","17088.76","-39.19","17088.76","-63.67","16923.87","101.22","164.89","17127.95","17127.95","-39.19","0","268201","20220422","18840.74","15415.16","30395","-1","0","2","244361"
"CreateQuote","2022/04/22 08:33:25.224784","UpdateQuote","2022/04/22 13:45:00.920464","0050","元大台灣50","000000","000000","000000.000000","131.60","260","-1.15","-0.87","131.60","1","131.65","32","131.40","-1.35","131.75","-0.15","130.85","0.75","0.90","132.75","132.75","-1.35","0","11175","20220422","146.00","119.50","0","-1","0","2","3972"
"CreateQuote","2022/04/22 08:33:25.224784","UpdateQuote","2022/04/22 13:45:01.070726","00632R","元大台灣50反1","000000","000000","000000.000000","5.38","5162","0.04","0.75","5.38","17234","5.39","15623","5.41","0.07","5.43","-0.05","5.38","0.00","0.05","5.34","5.34","0.07","0","137472","20220422","5.87","4.81","17","-1","0","2","78914"
"CreateQuote","2022/04/22 08:33:25.225784","UpdateQuote","2022/04/22 13:44:59.539875","UN2206","那斯達克2206","000000","000000","000000.000000","13738.00","1","-382.00","-2.71","13740.00","1","13746.00","2","13674.00","-446.00","13741.00","-3.00","13605.00","133.00","136.00","14120.00","13714.00","-40.00","0","6373","20220422","15108.00","13132.00","47","-1","2","2","824"
"CreateQuote","2022/04/22 08:33:25.225784","UpdateQuote","2022/04/22 13:44:59.911022","TX06","台指06","000000","000000","000000.000000","16955.00","1","-135.00","-0.79","16954.00","10","16958.00","1","16857.00","-233.00","16961.00","-6.00","16800.00","155.00","161.00","17090.00","16925.00","-68.00","0","1138","20220422","18799.00","15381.00","2","-1","2","2","652"
"CreateQuote","2022/04/22 08:33:25.225784","UpdateQuote","2022/04/22 13:44:59.917024","MTX06","小台06","000000","000000","000000.000000","16958.00","1","-132.00","-0.77","16955.00","1","16958.00","1","16858.00","-232.00","16961.00","-3.00","16797.00","161.00","164.00","17090.00","16923.00","-65.00","0","8117","20220422","18799.00","15381.00","9","-1","2","2","3340"
"CreateQuote","2022/04/22 08:33:25.226784","UpdateQuote","2022/04/22 13:45:09.720265","2330","台積電","133000","000000","133000.000000","558.00","5248","-7.00","-1.24","558.00","27","559.00","1811","558.00","-7.00","559.00","-1.00","557.00","1.00","2.00","565.00","565.00","-7.00","0","29176","20220422","621.00","509.00","29552","0","0","2","18321"
"CreateQuote","2022/04/22 08:33:25.226784","UpdateQuote","2022/04/22 13:44:55.537088","UD06","道瓊06","134440","311000","134440.311000","34668.00","2","-545.00","-1.55","34665.00","2","34687.00","1","34624.00","-589.00","34676.00","-8.00","34530.00","138.00","146.00","35213.00","34658.00","-34.00","0","3795","20220422","37677.00","32749.00","42","1","2","2","266"
"CreateQuote","2022/04/22 08:33:25.226784","UpdateQuote","2022/04/22 13:44:59.913023","TX05","台指05","134459","901000","134459.901000","16992.00","1","-134.00","-0.78","16991.00","10","16993.00","13","16862.00","-264.00","16999.00","-7.00","16823.00","169.00","176.00","17126.00","16953.00","-91.00","0","156268","20220422","18838.00","15414.00","1","2","2","2","86002"
"CreateQuote","2022/04/22 08:33:25.227785","UpdateQuote","2022/04/22 13:44:59.921749","MTX05","小台05","134459","919000","134459.919000","16990.00","1","-136.00","-0.79","16990.00","22","16992.00","1","16877.00","-249.00","16999.00","-9.00","16823.00","167.00","176.00","17126.00","16955.00","-78.00","0","279569","20220422","18838.00","15414.00","8","3","2","2","152933"
