更新者,更新時,代碼,名稱,成交時分秒,成交微秒,成交時間,成交價,成交量,漲跌,漲跌幅,買價,買量,賣價,賣量,開盤價,開盤漲跌,最高價,成交最高價差,最低價,成交最低價差,最高最低價差,參考價,前盤收盤價格,開盤與前盤收盤價差,試撮,總量,交易日,漲停,跌停,筆數,索引,Page,市場,小數位數,昨量
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","UN2506","那斯達克2506","000000","000000","000000.000000","19965.00","1","-26.00","-0.13","19962.00","1","19998.00","1","20020.00","29.00","20054.00","-89.00","19700.00","265.00","354.00","19991.00","19837.00","183.00","0","1066","20250508","21390.00","18592.00","0","5527","-1","2","2","958"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.949043","TX06","台指06","000000","000000","000000.000000","20359.00","3","130.00","0.64","20359.00","5","20364.00","1","20222.00","-7.00","20456.00","-97.00","20107.00","252.00","349.00","20229.00","20105.00","117.00","0","772","20250508","22251.00","18207.00","0","5448","-1","2","2","1133"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.947043","MTX06","小台06","000000","000000","000000.000000","20365.00","2","136.00","0.67","20361.00","1","20366.00","1","20226.00","-3.00","20461.00","-96.00","20109.00","256.00","352.00","20229.00","20108.00","118.00","0","6095","20250508","22251.00","18207.00","0","5455","-1","2","2","9555"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","UD06","道瓊06","000000","000000","000000.000000","41275.00","1","177.00","0.43","41184.00","3","41272.00","3","41100.00","2.00","41377.00","-102.00","40945.00","330.00","432.00","41098.00","40854.00","246.00","0","274","20250508","43974.00","38222.00","0","5522","0","2","2","402"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.949043","TX05","台指05","000000","000000","000000.000000","20512.00","1","135.00","0.66","20510.00","11","20512.00","3","20388.00","11.00","20615.00","-103.00","20250.00","262.00","365.00","20377.00","20247.00","141.00","0","62799","20250508","22414.00","18340.00","0","5447","1","2","2","129876"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.948043","MTX05","小台05","000000","000000","000000.000000","20515.00","1","138.00","0.68","20513.00","1","20515.00","6","20388.00","11.00","20614.00","-99.00","20251.00","264.00","363.00","20377.00","20256.00","132.00","0","154241","20250508","22414.00","18340.00","0","5454","2","2","2","283849"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO18900E5","台選05C","000000","000000","000000.000000","1650.00","1","20.00","1.23","1580.00","5","1880.00","5","1650.00","20.00","1650.00","0.00","1650.00","0.00","0.00","1630.00","0.00","0.00","0","1","20250508","3680.00","0.10","0","7287","-1","3","2","0"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO19200E5","台選05C","000000","000000","000000.000000","0.00","0","0.00","0.00","1320.00","5","1600.00","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1370.00","0.00","0.00","0","0","20250508","3420.00","0.10","0","7293","-1","3","2","2"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO19500E5","台選05C","000000","000000","000000.000000","0.00","0","0.00","0.00","855.00","1","1500.00","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1110.00","1030.00","0.00","0","0","20250508","3160.00","0.10","0","7299","-1","3","2","9"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO19800E5","台選05C","000000","000000","000000.000000","1000.00","1","125.00","14.29","800.00","1","0.00","0","870.00","-5.00","1000.00","0.00","850.00","150.00","150.00","875.00","810.00","60.00","0","14","20250508","2920.00","0.10","0","7305","-1","3","2","6"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO20100E5","台選05C","000000","000000","000000.000000","630.00","1","-30.00","-4.55","17.50","2","900.00","1","730.00","70.00","730.00","-100.00","600.00","30.00","130.00","660.00","575.00","155.00","0","8","20250508","2710.00","0.10","0","7315","-1","3","2","11"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO20400E5","台選05C","000000","000000","000000.000000","555.00","5","90.00","19.35","395.00","2","530.00","1","466.00","1.00","555.00","0.00","428.00","127.00","127.00","465.00","385.00","81.00","0","170","20250508","2510.00","0.10","0","7327","-1","3","2","336"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO20700E5","台選05C","000000","000000","000000.000000","360.00","2","50.00","16.13","315.00","1","358.00","2","298.00","-12.00","360.00","0.00","264.00","96.00","96.00","310.00","255.00","43.00","0","200","20250508","2360.00","0.10","0","7339","-1","3","2","179"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.948043","TXO18900Q5","台選05P","000000","000000","000000.000000","137.00","1","-16.00","-10.46","100.00","1","202.00","2","148.00","-5.00","176.00","-39.00","137.00","0.00","39.00","153.00","137.00","11.00","0","114","20250508","2200.00","0.10","0","7286","-1","3","2","68"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.948043","TXO19200Q5","台選05P","000000","000000","000000.000000","149.00","2","-42.00","-21.99","127.00","1","158.00","1","182.00","-9.00","214.00","-65.00","144.00","5.00","70.00","191.00","180.00","2.00","0","125","20250508","2240.00","0.10","0","7292","-1","3","2","450"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO19500Q5","台選05P","000000","000000","000000.000000","185.00","5","-48.00","-20.60","181.00","1","263.00","1","233.00","0.00","275.00","-90.00","180.00","5.00","95.00","233.00","239.00","-6.00","0","481","20250508","2280.00","0.10","0","7298","-1","3","2","608"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO19800Q5","台選05P","000000","000000","000000.000000","239.00","1","-57.00","-19.26","225.00","5","400.00","4","288.00","-8.00","340.00","-101.00","239.00","0.00","101.00","296.00","296.00","-8.00","0","186","20250508","2350.00","0.10","0","7304","-1","3","2","196"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO20100Q5","台選05P","000000","000000","000000.000000","298.00","1","-83.00","-21.78","77.00","1","0.00","0","383.00","2.00","434.00","-136.00","298.00","0.00","136.00","381.00","407.00","-24.00","0","37","20250508","2430.00","0.10","0","7314","-1","3","2","139"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.965689","TXO20400Q5","台選05P","000000","000000","000000.000000","374.00","1","-115.00","-23.52","17.00","1","600.00","9","485.00","-4.00","550.00","-176.00","374.00","0.00","176.00","489.00","535.00","-50.00","0","242","20250508","2540.00","0.10","0","7326","-1","3","2","219"
"m_SKQuoteLib_OnNotifyQuote","2025/05/08 05:08:48.950064","TXO20700Q5","台選05P","000000","000000","000000.000000","650.00","18","20.00","3.17","450.00","1","750.00","1","625.00","-5.00","680.00","-30.00","565.00","85.00","115.00","630.00","660.00","-35.00","0","150","20250508","2680.00","0.10","0","7338","-1","3","2","18"
